CHARGE_TYPE_ID,CREATE_OPER_ID,CREATE_OPER_TIME,CURRENCY,EFFECTIVEMODE,EFFECTIVE_DATE,EXPIRY_DATE,LAST_OPER_ID,LAST_OPER_TIME,LOAD_DATA_TS,RANK_FLAG,RANK_ID,RATE_TYPE,STATUS,TAXEXEMPT4PAYEE,TAX_CODE_DESCRIPTION,TAX_CODE_ID,TAX_CODE_NAME,TAX_MODE,TAX_RATE,TAX_RATE_MODE,TAX_RATE_RULE_MODE,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                <endrec>
"2001533","203000000000016349","2017-03-09 13:39:38.112000","TZS","1","2017-03-09 13:39:47.601000","2017-03-09 14:14:20.819000","203000000000016349","2017-03-09 14:14:20.820000","","2","24019","0","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","20.00","1","S","937283841"<endrec>
"2001533","203000000000016349","2017-03-09 14:13:47.036000","TZS","1","2017-03-09 14:14:20.819000","2017-04-18 21:27:39.970000","203000000000019602","2017-04-18 21:27:39.971000","","1","24023","0","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","20.00","1","S","937283842"<endrec>
"2001538","203000000000016349","2017-03-09 14:38:58.604000","TZS","1","2017-03-09 14:39:15.947000","2017-03-09 14:40:48.712000","203000000000016349","2017-03-09 14:40:48.713000","","1","24025","0","50","0","tax on charge percent increase","20078","tax on charge percent increase","1","15.00","1","S","937283846"<endrec>
"2001538","203000000000016349","2017-03-09 14:40:42.052000","TZS","1","2017-03-09 14:40:48.712000","2017-03-13 10:02:58.344000","203000000000016349","2017-03-13 10:02:58.346000","","0","24026","0","50","0","tax on charge percent increase","20078","tax on charge percent increase","1","15.00","1","S","937283848"<endrec>
"2001544","203000000000016349","2017-03-09 14:57:56.622000","TZS","1","2017-03-09 14:58:06.070000","2099-12-31 23:59:59.000000","203000000000016349","2017-03-09 14:58:06.075000","","1","24028","0","30","0","tax on charge tier increase mix","20083","tax on charge tier increase mix","1","","1","S","937283855"<endrec>
"2001652","203000000000018910","2017-03-10 09:04:33.160000","TZS","1","2017-03-10 09:04:54.605000","2017-08-15 15:50:00.142000","203000000000015728","2017-08-15 15:50:00.144000","","1","25005","1","50","0","tax on charge increase","20221","Tax on Charge Increase","1","1800","1","S","937284836"<endrec>
"2001534","203000000000018910","2017-03-10 11:52:50.700000","TZS","1","2017-03-10 11:53:36.307000","2017-04-18 21:48:12.191000","203000000000019602","2017-04-18 21:48:12.193000","","1","25008","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937284846"<endrec>
"2001538","203000000000016349","2017-03-13 10:02:42.385000","TZS","1","2017-03-13 10:02:58.344000","2017-03-13 10:13:27.831000","203000000000016349","2017-03-13 10:13:27.833000","","1","26004","0","50","0","tax on charge percent increase","20078","tax on charge percent increase","1","15.00","1","S","937285830"<endrec>
"2001538","203000000000016349","2017-03-13 10:13:12.802000","TZS","1","2017-03-13 10:13:27.831000","2017-03-13 10:23:12.859000","203000000000016349","2017-03-13 10:23:12.860000","","0","0","0","50","0","tax on charge percent increase","20078","tax on charge percent increase","1","30","1","S","937285833"<endrec>
"2001538","203000000000016349","2017-03-13 10:23:02.517000","TZS","1","2017-03-13 10:23:12.859000","2017-11-07 09:25:20.628000","203000000000016349","2017-11-07 09:25:20.630000","","1","26007","0","50","0","tax on charge percent increase","20078","tax on charge percent increase","1","30","1","S","937285836"<endrec>
"2001662","203000000000014909","2017-03-22 09:27:04.942000","TZS","1","2017-03-22 09:27:20.785000","2099-12-31 23:59:59.000000","203000000000014909","2017-03-22 09:27:20.786000","","0","0","0","30","0","Test Air","20231","Test Air","1","10","1","S","937290852"<endrec>
"2001672","203000000000015719","2017-03-22 10:29:29.936000","TZS","1","2017-03-22 10:29:29.931000","2099-12-31 23:59:59.000000","203000000000015719","2017-03-22 10:29:29.936000","","2","28002","1","10","0","","20241","tetst","1","","1","S","937293821"<endrec>
"2001683","203000000000015719","2017-03-22 10:57:51.842000","TZS","1","2017-03-23 09:29:41.736000","2099-12-31 23:59:59.000000","203000000000015719","2017-03-23 09:29:41.760000","","0","0","1","30","0","","20242","cagvzjhk","2","1200","1","S","937293825"<endrec>
"2001663","203000000000019116","2017-03-22 11:08:29.804000","TZS","1","2017-03-22 11:16:04.072000","2017-03-24 07:33:04.546000","203000000000019116","2017-03-24 07:33:04.547000","","0","0","0","50","0","","20243","Auto0987","1","5","1","S","937293826"<endrec>
"2001688","203000000000019116","2017-03-22 11:52:48.459000","TZS","1","2017-03-22 11:53:11.015000","2017-03-24 07:12:51.728000","203000000000019116","2017-03-24 07:12:51.729000","","0","0","0","50","0","","20244","AUTON248","1","5","1","S","937293834"<endrec>
"2001687","203000000000015719","2017-03-22 12:28:08.592000","TZS","1","2017-03-23 10:48:56.619000","2099-12-31 23:59:59.000000","203000000000015719","2017-03-23 10:48:56.620000","","2","28008","0","30","0","","20245","TaxCodeIncreaseTire325","1","","1","S","937293838"<endrec>
"2001707","203000000000015719","2017-03-23 09:29:31.914000","TZS","1","2017-03-23 09:29:31.908000","2099-12-31 23:59:59.000000","203000000000015719","2017-03-23 09:29:31.914000","","0","","0","10","0","","20251","test","1","12","1","S","937297828"<endrec>
"2001713","203000000000019116","2017-03-23 10:56:49.269000","TZS","1","2017-03-23 10:58:06.793000","2099-12-31 23:59:59.000000","203000000000019116","2017-03-29 11:01:13.832000","","0","0","0","60","0","","20252","AUTON336","1","5","1","S","937297834"<endrec>
"2001704","203000000000013020","2017-03-23 11:17:50.770000","TZS","1","2017-03-23 11:18:26.039000","2099-12-31 23:59:59.000000","203000000000013020","2017-03-23 11:18:56.231000","","0","0","0","60","0","","20253","TestTaxCode","1","1","1","S","937297835"<endrec>
"2001688","203000000000019116","2017-03-24 07:01:10.274000","TZS","1","2017-03-24 07:12:51.728000","2099-12-31 23:59:59.000000","203000000000019116","2017-03-29 11:12:52.239000","","0","30003","0","60","0","","20244","AUTON248","1","15.00","1","S","937298826"<endrec>
"2001663","203000000000019116","2017-03-24 07:31:46.894000","TZS","1","2017-03-24 07:33:04.546000","2017-04-26 12:36:03.842000","203000000000016421","2017-04-26 12:36:03.843000","","0","30004","0","50","0","","20243","Auto0987","1","15","1","S","937298831"<endrec>
"2001584","203000000000015719","2017-03-29 07:48:50.925000","TZS","1","2017-03-29 07:50:10.515000","2099-12-31 23:59:59.000000","203000000000015719","2017-03-29 07:50:10.520000","","2","31005","0","30","0","customerAirtimePurchase","20125","customerAirtimePurchase","1","","1","S","937302849"<endrec>
"2001722","203000000000019116","2017-03-29 11:38:01.649000","TZS","1","2017-03-29 11:38:01.634000","2099-12-31 23:59:59.000000","203000000000019116","2017-03-29 11:38:01.649000","","0","","0","10","0","","20261","AUTON694","1","5","1","S","937302899"<endrec>
"2001723","203000000000015719","2017-03-29 12:30:48.891000","TZS","1","2017-03-29 12:32:49.703000","2099-12-31 23:59:59.000000","203000000000015719","2017-03-29 12:32:49.704000","","2","31006","0","30","0","","20262","TaxCodeIncreaseTire795","1","","1","S","937302919"<endrec>
"2001533","203000000000019602","2017-04-18 21:25:51.290000","TZS","1","2017-04-18 21:27:39.970000","2017-06-23 14:09:06.062000","203000000000016349","2017-06-23 14:09:06.063000","","0","0","1","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","3000","1","S","937324875"<endrec>
"2001534","203000000000019602","2017-04-18 21:46:58.151000","TZS","1","2017-04-18 21:48:12.191000","2017-06-26 11:22:48.613000","203000000000014909","2017-06-26 11:22:48.615000","","1","32004","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937324877"<endrec>
"2001732","203000000000019602","2017-04-21 21:03:20.149000","TZS","1","2017-04-21 21:04:49.943000","2099-12-31 23:59:59.000000","203000000000019602","2017-04-21 21:04:49.944000","","0","0","0","30","0","","20271","AUTON298","1","5","1","S","937326882"<endrec>
"2001742","203000000000015719","2017-04-24 12:43:35.161000","TZS","1","2017-04-24 14:32:05.748000","2099-12-31 23:59:59.000000","203000000000015719","2017-04-24 14:32:05.752000","","0","0","0","30","0","","20281","AUTON385","1","5","1","S","937327913"<endrec>
"2001743","203000000000015719","2017-04-25 05:15:25.399000","TZS","1","2017-04-25 05:18:11.127000","2099-12-31 23:59:59.000000","203000000000015719","2017-04-25 05:18:11.129000","","2","33002","0","30","0","","20282","TaxCodeIncreaseTire264","1","","1","S","937327933"<endrec>
"2001702","203000000000015719","2017-04-25 06:03:18.340000","TZS","1","2017-04-25 06:08:26.031000","2099-12-31 23:59:59.000000","203000000000015719","2017-04-25 06:08:26.032000","","0","0","1","30","0","","20283","TaxCodeIncreaseTire391","1","1200","1","S","937327939"<endrec>
"2001749","203000000000015719","2017-04-25 06:30:52.012000","TZS","1","2017-04-25 06:33:57.125000","2099-12-31 23:59:59.000000","203000000000015719","2017-04-25 06:33:57.126000","","2","33003","0","30","0","","20284","TaxCodeIncreaseTire610","1","","1","S","937327941"<endrec>
"2001750","203000000000015719","2017-04-25 06:51:15.428000","TZS","1","2017-04-25 06:54:23.742000","2099-12-31 23:59:59.000000","203000000000015719","2017-04-25 06:54:23.743000","","2","33004","0","30","0","","20285","TaxCodeIncreaseTire327","1","","1","S","937327944"<endrec>
"2001753","203000000000019116","2017-04-26 08:00:58.328000","TZS","1","2017-04-26 08:02:17.764000","2099-12-31 23:59:59.000000","203000000000019116","2017-04-26 08:02:17.765000","","0","0","0","30","0","","20291","AUTON994","1","5","1","S","937328889"<endrec>
"2001663","203000000000016421","2017-04-26 12:34:07.828000","TZS","1","2017-04-26 12:36:03.842000","2017-05-17 08:15:04.690000","203000000000015719","2017-05-17 08:15:04.692000","","0","34002","0","50","0","","20243","Auto0987","1","20","1","S","937329873"<endrec>
"2001762","203000000000016338","2017-04-27 08:57:47.034000","TZS","1","2017-04-27 08:59:46.693000","2099-12-31 23:59:59.000000","203000000000016338","2017-04-27 08:59:46.694000","","0","0","0","30","0","","20301","AUTON833","1","5","1","S","937329898"<endrec>
"2001763","203000000000016338","2017-04-27 09:56:37.941000","TZS","1","2017-04-27 09:58:33.943000","2099-12-31 23:59:59.000000","203000000000016338","2017-04-27 09:58:33.944000","","0","0","0","30","0","","20302","AUTON286","1","5","1","S","937329907"<endrec>
"2001772","203000000000015719","2017-05-17 06:39:23.650000","TZS","1","2017-05-17 06:41:08.530000","2099-12-31 23:59:59.000000","203000000000015719","2017-05-17 06:41:08.533000","","0","0","0","30","0","","20311","AUTON834","1","5","1","S","937340913"<endrec>
"2001773","203000000000015719","2017-05-17 06:54:26.082000","TZS","1","2017-05-17 06:56:05.067000","2099-12-31 23:59:59.000000","203000000000015719","2017-05-17 06:56:05.068000","","0","0","0","30","0","","20312","AUTON310","1","5","1","S","937340915"<endrec>
"2001777","203000000000015719","2017-05-17 08:00:33.576000","TZS","1","2017-05-17 08:02:16.682000","2099-12-31 23:59:59.000000","203000000000015719","2017-05-17 08:02:16.683000","","0","0","0","30","0","","20313","AUTON154","1","5","1","S","937340922"<endrec>
"2001663","203000000000015719","2017-05-17 08:13:13.508000","TZS","1","2017-05-17 08:15:04.690000","2017-06-26 09:19:59.673000","203000000000019116","2017-06-26 09:19:59.675000","","0","37002","0","50","0","","20243","Auto0987","1","20","1","S","937340925"<endrec>
"2001780","203000000000015719","2017-05-17 09:10:36.840000","TZS","1","2017-10-26 14:24:48.662000","2099-12-31 23:59:59.000000","203000000000015719","2017-10-26 14:24:48.663000","","2","37003","0","30","0","","20314","TaxCodeIncreaseTire961","1","","1","S","937340935"<endrec>
"2001812","203000000000019602","2017-06-23 11:16:08.172000","TZS","1","2017-06-23 11:17:26.079000","2099-12-31 23:59:59.000000","203000000000019602","2017-06-23 11:17:26.080000","","0","0","0","30","0","","20321","AUTON655","1","5","1","S","937365048"<endrec>
"2001813","203000000000019602","2017-06-23 11:31:29.759000","TZS","1","2017-06-23 11:32:45.794000","2019-05-10 13:00:53.233000","203000000000019116","2019-05-10 13:00:53.235000","","0","0","0","50","0","","20322","AUTON000","1","5","1","S","937365050"<endrec>
"2001814","203000000000019602","2017-06-23 11:48:15.568000","TZS","1","2017-06-23 11:49:32.509000","2099-12-31 23:59:59.000000","203000000000019602","2017-06-23 11:49:32.510000","","0","0","0","30","0","","20323","AUTON907","1","5","1","S","937365052"<endrec>
"2001533","203000000000016349","2017-06-23 14:08:28.837000","TZS","1","2017-06-23 14:09:06.062000","2017-06-26 08:39:53.647000","203000000000016349","2017-06-26 08:39:53.648000","","0","0","0","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","10","1","S","937365063"<endrec>
"2001540","203000000000016349","2017-06-23 14:11:01.602000","TZS","1","2017-06-23 14:12:38.569000","2017-06-23 14:43:54.916000","203000000000016349","2017-06-23 14:43:54.917000","","0","39004","1","50","0","tax on charge fixed decrease","20079","tax on charge fixed decrease","2","2000","1","S","937365064"<endrec>
"2001540","203000000000016349","2017-06-23 14:43:12.586000","TZS","1","2017-06-23 14:43:54.916000","2017-11-08 10:42:02.986000","203000000000016349","2017-11-08 10:42:02.987000","","0","39005","1","50","0","tax on charge fixed decrease","20079","tax on charge fixed decrease","2","200","1","S","937365068"<endrec>
"2001533","203000000000016349","2017-06-26 08:39:18.012000","TZS","1","2017-06-26 08:39:53.647000","2017-06-26 09:16:59.090000","203000000000014909","2017-06-26 09:16:59.091000","","0","39006","0","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","10.00","1","S","937365095"<endrec>
"2001533","203000000000014909","2017-06-26 09:16:01.527000","TZS","1","2017-06-26 09:16:59.090000","2017-06-26 11:03:10.191000","203000000000014909","2017-06-26 11:03:10.192000","","0","0","1","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","1000","1","S","937365104"<endrec>
"2001663","203000000000019116","2017-06-26 09:18:44.881000","TZS","1","2017-06-26 09:19:59.673000","2017-06-26 09:29:09.085000","203000000000019116","2017-06-26 09:29:09.086000","","0","39010","0","50","0","","20243","Auto0987","1","20","1","S","937365105"<endrec>
"2001663","203000000000019116","2017-06-26 09:27:44.423000","TZS","1","2017-06-26 09:29:09.085000","2017-06-26 09:48:50.629000","203000000000019116","2017-06-26 09:48:50.630000","","0","39012","0","50","0","","20243","Auto0987","1","20","1","S","937365107"<endrec>
"2001663","203000000000019116","2017-06-26 09:47:33.094000","TZS","1","2017-06-26 09:48:50.629000","2017-06-27 15:00:06.815000","203000000000019116","2017-06-27 15:00:06.816000","","0","39013","0","50","0","","20243","Auto0987","1","20","1","S","937365108"<endrec>
"2001533","203000000000014909","2017-06-26 10:59:20.083000","TZS","1","2017-06-26 11:03:10.191000","2017-06-28 09:27:13.118000","203000000000021013","2017-06-28 09:27:13.120000","","0","39014","1","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","1300","1","S","937365111"<endrec>
"2001534","203000000000014909","2017-06-26 11:16:15.597000","TZS","1","2017-06-26 11:22:48.613000","2017-07-28 07:39:43.938000","203000000000019602","2017-07-28 07:39:43.939000","","1","39015","1","50","0","tax on principle fixed decrease","20072","tax on principle fixed decrease","2","1200","1","S","937365113"<endrec>
"2001819","203000000000025007","2017-06-26 13:42:13.731000","TZS","1","2017-06-26 13:43:25.954000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-26 13:43:25.955000","","0","0","0","30","0","","20324","AUTON819","1","5","1","S","937365135"<endrec>
"2001820","203000000000025007","2017-06-26 13:47:42.891000","TZS","1","2017-06-26 13:48:56.455000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-26 13:48:56.456000","","0","0","0","30","0","","20325","AUTON316","1","5","1","S","937365138"<endrec>
"2001821","203000000000025007","2017-06-26 13:53:16.746000","TZS","1","2017-06-26 13:54:30.458000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-26 13:54:30.459000","","0","0","0","30","0","","20326","AUTON900","1","5","1","S","937365141"<endrec>
"2001843","203000000000019116","2017-06-27 14:11:45.399000","TZS","1","2017-06-27 14:13:07.867000","2099-12-31 23:59:59.000000","203000000000019116","2017-06-27 14:13:07.868000","","0","0","0","30","0","","20331","AUTON980","1","5","1","S","937366240"<endrec>
"2001844","203000000000019116","2017-06-27 14:19:13.988000","TZS","1","2017-06-27 14:20:32.605000","2099-12-31 23:59:59.000000","203000000000019116","2017-06-27 14:20:32.606000","","0","0","0","30","0","","20332","AUTON151","1","5","1","S","937366242"<endrec>
"2001663","203000000000019116","2017-06-27 14:58:48.063000","TZS","1","2017-06-27 15:00:06.815000","2017-06-27 18:01:35.431000","203000000000025007","2017-06-27 18:01:35.432000","","0","40002","0","50","0","","20243","Auto0987","1","20","1","S","937366252"<endrec>
"2001849","203000000000025007","2017-06-27 15:02:27.270000","TZS","1","2017-06-27 15:03:47.977000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-27 15:03:47.978000","","0","0","0","30","0","","20333","AUTON602","1","5","1","S","937366254"<endrec>
"2001850","203000000000019116","2017-06-27 15:06:36.912000","TZS","1","2017-06-27 15:07:56.188000","2099-12-31 23:59:59.000000","203000000000019116","2017-06-27 15:07:56.189000","","0","0","0","30","0","","20334","AUTON394","1","5","1","S","937366256"<endrec>
"2001851","203000000000025007","2017-06-27 15:10:59.628000","TZS","1","2017-06-27 15:12:19.280000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-27 15:12:19.281000","","0","0","0","30","0","","20335","AUTON438","1","5","1","S","937366258"<endrec>
"2001852","203000000000025007","2017-06-27 15:19:23.262000","TZS","1","2017-06-27 15:20:43.413000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-27 15:20:43.414000","","0","0","0","30","0","","20336","AUTON139","1","5","1","S","937366261"<endrec>
"2001853","203000000000025007","2017-06-27 15:28:00.735000","TZS","1","2017-06-27 15:29:20.501000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-27 15:29:20.502000","","0","0","0","30","0","","20337","AUTON293","1","5","1","S","937366263"<endrec>
"2001854","203000000000025007","2017-06-27 15:36:32.328000","TZS","1","2017-06-27 15:37:52.426000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-27 15:37:52.427000","","0","0","0","30","0","","20338","AUTON353","1","5","1","S","937366265"<endrec>
"2001855","203000000000025007","2017-06-27 15:45:00.402000","TZS","1","2017-06-27 15:46:20.815000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-27 15:46:20.816000","","0","0","0","30","0","","20339","AUTON661","1","5","1","S","937366267"<endrec>
"2001663","203000000000025007","2017-06-27 18:00:13.224000","TZS","1","2017-06-27 18:01:35.431000","2017-06-27 18:07:13.515000","203000000000025007","2017-06-27 18:07:13.516000","","0","40003","0","50","0","","20243","Auto0987","1","20","1","S","937366289"<endrec>
"2001663","203000000000025007","2017-06-27 18:05:52.949000","TZS","1","2017-06-27 18:07:13.515000","2017-06-27 18:12:42.456000","203000000000025007","2017-06-27 18:12:42.457000","","0","40004","0","50","0","","20243","Auto0987","1","20","1","S","937366290"<endrec>
"2001663","203000000000025007","2017-06-27 18:11:20.371000","TZS","1","2017-06-27 18:12:42.456000","2017-06-29 18:06:42.419000","203000000000025007","2017-06-29 18:06:42.420000","","0","40005","0","50","0","","20243","Auto0987","1","20","1","S","937366291"<endrec>
"2001871","203000000000025007","2017-06-27 18:19:59.972000","TZS","1","2017-06-27 18:21:23.555000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-27 18:21:23.556000","","0","0","0","30","0","","20340","AUTON623","1","5","1","S","937366293"<endrec>
"2001533","203000000000021013","2017-06-28 04:40:17.374000","TZS","1","2017-06-28 09:27:13.118000","2017-06-28 09:41:32.319000","203000000000021013","2017-06-28 09:41:32.320000","","0","40006","1","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","1100","1","S","937366295"<endrec>
"2001533","203000000000021013","2017-06-28 09:38:55.469000","TZS","1","2017-06-28 09:41:32.319000","2017-07-28 07:06:16.137000","203000000000019602","2017-07-28 07:06:16.138000","","0","40007","1","50","0","tax on principle fixed increase","20073","tax on principle fixed increase","1","900","1","S","937366318"<endrec>
"2001893","203000000000025007","2017-06-29 15:22:49.765000","TZS","1","2017-06-29 15:24:08.959000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-29 15:24:08.960000","","0","0","0","30","0","","20342","AUTON192","1","5","1","S","937368386"<endrec>
"2001894","203000000000025007","2017-06-29 15:30:58.624000","TZS","1","2017-06-29 15:32:14.019000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-29 15:32:14.020000","","0","0","0","30","0","","20343","AUTON075","1","5","1","S","937368388"<endrec>
"2001895","203000000000025007","2017-06-29 15:38:59.560000","TZS","1","2017-06-29 15:40:15.777000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-29 15:40:15.778000","","0","0","0","30","0","","20344","AUTON144","1","5","1","S","937368390"<endrec>
"2001896","203000000000025007","2017-06-29 15:47:05.428000","TZS","1","2017-06-29 15:48:20.389000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-29 15:48:20.390000","","0","0","0","30","0","","20345","AUTON745","1","5","1","S","937368392"<endrec>
"2001897","203000000000025007","2017-06-29 15:55:07.529000","TZS","1","2017-06-29 20:07:23.985000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-29 20:07:23.986000","","0","0","0","30","0","","20346","AUTON808","1","5","1","S","937368396"<endrec>
"2001898","203000000000025007","2017-06-29 16:03:05.375000","TZS","1","2017-06-29 16:04:22.413000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-29 16:04:22.414000","","0","0","0","30","0","","20347","AUTON243","1","5","1","S","937368398"<endrec>
"2001663","203000000000025007","2017-06-29 18:05:24.106000","TZS","1","2017-06-29 18:06:42.419000","2017-06-30 09:52:20.461000","203000000000025007","2017-06-30 09:52:20.462000","","0","41002","0","50","0","","20243","Auto0987","1","20","1","S","937368422"<endrec>
"2001911","203000000000025007","2017-06-29 18:13:04.683000","TZS","1","2017-06-29 18:14:24.491000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-29 18:14:24.492000","","0","0","0","30","0","","20348","AUTON687","1","5","1","S","937368424"<endrec>
"2001912","203000000000025007","2017-06-29 18:21:41.412000","TZS","1","2017-06-29 18:23:00.265000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-29 18:23:00.266000","","0","0","0","30","0","","20349","AUTON583","1","5","1","S","937368426"<endrec>
"2001913","203000000000025007","2017-06-29 18:29:29.001000","TZS","1","2017-06-29 18:30:48.315000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-29 18:30:48.316000","","0","0","0","30","0","","20350","AUTON919","1","5","1","S","937368428"<endrec>
"2001923","203000000000025007","2017-06-30 07:02:27.836000","TZS","1","2017-06-30 07:03:48.655000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-30 07:03:48.656000","","0","0","0","30","0","","20352","AUTON616","1","5","1","S","937369379"<endrec>
"2001924","203000000000025007","2017-06-30 07:10:52.309000","TZS","1","2017-06-30 07:12:07.532000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-30 07:12:07.533000","","0","0","0","30","0","","20353","AUTON077","1","5","1","S","937369381"<endrec>
"2001925","203000000000025007","2017-06-30 07:21:20.003000","TZS","1","2017-06-30 07:22:35.797000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-30 07:22:35.798000","","0","0","0","30","0","","20354","AUTON573","1","5","1","S","937369383"<endrec>
"2001926","203000000000025007","2017-06-30 07:29:19.353000","TZS","1","2017-06-30 07:30:34.632000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-30 07:30:34.633000","","0","0","0","30","0","","20355","AUTON040","1","5","1","S","937369385"<endrec>
"2001927","203000000000025007","2017-06-30 07:37:43.587000","TZS","1","2017-06-30 07:39:01.549000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-30 07:39:01.550000","","0","0","0","30","0","","20356","AUTON175","1","5","1","S","937369387"<endrec>
"2001663","203000000000025007","2017-06-30 09:51:01.233000","TZS","1","2017-06-30 09:52:20.461000","2017-07-13 17:04:47.881000","203000000000025007","2017-07-13 17:04:47.883000","","0","42002","0","50","0","","20243","Auto0987","1","20","1","S","937369415"<endrec>
"2001942","203000000000025007","2017-06-30 09:58:51.005000","TZS","1","2017-06-30 10:00:09.652000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-30 10:00:09.653000","","0","0","0","30","0","","20357","AUTON821","2","5","1","S","937369418"<endrec>
"2001943","203000000000025007","2017-06-30 10:07:34.881000","TZS","1","2017-10-26 13:53:13.736000","2099-12-31 23:59:59.000000","203000000000025007","2017-10-26 13:53:13.740000","","0","0","0","30","0","","20358","AUTON161","1","5","1","S","937369421"<endrec>
"2001953","203000000000025007","2017-06-30 14:13:47.460000","TZS","1","2017-06-30 14:15:10.912000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-30 14:15:10.913000","","0","0","0","30","0","","20362","AUTON398","1","5","1","S","937371449"<endrec>
"2001954","203000000000025007","2017-06-30 14:22:20.078000","TZS","1","2017-06-30 14:23:41.874000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-30 14:23:41.875000","","0","0","0","30","0","","20363","AUTON948","1","5","1","S","937371451"<endrec>
"2001955","203000000000025007","2017-06-30 14:30:50.087000","TZS","1","2017-06-30 14:32:13.228000","2099-12-31 23:59:59.000000","203000000000019116","2018-05-14 07:38:50.828000","","0","0","0","60","0","","20364","AUTON857","1","5","1","S","937371453"<endrec>
"2001956","203000000000025007","2017-06-30 14:39:21.099000","TZS","1","2017-06-30 14:40:41.951000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-30 14:40:41.952000","","0","0","0","30","0","","20365","AUTON702","1","5","1","S","937371455"<endrec>
"2001958","203000000000025007","2017-06-30 14:51:18.203000","TZS","1","2017-06-30 14:52:40.262000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-30 14:52:40.263000","","0","0","0","30","0","","20366","AUTON489","1","5","1","S","937371458"<endrec>
"2001973","203000000000025007","2017-06-30 17:00:12.444000","TZS","1","2017-06-30 17:01:38.001000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-30 17:01:38.002000","","0","0","0","30","0","","20367","AUTON508","1","5","1","S","937371480"<endrec>
"2001974","203000000000025007","2017-06-30 17:08:24.646000","TZS","1","2017-06-30 17:09:51.575000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-30 17:09:51.576000","","0","0","0","30","0","","20368","AUTON659","1","5","1","S","937371482"<endrec>
"2001975","203000000000025007","2017-06-30 17:16:35.252000","TZS","1","2017-06-30 17:18:00.195000","2099-12-31 23:59:59.000000","203000000000025007","2017-06-30 17:18:00.196000","","0","0","0","30","0","","20369","AUTON193","1","5","1","S","937371484"<endrec>
"2001935","203000000000019602","2017-07-04 12:22:36.803000","TZS","1","2017-07-04 12:24:54.401000","2099-12-31 23:59:59.000000","203000000000019602","2017-07-04 12:24:54.402000","","0","0","1","30","0","","20370","TaxCodeIncreaseTire237","2","1200","1","S","937371572"<endrec>
"2001982","203000000000019602","2017-07-04 12:46:35.628000","TZS","1","2017-07-04 12:50:19.346000","2099-12-31 23:59:59.000000","203000000000019602","2017-07-04 12:50:19.348000","","2","43002","0","30","0","","20371","TaxCodeIncreaseTire814","1","","1","S","937371577"<endrec>
"2001983","203000000000019602","2017-07-04 13:06:04.390000","TZS","1","2017-07-04 13:08:17.498000","2099-12-31 23:59:59.000000","203000000000019602","2017-07-04 13:08:17.499000","","2","43003","0","30","0","","20372","TaxCodeIncreaseTire772","1","","1","S","937371583"<endrec>
"2001984","203000000000019602","2017-07-04 13:30:19.002000","TZS","1","2017-07-04 13:34:16.525000","2099-12-31 23:59:59.000000","203000000000019602","2017-07-04 13:34:16.526000","","2","43004","0","30","0","","20373","TaxCodeIncreaseTire106","2","","1","S","937371585"<endrec>
