COMMAND_ID,EXTERNAL_RESULTCODE,EXTERNAL_RESULTDESC,INTERNAL_RESULTCODE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  <endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70241"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70242"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70243"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70244"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70245"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70246"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70247"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70248"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70249"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70250"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70251"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70252"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70253"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70254"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70255"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70256"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70257"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70258"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70259"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70260"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70261"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70262"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70263"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70264"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70265"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70266"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70267"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70268"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70269"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70270"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70271"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70272"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70273"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70274"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70275"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70276"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70277"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70278"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70279"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70280"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70281"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70282"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70283"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70284"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70285"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70286"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70287"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70288"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70289"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70290"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70291"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70292"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70293"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70294"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70295"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70296"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70297"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70298"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70299"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70300"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70301"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70302"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70303"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70304"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70305"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70306"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70307"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70308"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70309"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70310"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70311"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70312"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70313"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70314"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70315"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70316"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70317"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70318"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70319"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70320"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70321"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70322"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70323"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70324"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70325"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70326"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70327"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70328"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70329"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70330"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70331"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70332"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70333"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70334"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70335"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70336"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70337"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70338"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70339"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70340"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70341"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70342"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70343"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70344"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70345"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70346"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70347"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70348"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70349"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70350"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70351"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70352"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70353"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70354"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70355"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70356"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70357"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70358"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70359"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70360"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70361"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70362"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70363"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70364"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70365"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70366"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70367"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70368"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70369"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70370"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70371"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70372"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70373"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70374"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70375"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70376"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70377"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70378"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70379"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70380"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70381"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70382"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70383"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70384"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70385"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70386"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70387"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70388"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70389"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70390"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70391"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70392"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70393"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70394"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70395"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70396"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70397"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70398"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70399"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70400"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70401"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70402"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70403"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70404"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70405"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70406"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70407"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70408"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70409"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70410"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70411"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70412"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70413"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70414"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70415"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70416"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70417"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70418"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70419"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70420"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70421"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70422"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70423"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70424"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70425"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70426"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70427"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70428"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70429"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70430"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70431"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70432"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70433"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70434"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70435"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70436"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70437"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70438"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70439"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70440"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70441"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70442"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70443"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70444"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70445"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70446"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70447"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70448"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70449"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70450"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70451"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70452"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70453"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70454"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70455"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70456"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70457"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70458"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70459"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70460"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70461"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70462"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70463"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70464"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70465"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70466"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70467"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70468"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70469"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70470"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70471"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70472"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70473"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70474"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70475"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70476"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70477"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70478"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70479"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70480"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70481"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70482"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70483"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70484"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70485"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70486"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70487"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70488"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70489"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70490"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70491"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70492"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70493"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70494"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70495"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70496"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70497"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70498"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70499"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TC70500"<endrec>
"*","2000","Service code error.","TP30002"<endrec>
"*","2001","Initiator does not have the permission for subscription.","TP30003"<endrec>
"*","2002","Receiver invalid.","TP30004"<endrec>
"*","2004","The entered transaction amount is invalid.","TP30011"<endrec>
"*","2001","Initiator does not have the permission for subscription.","TP30013"<endrec>
"*","2004","The entered transaction amount is invalid.","TP30014"<endrec>
"*","2000","Service code error.","TP30016"<endrec>
"*","2004","The entered transaction amount is invalid.","TP30018"<endrec>
"*","2003","Currency invalid.","TP30021"<endrec>
"*","2003","Currency invalid.","TP30022"<endrec>
"*","2000","Service code error.","TP30023"<endrec>
"*","2001","Initiator does not have the permission for subscription.","TP30025"<endrec>
"*","2002","Receiver invalid.","TP30034"<endrec>
"*","2002","Receiver invalid.","TP30035"<endrec>
"*","2004","The entered transaction amount is invalid.","TP30036"<endrec>
"*","2002","Receiver invalid.","TP30037"<endrec>
"*","2002","Receiver invalid.","TP30038"<endrec>
"*","2051","MSISDN invalid.","TP30039"<endrec>
"*","7002","The confirm transaction is failed.","TP30044"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TP30045"<endrec>
"*","20095","The account of the credit party is in invalid state and cannot be used to perform transactions.","TP30046"<endrec>
"*","2008","Primary party invalid.","TP30047"<endrec>
"*","2001","Initiator does not have the permission for subscription.","TP30048"<endrec>
"*","2002","Receiver invalid.","TP30049"<endrec>
"*","2058","Voucher invalid.","TP30067"<endrec>
"*","2058","Voucher invalid.","TP30068"<endrec>
"*","2002","Receiver invalid.","TP30076"<endrec>
"*","2002","Receiver invalid.","TP30081"<endrec>
"*","2003","Currency invalid.","TP30083"<endrec>
"*","2002","Receiver invalid.","TP30085"<endrec>
"*","2002","Receiver invalid.","TP30086"<endrec>
"*","2001","Initiator does not have the permission for subscription.","TP30090"<endrec>
"*","2002","Receiver invalid.","TP30091"<endrec>
"*","2002","Receiver invalid.","TP30092"<endrec>
"*","2002","Receiver invalid.","TP30096"<endrec>
"*","2007","Conversation ID invalid.","TP30115"<endrec>
"*","2057","Language code invalid.","TP30127"<endrec>
"*","2054","Account Type invalid.","TP30150"<endrec>
"*","2001","Initiator does not have the permission for subscription.","TP30160"<endrec>
"*","2025","The operator does not have the permission to initiate the service during action initiation.","TP30204"<endrec>
"*","2001","Initiator does not have the permission for subscription.","TP30208"<endrec>
"*","2004","The entered transaction amount is invalid.","TP30454"<endrec>
"*","2004","The entered transaction amount is invalid.","TP30455"<endrec>
"*","2003","Currency invalid.","TP39040"<endrec>
"*","2003","Currency invalid.","TP39041"<endrec>
"*","2003","Currency invalid.","TP39042"<endrec>
"*","-14","Cannot be reversed as it is already disputed","TP39999"<endrec>
"*","2002","Receiver invalid.","TP40005"<endrec>
"*","-1","The number of records in a bulk file cannot exceed","TP40007"<endrec>
"*","2001","Failed to initialize the service context, because Initiator parameter is error or null.","TP40008"<endrec>
"*","1002","Parameter missing or data type error.","TP40013"<endrec>
"*","6140","No order is found based on the order ID.","TP40014"<endrec>
"*","2111","Transaction status invalid.","TP40019"<endrec>
"*","-1","The number of records in a bulk file cannot exceed","TP40024"<endrec>
"*","6116","The date format is incorrect.","TP40033"<endrec>
"*","20025","The initiator state does not support the current service","TP40046"<endrec>
"*","2995","The organization of the  initiator is in the state which does not support the current service.","TP40047"<endrec>
"*","2001","Initiator does not have the permission for subscription.","TP40049"<endrec>
"*","3105","The receiver is in the invalid state which does not support the current service","TP40050"<endrec>
"*","2002","Receiver invalid.","TP40053"<endrec>
"*","2008","The debit party of status is invalid","TP40054"<endrec>
"*","28058","The {0} account of the charge debit party is in the {1} state which does not support the current service.","TP40058"<endrec>
"*","2054","Account Type invalid.","TP40061"<endrec>
"*","2117","The Original state cannot be changed to new state.","TP40070"<endrec>
"*","20015","The security credential of the subscriber is incorrect.","TP40087"<endrec>
"*","2066","The mandatory KYC is missing.","TP40090"<endrec>
"*","6008","The security credential is locked.","TP40098"<endrec>
"*","6011","the current security credential of the user has expired.","TP40099"<endrec>
"*","6010","the security credential is in the pending state.","TP40108"<endrec>
"*","2001","Initiator does not have the permission for subscription.","TP40113"<endrec>
"*","6144","The credential has been unlocked and does not need to be unlocked again.","TP40114"<endrec>
"*","2059","Product invalid.","TP40120"<endrec>
"*","6128","The identity is not allowed to subscribe to the product.","TP40121"<endrec>
"*","2057","Language code invalid.","TP40124"<endrec>
"*","2061","ShortCode invalid.","TP40125"<endrec>
"*","2062","TillNumber invalid or already used by another identity.","TP40141"<endrec>
"*","2061","ShortCode invalid.","TP40146"<endrec>
"*","2066","The mandatory KYC is missing.","TP40150"<endrec>
"*","2001","Initiator does not have the permission for subscription.","TP40153"<endrec>
"*","2106","Duplicate O2CLink number.","TP40186"<endrec>
"*","5011","The current operator has no permission to execute the {0} task. Assign the permission to the operator.","TP40210"<endrec>
"*","2059","Product invalid.","TP40217"<endrec>
"*","1002","Parameter is incorrect.","TP40226"<endrec>
"*","6137","The rule profile does not exist, or does not belong to the current identity.","TP40229"<endrec>
"*","2116","The identity is not suspended by Customer Care.","TP40251"<endrec>
"*","TP40260","The MSISDN entered does not belong to a till.","TP40260"<endrec>
"*","6134","There is an ongoing task when the task is initiated.","TP40266"<endrec>
"*","2052","KYC field invalid.","TP40281"<endrec>
"*","2051","MSISDN invalid.","TP40288"<endrec>
"*","2009","The transaction cannot be reversed.","TP40298"<endrec>
"*","2009","The transaction cannot be reversed.","TP40302"<endrec>
"*","2009","The transaction cannot be reversed.","TP40303"<endrec>
"*","2009","The transaction cannot be reversed.","TP40306"<endrec>
"*","2001","Initiator does not have the permission for subscription.","TP40307"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20000"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20001"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20002"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20003"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20004"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20005"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20006"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20007"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20008"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20009"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20010"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20011"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20012"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20013"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20014"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20015"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20016"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20017"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20018"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20019"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20020"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20021"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20022"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20023"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20024"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20025"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20026"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20027"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20028"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20029"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20030"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20031"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20032"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20033"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20034"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20035"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20036"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20037"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20038"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20039"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20040"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20041"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20042"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20043"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20044"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20045"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20046"<endrec>
