DIRECTION,FACTOR_CODE,FACTOR_VALUE,FACTOR_VALUE_SEQ,LOAD_DATA_TS,REASON_UNIQUE_ID,SERVICE_ROLE_TYPE,STATEMENT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"C","10000","1000","","","937258771","2","Funds received from {DebitParty} with ID 2 factor auth"<endrec>
"C","10000","5000","","","937258773","2","Merchant Transfer from Merchant Account to Working Account via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937258785","2","Send Money to Unregistered User via Web by {Initiator}"<endrec>
"C","10000","5000","","","937258788","2",""<endrec>
"C","10000","1000","","","937258789","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10000","5000","","","937258798","2","Redistribution of Float from {DebitParty} via Web by {Initiator}"<endrec>
"C","10000","5000","","","937258810","2","Funds received from {DebitParty}"<endrec>
"C","10000","5000","","","937258815","3","Merchant Transfer from Working Account to Merchant Account via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937258817","2","Group Savings Deposit From {DebitParty}"<endrec>
"C","10000","7000","","","937258822","3","Group FSI Withdraw"<endrec>
"C","10000","8000","","","937259686","2","Customer FX Buy First"<endrec>
"C","10000","8000","","","937259688","2","Customer FX Buy First Indirect"<endrec>
"C","10000","8000","","","937259689","2","Customer FX Payment First without authorisation"<endrec>
"C","10000","8000","","","937259690","2","Customer FX Payment First without authorisation Indirect"<endrec>
"C","10000","8000","","","937259691","2","Customer FX Sell First"<endrec>
"C","10000","8000","","","937259692","2","Customer FX Sell First Indirect"<endrec>
"C","10000","1000","","","937259693","2","Customer FX Sell Second"<endrec>
"C","10000","1000","","","937259694","2","Customer FX Sell Second Indirect"<endrec>
"C","10000","7000","","","937260695","3","Group FSI Withdraw"<endrec>
"C","10000","7000","","","937260696","3","Group FSI Withdraw"<endrec>
"C","10000","7000","","","937260698","3","Group FSI Withdraw"<endrec>
"C","10000","5000","","","937260706","2",""<endrec>
"C","10000","8000","","","937260721","2","MMF Organisation Deposit of Funds"<endrec>
"C","10000","8000","","","937260722","2","Transfer from Withdrawal Holding Account to M-PESA Control Account"<endrec>
"C","10000","8000","","","937260723","2","Organisation FX Buy First"<endrec>
"C","10000","5000","","","937260724","2","Organisation FX Sell Second"<endrec>
"C","10000","8000","","","937260725","2","Organisation FX Buy First Indirect"<endrec>
"C","10000","8000","","","937260726","2","Organisation FX Sell First"<endrec>
"C","10000","8000","","","937260727","2","Organisation FX Sell First Indirect"<endrec>
"C","10000","5000","","","937260728","2","Organisation FX Sell Second Indirect"<endrec>
"C","10000","8000","","","937260729","2","Organisation FX Payment First without authorisation"<endrec>
"C","10000","8000","","","937260730","2","Organisation FX Payment First without authorisation Indirect"<endrec>
"C","10000","8000","","","937260736","2","Customer FX Buy First"<endrec>
"C","10000","5000","","","937260758","2","M-Shwari Loan Repayment From {DebitParty}"<endrec>
"C","10000","8000","","","937260764","2","Customer FX Buy First Indirect"<endrec>
"C","10000","8000","","","937260765","2","Customer FX Sell First"<endrec>
"C","10000","8000","","","937260766","2","Customer FX Sell First Indirect"<endrec>
"C","10000","1000","","","937260767","2","Customer FX Sell Second"<endrec>
"C","10000","1000","","","937260768","2","Customer FX Sell Second Indirect"<endrec>
"C","10000","8000","","","937260772","2","Organisation FX Buy First"<endrec>
"C","10000","8000","","","937260773","2","Organisation FX Buy First Indirect"<endrec>
"C","10000","8000","","","937260774","2","Organisation FX Sell First"<endrec>
"C","10000","8000","","","937260775","2","Organisation FX Sell First Indirect"<endrec>
"C","10000","5000","","","937260776","2","Organisation FX Sell Second"<endrec>
"C","10000","5000","","","937260777","2","Organisation FX Sell Second Indirect"<endrec>
"C","10000","-1","","","937260778","3","Full Reversal from {DebitParty} for Withdrawal at ATM"<endrec>
"C","10000","8000","","","937260779","2","Customer FX Buy First"<endrec>
"C","10000","8000","","","937260780","2","Customer FX Buy First Indirect"<endrec>
"C","10000","8000","","","937260781","2","Customer FX Sell First"<endrec>
"C","10000","8000","","","937260782","2","Customer FX Sell First Indirect"<endrec>
"C","10000","1000","","","937260783","2","Customer FX Sell Second"<endrec>
"C","10000","1000","","","937260784","2","Customer FX Sell Second Indirect"<endrec>
"C","10000","8000","","","937260785","2","Organisation FX Buy First"<endrec>
"C","10000","8000","","","937260786","2","Organisation FX Buy First Indirect"<endrec>
"C","10000","8000","","","937260787","2","Organisation FX Sell First"<endrec>
"C","10000","8000","","","937260788","2","Organisation FX Sell First Indirect"<endrec>
"C","10000","5000","","","937260789","2","Organisation FX Sell Second"<endrec>
"C","10000","5000","","","937260790","2","Organisation FX Sell Second Indirect"<endrec>
"C","10000","-1","","","937260793","3","Send Money reversal by {Initiator}"<endrec>
"C","10000","1000","","","937261701","2",""<endrec>
"C","10000","1000","","","937261703","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10000","8000","","","937261712","2","MMF Organization settle V.A.T Paid Account from WorkinSettlementg Account"<endrec>
"C","10000","8000","","","937261714","2","MMF Organization settle V.A.T Paid Account from Settlement Account"<endrec>
"C","10000","5000","","","937261716","2","Organization Redeem Business Deposit Voucher"<endrec>
"C","10000","1000","","","937262715","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10000","1000","","","937262738","2","Send Money to Unregistered User via Web by {Initiator}"<endrec>
"C","10000","5000","","","937262764","2","OTC Bills Payment {Initiator}"<endrec>
"C","10000","5000","","","937262771","2","Customer Buy Goods"<endrec>
"C","10000","1000","","","937262777","2","BICS IMT Request Validate"<endrec>
"C","10000","1000","","","937262778","2","BICS IMT Request Validate"<endrec>
"C","10000","-1","","","937262779","3","Business Pay Bill Reversal from {DebitParty} by {Initiator}"<endrec>
"C","10000","1000","","","937262785","2",""<endrec>
"C","10000","1000","","","937262787","3","M-Shwari Withdraw"<endrec>
"C","10000","5000","","","937262789","2","Transfer from Float Instance"<endrec>
"C","10000","1000","","","937262791","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937262835","2","Redistribution of Float from {DebitParty} by {Initiator}"<endrec>
"C","10000","5000","","","937262836","2","Redistribution of Float from {DebitParty} by {Initiator}"<endrec>
"C","10000","5000","","","937262837","2","Redistribution of Float from {DebitParty} by {Initiator}"<endrec>
"C","10000","5000","","","937262854","2","M-Shwari Deposit From {DebitParty}"<endrec>
"C","10000","1000","","","937262867","2","loyalty points from {DebitParty}"<endrec>
"C","10000","1000","","","937262868","2","BICS International Transfer From {DebitParty}"<endrec>
"C","10000","5000","","","937262898","3","Loyalty point redeem to {DebitParty}"<endrec>
"C","10000","5000","","","937262899","3","Loyalty point redeem to {DebitParty}"<endrec>
"C","10000","5000","","","937262900","3","Loyalty point redeem to {DebitParty}"<endrec>
"C","10000","8000","","","937262901","3","Loyalty point redeem to {DebitParty}"<endrec>
"C","10000","5000","","","937262903","2","OTC Bills Payment {Initiator}"<endrec>
"C","10000","1000","","","937263683","2","Customer FX Sell Second"<endrec>
"C","10000","1000","","","937263689","2",""<endrec>
"C","10000","1000","","","937263695","2","Customer FX Sell Second"<endrec>
"C","10000","1000","","","937263696","2","Customer FX Sell Second"<endrec>
"C","10000","8000","","","937263697","2","Customer FX Buy First"<endrec>
"C","10000","8000","","","937263708","3","Loyalty point redeem to {DebitParty}"<endrec>
"C","10000","8000","","","937263713","2","Loyalty point redeem to {DebitParty}"<endrec>
"C","10000","8000","","","937263716","2","Loyalty point redeem to {DebitParty}"<endrec>
"C","10000","8000","","","937263720","2","Loyalty point redeem to {DebitParty}"<endrec>
"C","10000","8000","","","937263721","2","Loyalty point redeem to {DebitParty}"<endrec>
"C","10000","5000","","","937263725","2","{Initiator}{Initiator}"<endrec>
"C","10000","1000","","","937263727","2",""<endrec>
"C","10000","1000","","","937263728","2",""<endrec>
"C","10000","1000","","","937263732","2",""<endrec>
"C","10000","7000","","","937263733","2",""<endrec>
"C","10000","5000","","","937263734","2",""<endrec>
"C","10000","1000","","","937263735","2",""<endrec>
"C","10000","7000","","","937263736","2",""<endrec>
"C","10000","5000","","","937263737","2",""<endrec>
"C","10000","1000","","","937263738","2",""<endrec>
"C","10000","7000","","","937263739","2",""<endrec>
"C","10000","7000","","","937263740","2",""<endrec>
"C","10000","1000","","","937263741","2",""<endrec>
"C","10000","5000","","","937263742","2",""<endrec>
"C","10000","5000","","","937264683","2","{Initiator}{Initiator}"<endrec>
"C","10000","1000","","","937264684","2",""<endrec>
"C","10000","1000","","","937264688","2",""<endrec>
"C","10000","1000","","","937264689","2",""<endrec>
"C","10000","7000","","","937264690","2",""<endrec>
"C","10000","7000","","","937264691","2",""<endrec>
"C","10000","5000","","","937264692","2",""<endrec>
"C","10000","7000","","","937264708","2","loyalty points from {DebitParty}"<endrec>
"C","10000","5000","","","937264709","2","loyalty points from {DebitParty}"<endrec>
"C","10000","5000","","","937264710","2","Customer Buy Goods received from {DebitParty}"<endrec>
"C","10000","5000","","","937265685","2","IMT Quote Request Received"<endrec>
"C","10000","5000","","","937265692","2","OTC Bills Payment {Initiator}"<endrec>
"C","10000","5000","","","937265696","2","OTC Bills Payment {Initiator}"<endrec>
"C","10000","8000","","","937265697","2","Commission Clawback"<endrec>
"C","10000","5000","","","937265704","2","OTC Bills Payment {Initiator}"<endrec>
"C","10000","5000","","","937265706","2","OTC Bills Payment {Initiator}"<endrec>
"C","10000","5000","","","937265745","2","IMT Quote Request Received"<endrec>
"C","10000","1000","","","937265753","2","Multiple Account Funds Transfer Cr"<endrec>
"C","10000","1000","","","937265754","2","Multiple Account Funds Transfer Cr"<endrec>
"C","10000","5000","","","937265760","2","Transfer from Float Instance"<endrec>
"C","10000","5000","","","937265761","2","Transfer from Float Instance"<endrec>
"C","10000","5000","","","937265764","2","Transfer from Float Instance"<endrec>
"C","10000","5000","","","937265765","2",""<endrec>
"C","10000","5000","","","937265766","2",""<endrec>
"C","10000","5000","","","937265767","2",""<endrec>
"C","10000","5000","","","937265769","2","OTC Bills Payment {Initiator}"<endrec>
"C","10000","5000","","","937266792","2","Customer Buy Goods"<endrec>
"C","10000","5000","","","937267809","2","Transfer from Float A/C to Working A/C"<endrec>
"C","10000","5000","","","937267810","2","Transfer from Working A/C to Float A/C"<endrec>
"C","10000","5000","","","937267813","2","Transfer from Float A/C to Working A/C"<endrec>
"C","10000","5000","","","937268798","2","IMT Quote Request Received"<endrec>
"C","10000","5000","","","937268802","2","Transfer from Float A/C to Working A/C"<endrec>
"C","10000","5000","","","937268803","2","Transfer from Float A/C to Working A/C"<endrec>
"C","10000","5000","","","937268805","2","{Initiator}{Initiator}"<endrec>
"C","10000","5000","","","937268807","2","{Initiator}{Initiator}"<endrec>
"C","10000","1000","","","937268810","2",""<endrec>
"C","10000","5000","","","937268811","2","{Initiator}{Initiator}"<endrec>
"C","10000","5000","","","937268813","2","{Initiator}{Initiator}"<endrec>
"C","10000","5000","","","937268815","2",""<endrec>
"C","10000","5000","","","937269820","2","Funds Transfer from Utility Account to Working Account"<endrec>
"C","10000","5000","","","937270821","2","Customer Airtime Purchase by {DebitParty}"<endrec>
"C","10000","5000","","","937270825","2","Customer Airtime Purchase by {DebitParty}"<endrec>
"C","10000","1000","","","937270826","2",""<endrec>
"C","10000","5000","","","937270828","2","Customer Airtime Purchase by {DebitParty}"<endrec>
"C","10000","1000","","","937270829","2",""<endrec>
"C","10000","1000","","","937270832","2","Deposit of Funds at Agent Till {DebitParty} by {Initiator}"<endrec>
"C","10000","1000","","","937273822","2","Funds received from {DebitParty}"<endrec>
"C","10000","5000","","","937273835","2","FSI Group Loan Repayment From {DebitParty}"<endrec>
"C","10000","1000","","","937273836","2","Send Money to Unregistered User via Web by {Initiator}"<endrec>
"C","10000","5000","","","937273837","2","FSI Group Loan Repayment From {DebitParty}"<endrec>
"C","10000","7000","","","937273841","2","FSI Group Final Payout"<endrec>
"C","10000","5000","","","937273847","2","Business Pay Bill by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937273849","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937275821","2","Business Buy Goods by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937275823","2","Business Buy Goods by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937275826","3","Group {DebitParty} withdrawal at ATM by {Initiator}"<endrec>
"C","10000","5000","","","937276823","2","Customer Buy Goods"<endrec>
"C","10000","5000","","","937276824","2","{Initiator}{Initiator}"<endrec>
"C","10000","5000","","","937276830","2","Org buy airtime for customer {Remark}"<endrec>
"C","10000","1000","","","937277818","2","Deposit of Funds at Agent Till {DebitParty} by {Initiator}"<endrec>
"C","10000","5000","","","937277823","2",""<endrec>
"C","10000","5000","","","937278824","2","Customer Buy Goods"<endrec>
"C","10000","1000","","","937278844","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10000","5000","","","937278849","2","Merchant Payment from {DebitParty} via Web by {Initiator}"<endrec>
"C","10000","1000","","","937279821","2",""<endrec>
"C","10000","1000","","","937279823","2",""<endrec>
"C","10000","5000","","","937279832","2","Customer Buy Goods received from {DebitParty}"<endrec>
"C","10000","1000","","","937279838","2",""<endrec>
"C","10000","5000","","","937279842","2","Customer Buy Goods received from {DebitParty}"<endrec>
"C","10000","5000","","","937279850","2","Business Buy Goods by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937279851","2","Business Buy Goods by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937279854","2","Business Buy Goods by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937279869","2","Business Buy Goods by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937279870","2",""<endrec>
"C","10000","1000","","","937279873","2","loyalty points from {DebitParty}"<endrec>
"C","10000","5000","","","937279878","2","Customer Buy Goods"<endrec>
"C","10000","8000","","","937279882","2",""<endrec>
"C","10000","8000","","","937279883","2",""<endrec>
"C","10000","1000","","","937279884","2",""<endrec>
"C","10000","1000","","","937279885","2",""<endrec>
"C","10000","8000","","","937279887","2",""<endrec>
"C","10000","1000","","","937279888","2",""<endrec>
"C","10000","8000","","","937279889","2",""<endrec>
"C","10000","8000","","","937279891","2",""<endrec>
"C","10000","1000","","","937279892","2",""<endrec>
"C","10000","-1","","","937279893","3","Customer Transfer Reversal by {Initiator}"<endrec>
"C","10000","1000","","","937279901","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937279903","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937279915","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937279918","3","M-Shwari Loan Request"<endrec>
"C","10000","1000","","","937279920","3","M-Shwari Loan Request"<endrec>
"C","10000","1000","","","937279921","3","M-Shwari Loan Disburse"<endrec>
"C","10000","1000","","","937279929","2",""<endrec>
"C","10000","1000","","","937279932","2",""<endrec>
"C","10000","1000","","","937279933","2",""<endrec>
"C","10000","1000","","","937279934","2",""<endrec>
"C","10000","1000","","","937279935","2",""<endrec>
"C","10000","5000","","","937279936","2",""<endrec>
"C","10000","5000","","","937279937","2",""<endrec>
"C","10000","5000","","","937279938","2",""<endrec>
"C","10000","5000","","","937279939","2",""<endrec>
"C","10000","5000","","","937279940","2",""<endrec>
"C","10000","7000","","","937279942","2",""<endrec>
"C","10000","1000","","","937279948","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937279960","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937279974","2","Customer Buy Goods"<endrec>
"C","10000","5000","","","937279975","2","Customer Buy Goods"<endrec>
"C","10000","5000","","","937279976","2","Customer Buy Goods"<endrec>
"C","10000","1000","","","937279981","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10000","1000","","","937279993","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937279994","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937279996","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937279997","2","Funds received from {DebitParty}"<endrec>
"C","10000","5000","","","937280000","2","Pay Bill Online from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","8000","","","937280004","2","Group FX Buy First"<endrec>
"C","10000","8000","","","937280005","2","Group FX Buy First Indirect"<endrec>
"C","10000","8000","","","937280006","2","Group FX Payment First without authorisation"<endrec>
"C","10000","8000","","","937280007","2","Group FX Payment First without authorisation Indirect"<endrec>
"C","10000","8000","","","937280008","2","Group FX Sell First"<endrec>
"C","10000","8000","","","937280009","2","Group FX Sell First Indirect"<endrec>
"C","10000","7000","","","937280010","2","Group FX Sell Second"<endrec>
"C","10000","7000","","","937280011","2","Group FX Sell Second Indirect"<endrec>
"C","10000","5000","","","937280015","2","Two Part Buy Goods"<endrec>
"C","10000","5000","","","937280018","2","Two Part Buy Goods"<endrec>
"C","10000","5000","","","937280819","3","Merchant Transfer from Merchant Account to Working Account"<endrec>
"C","10000","1000","","","937280838","2","loyalty points from {DebitParty}"<endrec>
"C","10000","-1","","","937281820","3","Commission Transaction Reversal"<endrec>
"C","10000","8000","","","937281822","2","Group FX Buy First"<endrec>
"C","10000","8000","","","937281823","2","Group FX Buy First"<endrec>
"C","10000","8000","","","937281824","2","Group FX Buy First"<endrec>
"C","10000","8000","","","937281825","2","Group FX Buy First"<endrec>
"C","10000","5000","","","937281841","2",""<endrec>
"C","10000","5000","","","937281842","2","Two Part Buy Goods"<endrec>
"C","10000","1000","","","937281843","2",""<endrec>
"C","10000","1000","","","937281844","2",""<endrec>
"C","10000","5000","","","937281845","3",""<endrec>
"C","10000","5000","","","937281854","2","Two Part Buy Goods"<endrec>
"C","10000","5000","","","937281859","2","Business Buy Goods by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937281862","2","loyalty points from {DebitParty}"<endrec>
"C","10000","7000","","","937281863","2","loyalty points from {DebitParty}"<endrec>
"C","10000","5000","","","937281864","2","loyalty points from {DebitParty}"<endrec>
"C","10000","5000","","","937281866","2","Customer Airtime Purchase by {DebitParty} with loyalty"<endrec>
"C","10000","5000","","","937281874","2","Two Part Buy Goods"<endrec>
"C","10000","5000","","","937281875","2","Business Pay Bill by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937281878","2","Two Part Buy Goods"<endrec>
"C","10000","1000","","","937281880","2",""<endrec>
"C","10000","5000","","","937281892","2","Two Part Buy Goods"<endrec>
"C","10000","5000","","","937281893","2","Two Part Buy Goods"<endrec>
"C","10000","5000","","","937281900","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","1000","","","937281915","2",""<endrec>
"C","10000","1000","","","937281916","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10000","1000","","","937281920","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10000","1000","","","937281927","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10000","5000","","","937281930","2","M-Shwari Loan Repayment From Savings From {DebitParty}"<endrec>
"C","10000","5000","","","937281932","2","M-Shwari Loan Repayment From Savings From {DebitParty}"<endrec>
"C","10000","5000","","","937281933","2","M-Shwari Loan Repayment From Savings From {DebitParty}"<endrec>
"C","10000","5000","","","937281934","2","M-Shwari Loan Repayment From Savings From {DebitParty}"<endrec>
"C","10000","5000","","","937281936","2","Two Part Buy Goods"<endrec>
"C","10000","5000","","","937281937","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","5000","","","937281955","2","Business Withdrawal of Funds by {DebitParty}"<endrec>
"C","10000","5000","","","937284823","2","Customer Airtime Purchase by {DebitParty}"<endrec>
"C","10000","5000","","","937284824","2","Transfer from Float Instance"<endrec>
"C","10000","1000","","","937284825","2","Funds received from {DebitParty}"<endrec>
"C","10000","5000","","","937284827","2",""<endrec>
"C","10000","1000","","","937284828","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937284831","2","Transfer from Float Instance"<endrec>
"C","10000","5000","","","937284833","2","Transfer from Float Instance"<endrec>
"C","10000","1000","","","937284835","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937284848","3","Withdrawal at ATM by {DebitParty}"<endrec>
"C","10000","5000","","","937284849","2","ATM Withdrawal by {CreditParty}"<endrec>
"C","10000","5000","","","937284852","2",""<endrec>
"C","10000","5000","","","937284854","2",""<endrec>
"C","10000","5000","","","937285819","2","Organization Transfer from MMF Account to Float Account via Web by {Initiator}"<endrec>
"C","10000","5000","","","937285821","3",""<endrec>
"C","10000","8000","","","937285822","2","Customer FX Buy First"<endrec>
"C","10000","8000","","","937285823","2","Customer FX Buy First"<endrec>
"C","10000","8000","","","937285824","2","Customer FX Buy First"<endrec>
"C","10000","8000","","","937285825","2","Customer FX Buy First"<endrec>
"C","10000","8000","","","937285826","2","Customer FX Buy First"<endrec>
"C","10000","8000","","","937285827","2","Customer FX Buy First"<endrec>
"C","10000","8000","","","937285828","2","Customer FX Buy First"<endrec>
"C","10000","8000","","","937285832","2","Customer FX Buy First"<endrec>
"C","10000","8000","","","937285837","2","Customer FX Buy First"<endrec>
"C","10000","8000","","","937285838","2","Customer FX Buy First Indirect"<endrec>
"C","10000","8000","","","937285839","2","Customer FX Buy First"<endrec>
"C","10000","1000","","","937285842","2",""<endrec>
"C","10000","5000","","","937285844","2","Business Buy Goods by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937285845","2","Business Buy Goods by {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937285846","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937285847","2","Funds received from {DebitParty}"<endrec>
"C","10000","5000","","","937286818","2","Two Part Buy Goods"<endrec>
"C","10000","5000","","","937286820","3",""<endrec>
"C","10000","5000","","","937287819","2",""<endrec>
"C","10000","8000","","","937287822","2","Customer FX Buy First"<endrec>
"C","10000","8000","","","937287823","2","Customer FX Buy First"<endrec>
"C","10000","8000","","","937287824","2","Customer FX Buy First"<endrec>
"C","10000","8000","","","937287825","2","Customer FX Buy First"<endrec>
"C","10000","1000","","","937287826","2","Send Money to Unregistered User via Web by {Initiator}"<endrec>
"C","10000","5000","","","937287828","2","Business Deposit of Funds from {DebitParty} at Agent Till"<endrec>
"C","10000","1000","","","937287829","2","Funds received from {DebitParty}"<endrec>
"C","10000","5000","","","937287831","2","Merchant Payment Online from {DebitParty}"<endrec>
"C","10000","5000","","","937287832","2","Merchant Payment Online from {DebitParty}"<endrec>
"C","10000","5000","","","937287833","2","Merchant Payment Online from {DebitParty}"<endrec>
"C","10000","5000","","","937287834","2","Business Withdrawal of Funds by {DebitParty}"<endrec>
"C","10000","5000","","","937287835","2","OTC Bills Payment {Initiator}"<endrec>
"C","10000","5000","","","937287836","2","Org buy airtime for customer {Remark}"<endrec>
"C","10000","5000","","","937287837","2","Org buy airtime for customer {Remark}"<endrec>
"C","10000","5000","","","937287838","2","Org buy airtime for customer {Remark}"<endrec>
"C","10000","5000","","","937287839","2","Org buy airtime for customer {Remark}"<endrec>
"C","10000","1000","","","937287841","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937287842","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937287843","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937287844","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937287845","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937287846","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937287847","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937287848","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937287854","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937287855","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937287856","2","Funds received from {DebitParty}"<endrec>
"C","10000","5000","","","937287858","2","Org buy airtime for customer {Remark}"<endrec>
"C","10000","1000","","","937287859","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937287860","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937287861","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937287862","2","Promotion Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937287863","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937287864","2","Funds received from {DebitParty}"<endrec>
"C","10000","5000","","","937287865","2",""<endrec>
"C","10000","5000","","","937287866","2","Business Deposit of Funds from {DebitParty} at Agent Till"<endrec>
"C","10000","5000","","","937287867","2","Org buy airtime for customer {Remark}"<endrec>
"C","10000","5000","","","937288818","2",""<endrec>
"C","10000","1000","","","937288819","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937288821","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937288822","2","Business Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937288823","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937288824","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","1000","","","937288825","2","Salary Payment from {DebitParty} via API"<endrec>
"C","10000","5000","","","937288826","2",""<endrec>
"C","10000","5000","","","937288827","2","Business Deposit of Funds from {DebitParty} at Agent Till"<endrec>
"C","10000","1000","","","937288828","2","Deposit of Funds at Agent Till {DebitParty} by {Initiator}"<endrec>
"C","10000","1000","","","937288829","2","Funds received from {DebitParty}"<endrec>
"C","10000","5000","","","937289822","2",""<endrec>
"C","10000","1000","","","937289824","2","Deposit of Funds at Agent Till {DebitParty} by {Initiator}"<endrec>
"C","10000","5000","","","937289827","2","Business Deposit of Funds from {DebitParty} via Web by {Initiator}"<endrec>
"C","10000","1000","","","937289828","2",""<endrec>
"C","10000","1000","","","937289829","2",""<endrec>
"C","10000","1000","","","937289833","2","Funds received from {DebitParty} with ID 2 factor auth"<endrec>
"C","10000","1000","","","937290819","2",""<endrec>
"C","10000","1000","","","937290820","2","Deposit of Funds at Agent Till {DebitParty} by {Initiator}"<endrec>
"C","10000","5000","","","937290822","2","Business Deposit of Funds from {DebitParty} at Agent Till"<endrec>
"C","10000","5000","","","937290823","2","Business Deposit of Funds from {DebitParty} at Agent Till"<endrec>
"C","10000","5000","","","937290824","2","Business Deposit of Funds from {DebitParty} at Agent Till"<endrec>
"C","10000","5000","","","937290825","2","Business Deposit of Funds from {DebitParty} at Agent Till"<endrec>
"C","10000","5000","","","937290827","2","Customer Airtime Purchase by {DebitParty}"<endrec>
"C","10000","1000","","","937290828","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937290829","2","Funds received from {DebitParty}"<endrec>
"C","10000","5000","","","937290832","2","Customer Airtime Purchase by {DebitParty}"<endrec>
"C","10000","-1","","","937290835","3","Reversal of Group P2G Transfer"<endrec>
"C","10000","7000","","","937290837","2",""<endrec>
"C","10000","1000","","","937290838","2","Funds received from {DebitParty}"<endrec>
"C","10000","7000","","","937290839","2",""<endrec>
"C","10000","1000","","","937290841","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937290842","2","Redistribution of Float from {DebitParty} via Web by {Initiator}"<endrec>
"C","10000","5000","","","937290844","2",""<endrec>
"C","10000","5000","","","937290846","2",""<endrec>
"C","10000","1000","","","937290848","2",""<endrec>
"C","10000","5000","","","937293823","2",""<endrec>
"C","10000","7000","","","937294819","2","Transfer funds to Group Account"<endrec>
"C","10000","5000","","","937294825","2","Merchant Payment from {DebitParty}"<endrec>
"C","10000","1000","","","937294832","2","Interest payment from {DebitParty}"<endrec>
"C","10000","1000","","","937297820","2",""<endrec>
"C","10000","-1","","","937297842","3","Customer Transfer Reversal by {Initiator}"<endrec>
