EXPRESSION_CODE,EXPRESSION_ID,EXPRESSION_MODE,EXPRESSION_TEXT,EXPRESSION_VERSION,SCENE_CODE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             <endrec>
"","10489","S","if((Transaction.Amount > 500) && (Transaction.Amount < 1100)) return true; else return false;","0","Charge"<endrec>
"","10490","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) == 7)) return true; else return false;","0","Charge"<endrec>
"","10491","S","if((Transaction.TransactionType == 20020)) return true; else return false;","0","Charge"<endrec>
"","10492","S","if((Transaction.Amount > 500) && (Transaction.Amount < 1100)) return true; else return false;","0","Charge"<endrec>
"","10493","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) == 8)) return true; else return false;","0","Charge"<endrec>
"","10494","S","if((Transaction.ReasonType == 10000119) && (Transaction.Currency == ""TZS"")) return true; else return false;","0","Charge"<endrec>
"","10495","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10496","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) == 5)) return true; else return false;","0","Charge"<endrec>
"","10497","S","if((Initiator.MSISDN == ""40720936384"")) return true; else return false;","0","Charge"<endrec>
"","10498","S","if((Transaction.ReasonType == 10000119) && (Transaction.Currency == ""TZS"")) return true; else return false;","0","Charge"<endrec>
"","10499","S","if((Transaction.ReasonType == 10000119) && (Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","105","C","datetime dateVar =sysdate();  string year=fmtTime(dateVar, ""yyyy"");return year+BankStatement.EntryDate;","0","BankStatement"<endrec>
"","10500","C","if((Transaction.InitiatedTime >= todate(""9:00:00"",""HH:mm:ss"")) && (Transaction.InitiatedTime <= todate(""12:00:00"",""HH:mm:ss"")))
    return true;
else
    return false;","0","Charge"<endrec>
"","10501","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) >= 35)) return true; else return false;","0","Charge"<endrec>
"","10502","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10503","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) >= 37)) return true; else return false;","0","Charge"<endrec>
"","10504","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10505","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) >= 37) && (Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","10506","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10507","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) >= 37) && (Transaction.InitiatedTime >= todate(""29-10-2015 12:03:00"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","10508","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10509","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) >= 43)) return true; else return false;","0","Charge"<endrec>
"","10510","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10511","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) >= 43)) return true; else return false;","0","Charge"<endrec>
"","10512","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10513","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) == 5)) return true; else return false;","0","Charge"<endrec>
"","10514","S","if((Initiator.MSISDN == ""40720936384"")) return true; else return false;","0","Charge"<endrec>
"","10515","S","if((Transaction.ReasonType == 10000119) && (Transaction.Currency == ""TZS"")) return true; else return false;","0","Charge"<endrec>
"","10516","S","if((Transaction.ReasonType == 10000119) && (Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","10517","C","if((Transaction.InitiatedTime.hour >= 02) && (Transaction.InitiatedTime.hour <= 10))
    return true;
else
    return false;","0","Charge"<endrec>
"","10518","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) == 5)) return true; else return false;","0","Charge"<endrec>
"","10519","S","if((Initiator.MSISDN == ""40720936384"")) return true; else return false;","0","Charge"<endrec>
"","10520","S","if((Transaction.ReasonType == 10000119) && (Transaction.Currency == ""TZS"")) return true; else return false;","0","Charge"<endrec>
"","10521","S","if((Transaction.ReasonType == 10000119) && (Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","10522","C","if((Transaction.InitiatedTime.hour >= 03) && (Transaction.InitiatedTime.hour <= 10))
    return true;
else
    return false;","0","Charge"<endrec>
"","10523","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) >= 44)) return true; else return false;","0","Charge"<endrec>
"","10524","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) == 43)) return true; else return false;","0","Charge"<endrec>
"","10525","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10526","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) >= 45)) return true; else return false;","0","Charge"<endrec>
"","10527","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10532","S","if((Transaction.InitiatedTime >= todate(""30-10-2015 12:03:00"",""dd-MM-yyyy HH:mm:ss"")) && (Transaction.InitiatedTime <= todate(""30-10-2015 23:59:59"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","10533","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10534","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) == 5)) return true; else return false;","0","Charge"<endrec>
"","10535","S","if((Initiator.MSISDN == ""40720936384"")) return true; else return false;","0","Charge"<endrec>
"","10536","S","if((Transaction.ReasonType == 10000119) && (Transaction.Currency == ""TZS"")) return true; else return false;","0","Charge"<endrec>
"","10537","S","if((Transaction.ReasonType == 10000119) && (Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","10538","C","if((Transaction.InitiatedTime.hour >= 03) && (Transaction.InitiatedTime.hour <= 18))
    return true;
else
    return false;","0","Charge"<endrec>
"","10539","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) == 5)) return true; else return false;","0","Charge"<endrec>
"","10540","S","if((Initiator.MSISDN == ""40720936384"")) return true; else return false;","0","Charge"<endrec>
"","10541","S","if((Transaction.ReasonType == 10000119) && (Transaction.Currency == ""TZS"")) return true; else return false;","0","Charge"<endrec>
"","10542","S","if((Transaction.ReasonType == 10000119) && (Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","10543","C","if((Transaction.InitiatedTime.hour >= 03) && (Transaction.InitiatedTime.hour <= 18))
    return true;
else
    return false;","0","Charge"<endrec>
"","10544","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) == 5)) return true; else return false;","0","Charge"<endrec>
"","10545","S","if((Initiator.MSISDN == ""40720936384"")) return true; else return false;","0","Charge"<endrec>
"","10546","S","if((Transaction.ReasonType == 10000119) && (Transaction.Currency == ""TZS"")) return true; else return false;","0","Charge"<endrec>
"","10547","S","if((Transaction.ReasonType == 10000119) && (Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","10548","C","if((Transaction.InitiatedTime.hour >= 03) && (Transaction.InitiatedTime.hour <= 12))
    return true;
else
    return false;","0","Charge"<endrec>
"","10549","S","if((Transaction.Amount <= 10) && (Transaction.TransactionType == 20020)) return true; else return false;","0","Accumulator"<endrec>
"","10550","S","if((Transaction.ReasonType == 10000054)) return true; else return false;","0","Charge"<endrec>
"","10551","S","if((Transaction.Amount == 50) && (Transaction.ReasonType == 10000119)) return true; else return false;","0","Charge"<endrec>
"","10552","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10553","S","if((Transaction.Amount == 5000) && (Transaction.ReasonType == 10000119)) return true; else return false;","0","Charge"<endrec>
"","10554","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10555","S","if((Initiator.IdentityType == 1000) && (Credit.TrustLevel == 4)) return true; else return false;","0","Charge"<endrec>
"","10556","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10558","S","if((Initiator.RegisteredDate > todate(""01-09-2015 16:49:07"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","10559","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10560","S","if((Transaction.Amount == 49)) return true; else return false;","0","Charge"<endrec>
"","10561","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10562","S","if((Credit.TrustLevel == 2)) return true; else return false;","0","Charge"<endrec>
"","10563","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10564","S","if((Credit.TrustLevel == 2)) return true; else return false;","0","Charge"<endrec>
"","10565","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10566","S","if((Action.ReasonType == 10000325) && (Action.InitiatedTime < todate(""07-11-2015 10:53:20"",""dd-MM-yyyy HH:mm:ss"")) && (Receiver.MSISDN == ""40720011095"") && (Initiator.Birthday == todate(""06-08-1992"", ""dd-MM-yyyy""))) return true; else return false;","0","Charge"<endrec>
"","10567","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10578","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) >= 53)) return true; else return false;","0","Charge"<endrec>
"","10579","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10580","S","if((GetAccuInContext(Transaction.Context, 2, ""SendmoneyDynamic"", 0) >= 54)) return true; else return false;","0","Charge"<endrec>
"","10581","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10588","S","if((GetAccuInContext(Transaction.Context, 2, ""DynamicSendMoney"", 0) >= 1L)) return true; else return false;","0","Charge"<endrec>
"","10589","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","106","C","if(BankStatement.DebitCredit==""D"" || BankStatement.DebitCredit==""C"")return true; else return false;","0","BankStatement"<endrec>
"","10600","S","if((GetAccuInContext(Transaction.Context, 2, ""DynamicSendMoney"", 0) >= 2L)) return true; else return false;","0","Charge"<endrec>
"","10601","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10612","S","if((GetAccuInContext(Transaction.Context, 2, ""DynamicSendMoney"", 0) >= 11L)) return true; else return false;","0","Charge"<endrec>
"","10613","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10615","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10616","S","if((GetAccuInContext(Transaction.Context, 2, ""DynamicSendMoney"", 0) >= 11L) && (Debit.RegisteredDate > todate(""23-11-2015 00:00:00"",""dd-MM-yyyy HH:mm:ss"")) && (Debit.RegisteredDate < todate(""23-12-2015 23:59:59"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","10617","S","if((GetAccuInContext(Transaction.Context, 2, ""DynamicSendMoney"", 0) >= 1L) && (Debit.RegisteredDate > todate(""23-11-2015 00:00:00"",""dd-MM-yyyy HH:mm:ss"")) && (Debit.RegisteredDate < todate(""23-12-2015 23:59:59"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","10618","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10619","S","if((GetAccuInContext(Transaction.Context, 2, ""DynamicSendMoney"", 0) >= 1L) && (Debit.RegisteredDate > todate(""23-11-2015 00:00:00"",""dd-MM-yyyy HH:mm:ss"")) && (Debit.RegisteredDate < todate(""23-12-2015 23:59:59"",""dd-MM-yyyy HH:mm:ss"")) && (Transaction.Amount < 110L)) return true; else return false;","0","Charge"<endrec>
"","10620","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10631","S","if((GetAccuInContext(Transaction.Context, 2, ""DynamicSendMoney"", 0) >= 1L) && (Debit.RegisteredDate > todate(""23-11-2015 00:00:00"",""dd-MM-yyyy HH:mm:ss"")) && (Debit.RegisteredDate < todate(""23-12-2015 23:59:59"",""dd-MM-yyyy HH:mm:ss"")) && (Transaction.Amount < 11000L)) return true; else return false;","0","Charge"<endrec>
"","10632","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10633","S","if((GetAccuInContext(Transaction.Context, 2, ""DynamicSendMoney"", 0) >= 1L) && (Debit.RegisteredDate > todate(""23-11-2015 00:00:00"",""dd-MM-yyyy HH:mm:ss"")) && (Debit.RegisteredDate < todate(""23-12-2015 23:59:59"",""dd-MM-yyyy HH:mm:ss"")) && (Transaction.Amount < 11000L)) return true; else return false;","0","Charge"<endrec>
"","10634","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10636","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10637","S","if((Transaction.Amount < 11000L) && (Debit.RegisteredDate.monthDiff(Transaction.InitiatedTime) <= 30) && (Debit.RegisteredDate.monthDiff(Action.InitiatedTime) <= 30)) return true; else return false;","0","Charge"<endrec>
"","10638","S","if((Transaction.Amount < 11000L) && (Debit.RegisteredDate.monthDiff(Transaction.InitiatedTime) <= 30)) return true; else return false;","0","Charge"<endrec>
"","10639","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10640","S","if((Transaction.Amount < 11000L) && (Debit.RegisteredDate.monthDiff(Transaction.InitiatedTime) < 30)) return true; else return false;","0","Charge"<endrec>
"","10641","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10642","S","if((Transaction.Amount < 11000L) && (Debit.RegisteredDate.dayDiff(Transaction.InitiatedTime) <= 30) && (Debit.RegisteredDate.dayDiff(Action.InitiatedTime) <= 30)) return true; else return false;","0","Charge"<endrec>
"","10643","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10644","C","if((BankStatement.Substring_1 == ""MPESA""))
    return true;
else
    return true;","1","BankStatement"<endrec>
"","10645","S","if((todate(""Debit.RegisteredDate"",""dd-MM-yyyy HH:mm:ss"").dayDiff(todate(""Transaction.InitiatedTime"",""dd-MM-yyyy HH:mm:ss"")) <= 30)) return true; else return false;","0","Charge"<endrec>
"","10646","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10657","S","if((Transaction.Amount > 40000L)) return true; else return false;","0","Charge"<endrec>
"","10658","S","if((todate(""Debit.RegisteredDate"",""dd-MM-yyyy HH:mm:ss"").dayDiff(todate(""Transaction.InitiatedTime"",""dd-MM-yyyy HH:mm:ss"")) <= 30)) return true; else return false;","0","Charge"<endrec>
"","10659","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10660","C","if((Transaction.InitiatedTime > Debit.RegisteredDate) && (Transaction.InitiatedTime <= adddays(Debit.RegisteredDate,30)))
return true;
else
return false;","0","Charge"<endrec>
"","10671","S","if((Transaction.InitiatedTime.dayDiff(Debit.RegisteredDate) <= 30)) return true; else return false;","0","Charge"<endrec>
"","10672","S","if((Initiator.MSISDN == ""40720936384"")) return true; else return false;","0","Charge"<endrec>
"","10673","S","if((Transaction.ReasonType == 10000119) && (Transaction.Currency == ""TZS"")) return true; else return false;","0","Charge"<endrec>
"","10674","S","if((Transaction.ReasonType == 10000119) && (Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","10675","C","if((Transaction.InitiatedTime.hour >= 03) && (Transaction.InitiatedTime.hour <= 12))
    return true;
else
    return false;","0","Charge"<endrec>
"","10676","S","if((Transaction.InitiatedTime.dayDiff(Debit.RegisteredDate) <= 30)) return true; else return false;","0","Charge"<endrec>
"","10677","S","if((Initiator.MSISDN == ""40720936384"")) return true; else return false;","0","Charge"<endrec>
"","10678","S","if((Transaction.ReasonType == 10000119) && (Transaction.Currency == ""TZS"")) return true; else return false;","0","Charge"<endrec>
"","10679","S","if((Transaction.ReasonType == 10000119) && (Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","10680","C","if((Transaction.InitiatedTime.hour >= 03) && (Transaction.InitiatedTime.hour <= 12))
    return true;
else
    return false;","0","Charge"<endrec>
"","10691","S","if((GetAccuInContext(Transaction.Context, 1, ""transactionamount"", 0) >= 320000L)) return true; else return false;","0","Charge"<endrec>
"","10692","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10693","C","if((Transaction.InitiatedTime > Debit.RegisteredDate) && (Transaction.InitiatedTime <= adddays(Debit.RegisteredDate,30)))
return true;
else
return false;","0","Charge"<endrec>
"","10694","S","if((GetAccuInContext(Transaction.Context, 2, ""DynamicSendMoney"", 0) >= 1L) && (Debit.RegisteredDate >= todate(""23-11-2015 00:00:00"",""dd-MM-yyyy HH:mm:ss"")) && (Debit.RegisteredDate <= todate(""23-12-2015 23:59:59"",""dd-MM-yyyy HH:mm:ss"")) && (Transaction.Amount < 11000L)) return true; else return false;","0","Charge"<endrec>
"","10695","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10696","C","if((Transaction.InitiatedTime > Debit.RegisteredDate) && (Transaction.InitiatedTime <= adddays(Debit.RegisteredDate,30)))
return true;
else
return false;","0","Charge"<endrec>
"","10697","S","if((GetAccuInContext(Transaction.Context, 2, ""DynamicSendMoney"", 0) >= 1L) && (Debit.RegisteredDate >= todate(""23-11-2015 00:00:00"",""dd-MM-yyyy HH:mm:ss"")) && (Debit.RegisteredDate <= todate(""23-12-2015 23:59:59"",""dd-MM-yyyy HH:mm:ss"")) && (Transaction.Amount < 11000L)) return true; else return false;","0","Charge"<endrec>
"","10698","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10699","C","if((Transaction.InitiatedTime > Debit.RegisteredDate) && (Transaction.InitiatedTime <= adddays(Debit.RegisteredDate,30)))
return true;
else
return false;","0","Charge"<endrec>
"","107","C","string reasonVar = BankStatement.ReasonType; string reasonType=reasonVar;int intVar = indexof(reasonVar, ""/"", 0); if(intVar>0)reasonType=substr(reasonVar, 0, intVar);if((reasonType == ""Bank Charge"")) return ""10000128""; else if((reasonType == ""Transfer from Withdrawals Holding Account to M-PESA Control Account"")) return ""10000121""; else if((reasonType == ""Organization Deposit of Funds"")) return ""10000071""; else if((reasonType == ""SP Deposit of Funds"")) return ""10000374""; else if((reasonType == ""Control Account Transfer Via Web"")) return ""10000179""; else if((reasonType == ""Bank Interest"")) return ""10000143""; else if((reasonType == ""Auto Sweep"")) return ""10002626"";else if((reasonType == ""Organisation Withdrawal of Funds"")) return ""10000156"";else return """";","14","BankStatement"<endrec>
"","10701","S","if((Transaction.Amount > 1L)) return true; else return false;","0","Outbound"<endrec>
"","10702","S","if((Debit.MSISDN == ""12"")) return true; else return false;","0","Outbound"<endrec>
"","10713","S","if((Credit.City == ""pune"")) return true; else return false;","0","Charge"<endrec>
"","10714","S","if((Initiator.IdentityType == 1000) && (Credit.TrustLevel == 4)) return true; else return false;","0","Charge"<endrec>
"","10715","S","if((Transaction.ReasonType == 10002399L)) return true; else return false;","0","Charge"<endrec>
"","10716","S","if((Credit.City == ""pune"")) return true; else return false;","0","Charge"<endrec>
"","10717","S","if((Initiator.IdentityType == 1000) && (Credit.TrustLevel == 4)) return true; else return false;","0","Charge"<endrec>
"","10718","S","if((Transaction.ReasonType == 10002399L)) return true; else return false;","0","Charge"<endrec>
"","10723","S","if((Debit.MSISDN == ""40720011926"")) return true; else return false;","0","Charge"<endrec>
"","10724","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10725","S","if((Credit.Birthday >= todate(""01-08-1998"", ""dd-MM-yyyy"")) && (Transaction.Currency == ""TZS"") && (Credit.Birthday <= todate(""01-08-2000"", ""dd-MM-yyyy""))) return true; else return false;","0","Charge"<endrec>
"","10726","S","if((Debit.IdentityId >= 18004)) return true; else return false;","0","Charge"<endrec>
"","10727","S","if((Transaction.Channel == ""1005"") && (Initiator.IdentityType == 2000) && (Credit.MSISDN == ""40720011095"") && (Debit.MSISDN == ""40720011926"") && (Transaction.InitiatedTime.dayDiff(Debit.ActiveDate) > 30) && (Transaction.Amount > 50000L)) return true; else return false;","0","Charge"<endrec>
"","10728","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10729","S","if((Transaction.Channel == ""1005"") && (Initiator.IdentityType == 2000) && (Credit.MSISDN == ""40720011095"") && (Debit.MSISDN == ""40720011926"") && (Transaction.Amount > 50000L)) return true; else return false;","0","Charge"<endrec>
"","10730","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10731","S","if((Transaction.Amount <= 1000L)) return true; else return false;","0","Charge"<endrec>
"","10733","S","if((GetAccuInContext(Transaction.Context, 2, ""SendMoneyCount1"", 0) <= 2L)) return true; else return false;","0","Charge"<endrec>
"","10734","S","if((Initiator.IdentityType == 1000) && (Credit.TrustLevel == 4)) return true; else return false;","0","Charge"<endrec>
"","10735","S","if((Transaction.ReasonType == 10002399L)) return true; else return false;","0","Charge"<endrec>
"","10736","S","if((GetAccuInContext(Transaction.Context, 2, ""SendMoneyCount1"", 0) <= 3L)) return true; else return false;","0","Charge"<endrec>
"","10737","S","if((GetAccuInContext(Transaction.Context, 2, ""SendMoneyCount1"", 0) >= 6L)) return true; else return false;","0","Charge"<endrec>
"","10738","S","if((GetAccuInContext(Transaction.Context, 2, ""SendMoneyCount1"", 0) <= 10L)) return true; else return false;","0","Charge"<endrec>
"","10739","S","if((Debit.MSISDN == ""40720011095"") && (Transaction.Amount > 50000L) && (GetAccuInContext(Transaction.Context, 2, ""SendMoneyCount1"", 0) >= 6L)) return true; else return false;","0","Charge"<endrec>
"","10740","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10741","S","if((Debit.MSISDN == ""40720011095"") && (GetAccuInContext(Transaction.Context, 2, ""DynamicGuide"", 0) <= 20L)) return true; else return false;","0","Charge"<endrec>
"","10742","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10757","S","if((Transaction.TransactionType == 20020)) return true; else return false;","0","Charge"<endrec>
"","10758","S","if((Transaction.Amount > 500) && (Transaction.Amount < 1100)) return true; else return false;","0","Charge"<endrec>
"","10759","S","if((Transaction.Amount > 600L)) return true; else return false;","0","Charge"<endrec>
"","10760","S","if((Transaction.Amount < 600L) && (Transaction.Amount > 1100L) && (Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","10761","S","if((Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","10762","S","if((Initiator.IdentityType == 1000) && (Credit.TrustLevel == 4)) return true; else return false;","0","Charge"<endrec>
"","10763","S","if((Transaction.ReasonType == 10002399L)) return true; else return false;","0","Charge"<endrec>
"","10773","S","if((Transaction.ReasonType == 10000119L) && (Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","10774","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10775","S","if((Action.ActionType == ""QueryBalance"")) return true; else return false;","0","Charge"<endrec>
"","10776","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10777","S","if((Action.ActionType == ""QueryBalance"") && (Action.InitiatedTime > todate(""04-04-2016 05:00:00"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","10778","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
"","10779","S","if((GetAccuInContext(Transaction.Context, 2, ""Transactionamountnew"", 0) > 200L)) return true; else return false;","0","Charge"<endrec>
"","10780","C","if((Transaction.Channel == ""1005"") && (Transaction.Amount == 101) && (Credit.IdentityId == 202000000000022024))
    return true;
else
    return false;","0","Charge"<endrec>
