DESCRIPTION,DISPATCHER,NAME,SEGMENTS,TEMPLATE_ID,TEMPLATE_TYPE,TYPE_UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"","1","Standard","","110000000000087798","1","30013178"<endrec>
"TierChange","1","Standard","","110000000000087799","1","30010135"<endrec>
"this is a Standard","1","Standard","","110000000000087800","1","10300017"<endrec>
"this is a Standard","1","Standard","","110000000000087801","1","10300028"<endrec>
"this is a Standard","1","Standard","","110000000000087802","1","10200102"<endrec>
"PayMerchantTillNotExisit","1","Standard","","110000000000087803","1","30059337"<endrec>
"TotalRechargeAmountExceedsTheMaximum","1","Standard","","110000000000087804","1","30086580"<endrec>
"this is a Standard","1","Standard","","110000000000087805","1","10300036"<endrec>
"this is a Standard","1","Standard","","110000000000087806","1","10300020"<endrec>
"this is a Standard","1","Standard","","110000000000087807","1","10100041"<endrec>
"TransactionParameterInvalid","1","Standard","","110000000000087808","1","30015517"<endrec>
"TransferMaximumErr","1","Standard","","110000000000087809","1","30059350"<endrec>
"this is a Standard","1","Standard","","110000000000087810","1","10300030"<endrec>
"TxnReversalAuthorized","1","Standard","","110000000000087811","1","30089674"<endrec>
"TxnReversalNotify","1","Standard","","110000000000087814","1","30009043"<endrec>
"this is a Standard","1","Standard","","110000000000087816","1","10200024"<endrec>
"","1","Standard","","110000000000087817","1","40681"<endrec>
"this is a Standard","1","Standard","","110000000000087818","1","10200006"<endrec>
"this is a Standard","1","Standard","","110000000000087819","1","10200010"<endrec>
"this is a Standard","1","Standard","","110000000000087820","1","10200029"<endrec>
"","1","Standard","","110000000000087821","1","40106"<endrec>
"this is a Standard","1","Standard","","110000000000087822","1","10200074"<endrec>
"this is a Standard","1","Standard","","110000000000087823","1","10200051"<endrec>
"this is a Standard","1","Standard","","110000000000087824","1","10200030"<endrec>
"this is a Standard","1","Standard","","110000000000087825","1","10200028"<endrec>
"this is a Standard","1","Standard","","110000000000087826","1","10200045"<endrec>
"","1","Standard","","110000000000087827","1","40271"<endrec>
"","1","Standard","","110000000000087828","1","40277"<endrec>
"","1","Standard","","110000000000087830","1","40274"<endrec>
"","1","Standard","","110000000000087831","1","40276"<endrec>
"","1","Standard","","110000000000087832","1","40272"<endrec>
"","1","Standard","","110000000000087833","1","40273"<endrec>
"","1","Standard","","110000000000087834","1","40275"<endrec>
"","1","Standard","","110000000000087835","1","40278"<endrec>
"UpdateMenuOngoingErr","1","Standard","","110000000000087836","1","30090619"<endrec>
"this is a Standard","1","Standard","","110000000000087837","1","10200014"<endrec>
"this is a Standard","1","Standard","","110000000000087838","1","10200013"<endrec>
"this is a Standard","1","Standard","","110000000000087839","1","10200047"<endrec>
"VerificationInTakeACallSuccess","1","Standard","","110000000000087840","1","30093618"<endrec>
"VoucherExpireWarnNotify","1","Standard","","110000000000087841","1","30118997"<endrec>
"VoucherResendCreditorNotify","1","Standard","","110000000000087842","1","30015687"<endrec>
"WebAsstNewPINAgentReplyOk","1","Standard","","110000000000087843","1","30010138"<endrec>
"WebAsstUnlockPINAgentReplyOk","1","Standard","","110000000000087844","1","30010139"<endrec>
"WebCustNewPINCustReplyOk","1","Standard","","110000000000087845","1","30010137"<endrec>
"","1","Standard","","110000000000087846","1","30015245"<endrec>
"WelcomeToMPESA","1","Standard","","110000000000087847","1","30010122"<endrec>
"WelcomeToMPESASIMEx","1","Standard","","110000000000087848","1","30010108"<endrec>
"WelcomeToMPESAStartKey","1","Standard","","110000000000087849","1","30010121"<endrec>
"WithdrawATMMaximumTransferErr","1","Standard","","110000000000087850","1","30078496"<endrec>
"WithdrawATMMinimumTransferErr","1","Standard","","110000000000087851","1","30078509"<endrec>
"WithdrawCreditAccountInvalidErr","1","Standard","","110000000000087852","1","30015518"<endrec>
"WithdrawCreditPartyResolveErr","1","Standard","","110000000000087853","1","30015519"<endrec>
"WithdrawDebitAccountInvalidErr","1","Standard","","110000000000087854","1","30015520"<endrec>
"WithdrawInsufficientFunds","1","Standard","","110000000000087855","1","30015521"<endrec>
"WithdrawMaximumDailyTransferErr","1","Standard","","110000000000087856","1","30015411"<endrec>
"WithdrawMaximumTransferErr","1","Standard","","110000000000087857","1","30015412"<endrec>
"WithdrawMinimumBalanceErr","1","Standard","","110000000000087858","1","30015388"<endrec>
"WithdrawMinimumTransferErr","1","Standard","","110000000000087859","1","30015413"<endrec>
"WithdrawOtherErr","1","Standard","","110000000000087860","1","30015389"<endrec>
"WithdrawRecipientNotify","1","Standard","","110000000000087861","1","30113879"<endrec>
"WithdrawReplyAgentSmsFailed","1","Standard","","110000000000087862","1","30015468"<endrec>
"WithdrawReplyOk","1","Standard","","110000000000087863","1","30075474"<endrec>
"SndMnyReplySenderNotifyWhenSecondPartyNumberMatche","1","Standard","","110000000000087884","1","30121028"<endrec>
"SndMnySoleTraderReply","1","Standard","","110000000000087885","1","30010105"<endrec>
"SndMnyUnregRecipientRegisterNotify","1","Standard","","110000000000087886","1","30121029"<endrec>
"this is a Standard","1","Standard","","110000000000087887","1","30121030"<endrec>
"WebAsstNewPINAgentReplyOk","1","Standard","","110000000000087888","1","30121031"<endrec>
"WebAsstUnlockPINAgentReplyOk","1","Standard","","110000000000087889","1","30121032"<endrec>
"","1","Standard","","110000000000087890","1","30121033"<endrec>
"WithdrawInsufficientFunds","1","Standard","","110000000000087891","1","30121034"<endrec>
"P2P Credit","1","Standard","","110000000000087892","1","20732"<endrec>
"P2P Debit","1","Standard","","110000000000087893","1","20733"<endrec>
"Pay Bill Authorized Account Suspended For CNS","1","Standard","","110000000000087894","1","40701"<endrec>
"Pay Bill Authorized For CNS","1","Standard","","110000000000087895","1","40700"<endrec>
"Pay Bill Debit","1","Standard","","110000000000087896","1","20746"<endrec>
"PayBillAuthorizedForCNS","1","Standard","","110000000000087897","1","30104824"<endrec>
"this is a Standard","1","Standard","","110000000000087898","1","10500007"<endrec>
"PayMNOExpired","1","Standard","","110000000000087899","1","30015496"<endrec>
"PayMerchantCancelled","1","Standard","","110000000000087900","1","30108840"<endrec>
"PayMerchantCreditAccountInvalidErr","1","Standard","","110000000000087901","1","30015492"<endrec>
"PayMerchantCreditPartyResolveErr","1","Standard","","110000000000087902","1","30015493"<endrec>
"PayMerchantDebitAccountInvalidErr","1","Standard","","110000000000087903","1","30015494"<endrec>
"PayMerchantInsufficientFunds","1","Standard","","110000000000087904","1","30015495"<endrec>
"PayMerchantMaximumBalanceErr","1","Standard","","110000000000087905","1","30078494"<endrec>
"PayMerchantMaximumDailyTransferErr","1","Standard","","110000000000087906","1","30015401"<endrec>
"PayMerchantMaximumTransferErr","1","Standard","","110000000000087907","1","30015402"<endrec>
"PayMerchantMinimumBalanceErr","1","Standard","","110000000000087908","1","30015403"<endrec>
"PayMerchantMinimumTransferErr","1","Standard","","110000000000087909","1","30015404"<endrec>
"PayMerchantOtherErr","1","Standard","","110000000000087910","1","30015465"<endrec>
"PayMerchantRecipientNotify","1","Standard","","110000000000087911","1","30009070"<endrec>
"PayMerchantReplyOK","1","Standard","","110000000000087912","1","30009071"<endrec>
"PayMerchantReversalRecipientNotify","1","Standard","","110000000000087913","1","30009072"<endrec>
"PayUtilityCreditAccountInvalidErr","1","Standard","","110000000000087914","1","30015497"<endrec>
"PayUtilityCreditPartyResolveErr","1","Standard","","110000000000087915","1","30015466"<endrec>
"PayUtilityDebitAccountInvalidErr","1","Standard","","110000000000087916","1","30015499"<endrec>
"PayUtilityInsufficientFunds","1","Standard","","110000000000087917","1","30015500"<endrec>
"PayUtilityInvalidAccountNumberFormat","1","Standard","","110000000000087918","1","30015502"<endrec>
"PayUtilityKplcPrepaidInvalidAccountNumberFormat","1","Standard","","110000000000087919","1","30015504"<endrec>
"PayUtilityMaximumBalanceErr","1","Standard","","110000000000087920","1","30078485"<endrec>
"PayUtilityMaximumDailyTransferErr","1","Standard","","110000000000087921","1","30015405"<endrec>
"PayUtilityMaximumTransferErr","1","Standard","","110000000000087922","1","30015406"<endrec>
"PayUtilityMinimumBalanceErr","1","Standard","","110000000000087923","1","30015407"<endrec>
"PayUtilityMinimumTransferErr","1","Standard","","110000000000087924","1","30015408"<endrec>
"PayUtilityOrgNoProduct","1","Standard","","110000000000087925","1","30120072"<endrec>
"PayUtilityOtherErr","1","Standard","","110000000000087926","1","30015467"<endrec>
"PayUtilityRecipientNotify","1","Standard","","110000000000087927","1","30009073"<endrec>
"PayUtilityReplyOk","1","Standard","","110000000000087928","1","30009074"<endrec>
"PayUtilitynternalErr","1","Standard","","110000000000087929","1","30015505"<endrec>
"PendingPINChange","1","Standard","","110000000000087930","1","30015506"<endrec>
"PendingVoucherReminder","1","Standard","","110000000000087931","1","30055303"<endrec>
"PermissionInvalid","1","Standard","","110000000000087932","1","30015507"<endrec>
"PinChangeSucceeded","1","Standard","","110000000000087933","1","30009075"<endrec>
"PinCheckFailed","1","Standard","","110000000000087934","1","30015383"<endrec>
"PinCheckFailed_Second","1","Standard","","110000000000087935","1","30059335"<endrec>
"PinCheckFailed_CusTransfer","1","Standard","","110000000000087936","1","30059331"<endrec>
"PinCheckFailedSecond_BO","1","Standard","","110000000000087937","1","30059334"<endrec>
"PinCheckFailed_BusinessDep","1","Standard","","110000000000087938","1","30059332"<endrec>
"PinCheckFailed_BO","1","Standard","","110000000000087939","1","30059330"<endrec>
"PinCheckFinalFailure","1","Standard","","110000000000087940","1","30015342"<endrec>
"PinCheckFailed_MerchantPayMent","1","Standard","","110000000000087941","1","30059328"<endrec>
"PinCheckFinalFailure_BO","1","Standard","","110000000000087942","1","30059333"<endrec>
"PinLockedCheck","1","Standard","","110000000000087943","1","30015508"<endrec>
"PinLocked_transaction","1","Standard","","110000000000087944","1","30059336"<endrec>
"PinStatusInvalid","1","Standard","","110000000000087945","1","30015509"<endrec>
"PortedOutMSISDNErr","1","Standard","","110000000000087946","1","30015510"<endrec>
"Product Allocaton Get Identities Complete","1","Standard","","110000000000087947","1","40026"<endrec>
"this is a Standard","1","Standard","","110000000000087948","1","10200042"<endrec>
"this is a Standard","1","Standard","","110000000000087949","1","10200041"<endrec>
"ProductExpired","1","Standard","","110000000000087950","1","30015511"<endrec>
"PromotionPaymentReversalNotify","1","Standard","","110000000000087951","1","30009076"<endrec>
"PromotionRegRecipientNotify","1","Standard","","110000000000087952","1","30009077"<endrec>
"PromotionUnregRecipientNotify","1","Standard","","110000000000087953","1","30009078"<endrec>
"this is a Standard","1","Standard","","110000000000087954","1","10200080"<endrec>
"Push Activation Menu","1","Standard","","110000000000087955","1","40111"<endrec>
"this is a Standard","1","Standard","","110000000000087956","1","10100009"<endrec>
"this is a Standard","1","Standard","","110000000000087957","1","10100030"<endrec>
"this is a Standard","1","Standard","","110000000000087958","1","10100001"<endrec>
"QueryBalanceNoPermissionFail","1","Standard","","110000000000087959","1","30015512"<endrec>
"this is a Standard","1","Standard","","110000000000087960","1","10300035"<endrec>
"ReceiverAccountFailed","1","Standard","","110000000000087961","1","30110843"<endrec>
"ReceiverNotExistFailed","1","Standard","","110000000000087962","1","30015514"<endrec>
"this is a Standard","1","Standard","","110000000000087963","1","10200111"<endrec>
"this is a Standard","1","Standard","","110000000000087964","1","10200003"<endrec>
"this is a Standard","1","Standard","","110000000000087965","1","10100035"<endrec>
"Remind The Customer Activated","1","Standard","","110000000000087966","1","40129"<endrec>
"Remove SIM","1","Standard","","110000000000087967","1","40108"<endrec>
"RemoveAssistantSelfFailed","1","Standard","","110000000000087968","1","30015515"<endrec>
"this is a Standard","1","Standard","","110000000000087969","1","10100033"<endrec>
"this is a Standard","1","Standard","","110000000000087970","1","10200004"<endrec>
"this is a Standard","1","Standard","","110000000000087971","1","10200009"<endrec>
"this is a Standard","1","Standard","","110000000000087972","1","10200076"<endrec>
"this is a Standard","1","Standard","","110000000000087973","1","10200078"<endrec>
"this is a Standard","1","Standard","","110000000000087974","1","10200005"<endrec>
"ResetSIMSuccess","1","Standard","","110000000000087975","1","30089635"<endrec>
"this is a Standard","1","Standard","","110000000000087976","1","10300031"<endrec>
"Reuse SIM","1","Standard","","110000000000087977","1","40109"<endrec>
"ReversalCancelNotify","1","Standard","","110000000000087978","1","30055304"<endrec>
"STAND_FAILURE_MESSAGE","1","Standard","","110000000000087979","1","30077474"<endrec>
"SalaryPayment1FreeWithdrawal","1","Standard","","110000000000087980","1","30009079"<endrec>
"SalaryRegRecipientNotify","1","Standard","","110000000000087981","1","30009080"<endrec>
"Salary Payment To Unregistered User via API_SalaryUnregRecipientNotify","1","Standard","","110000000000087982","1","30009039"<endrec>
"this is a Standard","1","Standard","","110000000000087984","1","10300002"<endrec>
"this is a Standard","1","Standard","","110000000000087985","1","10200018"<endrec>
"SndMnyBusinessPayment_Recipient","1","Standard","","110000000000087986","1","30107844"<endrec>
"SndMnyCreditPartyResolveErr","1","Standard","","110000000000087987","1","30052252"<endrec>
"SndMnyInactiveRecipientNotify","1","Standard","","110000000000087988","1","30010101"<endrec>
"SndMnyInsufficientFunds","1","Standard","","110000000000087989","1","30015385"<endrec>
"SndMnyMaximumBalanceCheckErr","1","Standard","","110000000000087990","1","30082558"<endrec>
"SndMnyMaximumDailyTransferErr","1","Standard","","110000000000087991","1","30015409"<endrec>
"SndMnyMaximumTransferErr","1","Standard","","110000000000087992","1","30078487"<endrec>
"SndMnyMaximumValueErr","1","Standard","","110000000000087993","1","30066382"<endrec>
"SndMnyMinimumBalanceErr","1","Standard","","110000000000087994","1","30015410"<endrec>
"SndMnyMinimumTransferErr","1","Standard","","110000000000087995","1","30015386"<endrec>
"SndMnyOtherErr","1","Standard","","110000000000087996","1","30015387"<endrec>
"this is a Standard","1","Standard","","110000000000087997","1","30121053"<endrec>
"this is a Standard","1","Standard","","110000000000087999","1","10200043"<endrec>
"IMT_WU for Authorized Pending Customer Registration","1","Standard","","110000000000088000","1","30121068"<endrec>
"this is a Standard","1","Standard","","110000000000089002","1","10500006"<endrec>
"this is a Standard","1","Standard","","110000000000089003","1","10500004"<endrec>
"this is a Standard","1","Standard","","110000000000089004","1","10500005"<endrec>
"this is a Standard","1","Standard","","110000000000089005","1","10500003"<endrec>
"this is a Standard","1","Standard","","110000000000089006","1","10500002"<endrec>
"this is a Standard","1","Standard","","110000000000089007","1","10500001"<endrec>
"WorkflowAboutToExpire","1","Standard","","110000000000089008","1","30015522"<endrec>
"WorkflowContactTask","1","Standard","","110000000000089009","1","30015523"<endrec>
"WorkflowExpired","1","Standard","","110000000000089010","1","30015525"<endrec>
"WorkflowTaskAboutToExpire","1","Standard","","110000000000089011","1","30015527"<endrec>
"WorkflowTaskAssigned","1","Standard","","110000000000089012","1","30115898"<endrec>
"WorkflowTaskCompleted","1","Standard","","110000000000089013","1","30015529"<endrec>
"WorkflowTaskCreate","1","Standard","","110000000000089014","1","30015530"<endrec>
"WorkflowTaskExceptionCreated","1","Standard","","110000000000089015","1","30015531"<endrec>
"WorkflowTaskExpired","1","Standard","","110000000000089016","1","30015532"<endrec>
"WrongRangeMsisdn","1","Standard","","110000000000089017","1","30015533"<endrec>
"this is a Standard","1","Standard","","110000000000089018","1","10600042"<endrec>
"this is a Standard","1","Standard","","110000000000089019","1","10200066"<endrec>
"this is a Standard","1","Standard","","110000000000089020","1","11011"<endrec>
"this is a Standard","1","Standard","","110000000000089021","1","10200075"<endrec>
"this is a Standard","1","Standard","","110000000000089022","1","10200069"<endrec>
"this is a Standard","1","Standard","","110000000000089023","1","10200067"<endrec>
"this is a Standard","1","Standard","","110000000000089024","1","10200068"<endrec>
"this is a Standard","1","Standard","","110000000000089025","1","10200072"<endrec>
"this is a Standard","1","Standard","","110000000000089026","1","10200073"<endrec>
"this is a Standard","1","Standard","","110000000000089027","1","10200070"<endrec>
"this is a Standard","1","Standard","","110000000000089028","1","10300045"<endrec>
"this is a Standard","1","Standard","","110000000000089029","1","40679"<endrec>
"this is a Standard","1","Standard","","110000000000089030","1","10300043"<endrec>
"this is a Standard","1","Standard","","110000000000089031","1","10300044"<endrec>
"this is a Standard","1","Standard","","110000000000089032","1","10600041"<endrec>
"this is a Standard","1","Standard","","110000000000089033","1","10600040"<endrec>
"this is a Standard","1","Standard","","110000000000089034","1","10200071"<endrec>
"this is a Standard","1","Standard","","110000000000089035","1","10400002"<endrec>
"this is a Standard","1","Standard","","110000000000089036","1","10200062"<endrec>
"this is a Standard","1","Standard","","110000000000089037","1","10200063"<endrec>
"this is a Standard","1","Standard","","110000000000089038","1","10200065"<endrec>
"this is a Standard","1","Standard","","110000000000089039","1","10200064"<endrec>
"testSociableNotification","1","Standard","","110000000000089041","1","30015713"<endrec>
"testforussd,yes or no","1","Standard","","110000000000089042","1","30100685"<endrec>
"this is a Standard","1","Standard","","110000000000089043","1","10100018"<endrec>
"this is a Standard","1","Standard","","110000000000089044","1","10300004"<endrec>
"this is a Standard","1","Standard","","110000000000089045","1","10300003"<endrec>
"ATMAgentNumberIncorrect","1","Standard","","110000000000089046","1","30108841"<endrec>
"ATMApplyVoucher","1","Standard","","110000000000089047","1","30120063"<endrec>
"ATMWithdrawalMinimumBalanceErr","1","Standard","","110000000000089048","1","30089655"<endrec>
"this is a Standard","1","Standard","","110000000000089049","1","10200050"<endrec>
"this is a Standard","1","Standard","","110000000000089050","1","10200038"<endrec>
"Account status or rules of original credit party account does not allow transaction","1","Standard","","110000000000089051","1","10100043"<endrec>
"this is a Standard","1","Standard","","110000000000089052","1","10200026"<endrec>
"this is a Standard","1","Standard","","110000000000089053","1","10100037"<endrec>
"Activate FSI Product Success","1","Standard","","110000000000089054","1","40680"<endrec>
"Activate Handset","1","Standard","","110000000000089055","1","10100013"<endrec>
"Activate Operator","1","Standard","","110000000000089056","1","10200027"<endrec>
"this is a Standard","1","Standard","","110000000000089057","1","10100038"<endrec>
"Activate SIM for Customer","1","Standard","","110000000000089058","1","40104"<endrec>
"Activate SIM for Till","1","Standard","","110000000000089059","1","40105"<endrec>
"this is a Standard","1","Standard","","110000000000089060","1","10200052"<endrec>
"Active Customer Failed","1","Standard","","110000000000089061","1","40698"<endrec>
"this is a Standard","1","Standard","","110000000000089062","1","10100034"<endrec>
"this is a Standard","1","Standard","","110000000000089063","1","10200056"<endrec>
"this is a Standard","1","Standard","","110000000000089064","1","10200031"<endrec>
"Agent not exist","1","Standard","","110000000000089065","1","10300016"<endrec>
"AgentBalanceInsufficientFunds","1","Standard","","110000000000089066","1","30015353"<endrec>
"AgentBalanceOtherErr","1","Standard","","110000000000089067","1","30015326"<endrec>
"AgentBalanceReplyOk","1","Standard","","110000000000089068","1","30119025"<endrec>
"AgentBusinessDepositMinimumDepositErr","1","Standard","","110000000000089069","1","30078497"<endrec>
"AgentCustMinimumDepositErr","1","Standard","","110000000000089070","1","30078502"<endrec>
"AgentDepositReversalReply","1","Standard","","110000000000089071","1","30056315"<endrec>
"AgentMinimumFloatBalanceErr","1","Standard","","110000000000089072","1","30078498"<endrec>
"AgentMinimumFloatTransferErr","1","Standard","","110000000000089073","1","30078499"<endrec>
"AgentMinimumWorkingBalanceErr","1","Standard","","110000000000089074","1","30078500"<endrec>
"AgentMinimumWorkingTransferErr","1","Standard","","110000000000089075","1","30078501"<endrec>
"AgentPayCashRecipientNotify","1","Standard","","110000000000089076","1","30015689"<endrec>
"AgentPayCashReplyOk","1","Standard","","110000000000089077","1","30015304"<endrec>
"AgentRegisterAssistantDebitPartyResolve","1","Standard","","110000000000089078","1","30015329"<endrec>
"AgentRegisterAssistantFail","1","Standard","","110000000000089079","1","30015463"<endrec>
"AgentRegisterAssistantFailUniqueness","1","Standard","","110000000000089080","1","30015346"<endrec>
"AgentRegisterAssistantOtherErr","1","Standard","","110000000000089081","1","30015331"<endrec>
"AgentRegisterAssistantReplyOk","1","Standard","","110000000000089082","1","30010095"<endrec>
"AgentRegisterCustomerBadKYCInfo","1","Standard","","110000000000089083","1","30015323"<endrec>
"AgentRegisterCustomerFail","1","Standard","","110000000000089084","1","30015462"<endrec>
"AgentRegisterCustomerFailUniqueness","1","Standard","","110000000000089085","1","30015349"<endrec>
"AgentRegisterCustomerFailUnregUser","1","Standard","","110000000000089086","1","30015351"<endrec>
"AgentRegisterCustomerNotOnNetwork","1","Standard","","110000000000089087","1","30015707"<endrec>
"AgentRegisterCustomerOtherErr","1","Standard","","110000000000089088","1","30015464"<endrec>
"AgentRegisterCustomerReplyOk","1","Standard","","110000000000089089","1","30073466"<endrec>
"AgentStoreMaximumFloatAccountBalanceErr","1","Standard","","110000000000089090","1","30077481"<endrec>
"AgentStoreMaximumWorkingAccountBalanceErr","1","Standard","","110000000000089091","1","30077482"<endrec>
"AgentTillBusinessDepositCreditAccountInvalidErr","1","Standard","","110000000000089092","1","30015354"<endrec>
"AgentTillBusinessDepositCreditPartyResolveErr","1","Standard","","110000000000089093","1","30015355"<endrec>
"AgentTillBusinessDepositInsufficientFunds","1","Standard","","110000000000089094","1","30015356"<endrec>
"AgentTillBusinessDepositMaximumBalanceErr","1","Standard","","110000000000089095","1","30015357"<endrec>
"AgentTillBusinessDepositMaximumDailyTransferErr","1","Standard","","110000000000089096","1","30015358"<endrec>
"AgentTillBusinessDepositMaximumTransferErr","1","Standard","","110000000000089097","1","30077480"<endrec>
"AgentTillBusinessDepositOtherErr","1","Standard","","110000000000089098","1","30015359"<endrec>
"AgentTillBusinessDepositRecipientNotify","1","Standard","","110000000000089099","1","30009049"<endrec>
"AgentTillBusinessDepositReplyFailSelf","1","Standard","","110000000000089100","1","30015360"<endrec>
"AgentTillBusinessDepositReplyOk","1","Standard","","110000000000089101","1","30009050"<endrec>
"AgentTillBusinessWithdrawCreditAccountInvalidErr","1","Standard","","110000000000089102","1","30015362"<endrec>
"AgentTillBusinessWithdrawCreditPartyResolveErr","1","Standard","","110000000000089103","1","30015363"<endrec>
"AgentTillBusinessWithdrawDebitAccountInvalidErr","1","Standard","","110000000000089104","1","30015364"<endrec>
"AgentTillBusinessWithdrawInsufficientFunds","1","Standard","","110000000000089105","1","30015365"<endrec>
"AgentTillBusinessWithdrawMaximumDailyTransferErr","1","Standard","","110000000000089106","1","30015366"<endrec>
"AgentTillBusinessWithdrawMaximumTransferErr","1","Standard","","110000000000089107","1","30015367"<endrec>
"AgentTillBusinessWithdrawMinimumBalanceErr","1","Standard","","110000000000089108","1","30015368"<endrec>
"AgentTillBusinessWithdrawMinimumTransferErr","1","Standard","","110000000000089109","1","30015373"<endrec>
"AgentTillBusinessWithdrawOtherErr","1","Standard","","110000000000089110","1","30015369"<endrec>
"AgentTillBusinessWithdrawRecipientNotify","1","Standard","","110000000000089111","1","30009051"<endrec>
"AgentTillBusinessWithdrawReplyOk","1","Standard","","110000000000089112","1","30009052"<endrec>
"AgentTillChangeSecretWordReplyOk","1","Standard","","110000000000089113","1","30009053"<endrec>
"AgentTillCustDepositMaximumTransferErr","1","Standard","","110000000000089114","1","30077483"<endrec>
"AgentTillFloatToWorkingCreditAccountInvalidErr","1","Standard","","110000000000089115","1","30015374"<endrec>
"AgentTillFloatToWorkingCreditPartyResolveErr","1","Standard","","110000000000089116","1","30015324"<endrec>
"AgentTillFloatToWorkingDebitAccountInvalidErr","1","Standard","","110000000000089117","1","30015325"<endrec>
"AgentTillFloatToWorkingInsufficientFunds","1","Standard","","110000000000089118","1","30015327"<endrec>
"AgentTillFloatToWorkingMaximumDailyTransferErr","1","Standard","","110000000000089119","1","30015328"<endrec>
"AgentTillFloatToWorkingMaximumTransferErr","1","Standard","","110000000000089120","1","30015330"<endrec>
"AgentTillFloatToWorkingMinimumBalanceErr","1","Standard","","110000000000089121","1","30015333"<endrec>
"AgentTillFloatToWorkingMinimumTransferErr","1","Standard","","110000000000089122","1","30015335"<endrec>
"AgentTillFloatToWorkingOtherErr","1","Standard","","110000000000089123","1","30015370"<endrec>
"AgentTillFloatToWorkingReplyOk","1","Standard","","110000000000089124","1","30009054"<endrec>
"AgentTillMaximumDepositToCustErr","1","Standard","","110000000000089125","1","30078486"<endrec>
"AgentTillMaximumTransferErr","1","Standard","","110000000000089126","1","30078484"<endrec>
"AgentTillWorkingToFloatCreditAccountInvalidErr","1","Standard","","110000000000089127","1","30015338"<endrec>
"AgentTillWorkingToFloatCreditPartyResolveErr","1","Standard","","110000000000089128","1","30015339"<endrec>
"AgentTillWorkingToFloatDebitAccountInvalidErr","1","Standard","","110000000000089129","1","30015341"<endrec>
"AgentTillWorkingToFloatInsufficientFunds","1","Standard","","110000000000089130","1","30015343"<endrec>
"AgentTillWorkingToFloatMaximumDailyTransferErr","1","Standard","","110000000000089131","1","30015390"<endrec>
"AgentTillWorkingToFloatMaximumTransferErr","1","Standard","","110000000000089132","1","30015391"<endrec>
"AgentTillWorkingToFloatMinimumBalanceErr","1","Standard","","110000000000089133","1","30015392"<endrec>
"AgentTillWorkingToFloatMinimumTransferErr","1","Standard","","110000000000089134","1","30015393"<endrec>
"AgentTillWorkingToFloatOtherErr","1","Standard","","110000000000089135","1","30015371"<endrec>
"AgentTillWorkingToFloatReplyOk","1","Standard","","110000000000089136","1","30009055"<endrec>
"AgentWithdrawalReversalCancelReply","1","Standard","","110000000000089137","1","30055306"<endrec>
"AgentWithdrawalReversalReply","1","Standard","","110000000000089138","1","30055310"<endrec>
"AggregatorCommissionReceived","1","Standard","","110000000000089139","1","30010097"<endrec>
"AirTime3rdPartyBadRecipient","1","Standard","","110000000000089140","1","30056319"<endrec>
"AirTime3rdPartyFullAccount","1","Standard","","110000000000089141","1","30056318"<endrec>
"AirTime3rdPartyLessThanMinAirtimeErr","1","Standard","","110000000000089142","1","30078508"<endrec>
"IMT_WUForSuccess","1","Standard","","110000000000089143","1","30121069"<endrec>
"this is a Standard","1","Standard","","110000000000089144","1","30122098"<endrec>
"PayMerchantInsufficientFunds","1","Standard","","110000000000090002","1","30124096"<endrec>
"M-Shwari Request Loan: M-PESA Has received the request and has forwarded it to the bank","1","Standard","","110000000000090006","1","30099716"<endrec>
"M-Shwari Request Loan: Generic Failure at Bank to proceed with this request.","1","Standard","","110000000000090007","1","30099714"<endrec>
"M-Shwari Request Loan: SUCCESS  message after loan is approved.","1","Standard","","110000000000090008","1","30099717"<endrec>
"M-Shwari Deposit: Generic Failure at Bank to proceed with this request.","1","Standard","","110000000000090009","1","30099718"<endrec>
"M-Shwari Withdrawal: Generic Failure at Bank to proceed with this request","1","Standard","","110000000000090010","1","30099719"<endrec>
"MpangoWithdrawalDeclineInsufficientErr","1","Standard","","110000000000090011","1","30099722"<endrec>
"MpangoActCloseReplyOK","1","Standard","","110000000000090012","1","30099726"<endrec>
"M-Shwari Deposit - SUCCESS","1","Standard","","110000000000090013","1","30105862"<endrec>
"This is M-Pesa error.  This is sent if FI Organisation Savings client role not present on identity","1","Standard","","110000000000090014","1","30099656"<endrec>
"Customer M-Shwari Role is not available  i.e M-PESA customer with closed or deleted FI Organisation Savings Client role","1","Standard","","110000000000090015","1","30099657"<endrec>
"M-PESA Cannot Reach the Bank response message","1","Standard","","110000000000090016","1","30099660"<endrec>
"Error from Bank - account issue on M-Shwari side means transaction is declined","1","Standard","","110000000000090017","1","30099661"<endrec>
"MpangoPayLoanReplyOKLoanCompleted","1","Standard","","110000000000090019","1","30099682"<endrec>
"MpangoPayLoanReplyOKLoanOverpaid","1","Standard","","110000000000090020","1","30099683"<endrec>
"M-Shwari Small SIM menu Update Error Message - for customers having M-KESHO","1","Standard","","110000000000090021","1","30099686"<endrec>
"M-Shwari ""Existing Customer"" Error Message - Customer already has an M-Shwari Account","1","Standard","","110000000000090022","1","30099688"<endrec>
"The attempt to register/activate an M-Swhari account for the customer is failed","1","Standard","","110000000000090023","1","30099690"<endrec>
"Activate M-Shwari Account: -  Account activation in progress","1","Standard","","110000000000090024","1","30099693"<endrec>
