AUTOMATIC_RENEWAL,BEGIN_VALIDITY_PERIOD,BUNDLE_CATEGORY,BUNDLE_ID,BUNDLE_NAME,BUNDLE_PROVIDER,BUNDLE_TYPE,CURRENCY,DESCRIPTION,DURATION_TIMES,DURATION_UNIT,EFFECTIVE_MODE,END_VALIDITY_PERIOD,EXTERNAL_PRICE,IDENTITY_TYPE,INTERNAL_PRICE,SPLITTING_MODE,STATUS,SUBSCRIPTION_PRICE,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"0","2018-03-12 00:00:00.000000","","15006","ExternalBundle123","201000000000064005","2","TZS","","","","","2099-12-31 00:00:00.000000","0","1000","","0","30","0","937468597"<endrec>
"0","2018-03-19 00:00:00.000000","","2001","Bundle01","","1","TZS","","10","1","10","2025-06-02 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937469629"<endrec>
"1","2018-03-19 00:00:00.000000","","16001","basic customer bundle 2 days renewal next day after expiry_Updated","","1","TZS","basic customer bundle 2 days renewal next day after expiry_Updated","2","1","-1","2099-12-31 00:00:00.000000","","1000","35000","","50","35000","937469652"<endrec>
"1","2018-03-22 00:00:00.000000","","1009","basic customer bundle 2 days renewal next day after expiry (service)","","1","TZS","basic customer bundle 2 days renewal next day after expiry (service)","2","1","-1","2099-12-31 00:00:00.000000","","1000","35000","","50","35000","937470669"<endrec>
"1","2018-03-22 00:00:00.000000","","16001","basic customer bundle 2 days renewal next day after expiry_Updated","","1","TZS","basic customer bundle 2 days renewal next day after expiry_Updated","200","1","-1","2099-12-31 00:00:00.000000","","1000","35000","","50","35000","937470671"<endrec>
"1","2018-03-22 00:00:00.000000","","16001","basic customer bundle 2 days renewal next day after expiry_Updated","","1","TZS","basic customer bundle 2 days renewal next day after expiry_Updated","2","1","-1","2099-12-31 00:00:00.000000","","1000","35000","","30","35000","937470672"<endrec>
"0","2018-03-22 00:00:00.000000","","2001","Bundle01","","1","TZS","","10","1","10","2025-06-02 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937470673"<endrec>
"0","2018-03-22 00:00:00.000000","","2001","Bundle01","","1","TZS","","10","1","10","2025-06-02 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937470715"<endrec>
"0","2018-03-22 00:00:00.000000","","2001","Bundle01","","1","TZS","","10","1","10","2025-06-02 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937470716"<endrec>
"0","2018-04-03 00:00:00.000000","","5001","Test bundle MNO org","201000000000029004","2","TZS","","","","","2099-12-31 00:00:00.000000","50000","5000","","1","50","50000","937473608"<endrec>
"0","2018-04-04 00:00:00.000000","","5001","Test bundle MNO org","201000000000029004","2","TZS","","","","","2099-12-31 00:00:00.000000","50000","5000","","1","50","50000","937474545"<endrec>
"0","2018-04-11 00:00:00.000000","","1012","Customer p2p service 1 week combined liberty mb100 with external split","201000000000064005","3","TZS","Customer p2p service 1 week","1","2","0","2099-12-31 00:00:00.000000","0","1000","50000","0","50","50000","937475566"<endrec>
"1","2018-04-27 00:00:00.000000","","13002","basic customer bundle 2 days renewal next day after expiry (service)_Roshan","","1","TZS","basic customer bundle 2 days renewal next day after expiry (service)","2","1","0","2018-07-31 00:00:00.000000","","1000","35000","","50","35000","937484597"<endrec>
"1","2018-05-11 00:00:00.000000","","13002","basic customer bundle 2 days renewal next day after expiry (service)_Roshan","","1","TZS","basic customer bundle 2 days renewal next day after expiry (service)","2","2","0","2018-07-31 00:00:00.000000","","1000","5000","","30","5000","937488589"<endrec>
"0","2018-05-14 00:00:00.000000","","5001","Test bundle MNO org","201000000000029004","2","TZS","","","","","2099-12-31 00:00:00.000000","50000","5000","","1","50","50000","937489621"<endrec>
"0","2018-05-16 00:00:00.000000","","17001","ExternalBundle1234","201000000000064005","2","TZS","","","","","2099-12-31 00:00:00.000000","0","1000","","0","30","0","937491620"<endrec>
"0","2018-05-28 00:00:00.000000","","1012","Customer p2p service 1 week combined liberty mb100 with external split","201000000000064005","3","TZS","Customer p2p service 1 week","1","2","0","2099-12-31 00:00:00.000000","0","1000","5000","0","30","5000","937496732"<endrec>
"0","2018-06-13 00:00:00.000000","","5001","Test bundle MNO org","201000000000029004","2","TZS","","","","","2099-12-31 00:00:00.000000","50000","5000","","1","50","50000","937509824"<endrec>
"0","2018-06-14 00:00:00.000000","","5001","Test bundle MNO org","201000000000029004","2","TZS","","","","","2099-12-31 00:00:00.000000","50000","5000","","1","50","50000","937509888"<endrec>
"0","2018-06-15 00:00:00.000000","","5001","Test bundle MNO org","201000000000029004","2","TZS","","","","","2099-12-31 00:00:00.000000","50000","5000","","1","50","50000","937509947"<endrec>
"0","2018-06-25 00:00:00.000000","","18001","BundleDJ","","1","TZS","","10","1","10","2019-06-25 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937510291"<endrec>
"0","2018-06-25 00:00:00.000000","","18001","BundleDJ","","1","TZS","","10","1","10","2019-06-25 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937510292"<endrec>
"0","2018-06-25 00:00:00.000000","","18002","CombinedBundleDJ","201000000000064005","3","TZS","CombinedBundleDJ","1","2","0","2020-12-31 00:00:00.000000","0","1000","40000","0","50","40000","937510305"<endrec>
"0","2018-06-25 00:00:00.000000","","18001","BundleDJ","","1","TZS","","10","1","10","2019-06-25 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937510332"<endrec>
"0","2018-06-25 00:00:00.000000","","18001","BundleDJ","","1","TZS","","10","1","10","2019-06-25 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937510361"<endrec>
"0","2018-06-25 00:00:00.000000","","18001","BundleDJ","","1","TZS","","10","1","10","2018-06-25 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937510369"<endrec>
"0","2018-06-25 00:00:00.000000","","18003","BundleDJExpire","","1","TZS","","10","1","10","2018-06-25 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937510371"<endrec>
"0","2018-06-25 00:00:00.000000","","18003","BundleDJExpire","","1","TZS","","10","1","10","2018-06-26 00:00:00.000000","","1000|7000|5000","2000","","30","2000","937510372"<endrec>
"0","2018-06-25 00:00:00.000000","","18001","BundleDJ","","1","TZS","","10","1","10","2018-06-26 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937510373"<endrec>
"0","2018-06-25 00:00:00.000000","","18001","BundleDJ","","1","TZS","","2","1","0","2018-06-26 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937510374"<endrec>
"0","2018-06-26 00:00:00.000000","","5001","Test bundle MNO org","201000000000029004","2","TZS","","","","","2099-12-31 00:00:00.000000","50000","5000","","1","50","50000","937510479"<endrec>
"0","2018-06-28 00:00:00.000000","","5001","Test bundle MNO org","201000000000029004","2","TZS","","","","","2099-12-31 00:00:00.000000","50000","5000","","1","50","50000","937512825"<endrec>
"0","2018-07-12 00:00:00.000000","","5001","Test bundle MNO org","201000000000029004","2","TZS","","","","","2099-12-31 00:00:00.000000","50000","5000","","1","50","50000","937514811"<endrec>
"0","2018-08-02 00:00:00.000000","","4003","customer bundle_2","","1","TZS","customer bundle_2","30","1","1","2099-12-31 00:00:00.000000","","1000","3000","","30","3000","937515861"<endrec>
"1","2018-08-03 00:00:00.000000","","7012","Bundle_Test6ma","","1","TZS","","1","1","1","2099-12-31 00:00:00.000000","","1000","30000","","50","30000","937515870"<endrec>
"0","2018-08-25 00:00:00.000000","","19001","CombinedBundleDJ1","201000000000029004","3","TZS","CombinedBundleDJ1","1","2","0","2020-12-31 00:00:00.000000","2000","1000","40000","1","50","42000","937515909"<endrec>
"0","2018-08-07 00:00:00.000000","","19001","CombinedBundleDJ1","201000000000029004","3","TZS","CombinedBundleDJ1","1","2","0","2020-12-31 00:00:00.000000","2000","1000","40000","1","50","42000","937515910"<endrec>
"0","2018-08-08 00:00:00.000000","","19002","CombinedBundleQQ","201000000000172001","3","TZS","CombinedBundleQQ","1","2","0","2020-12-31 00:00:00.000000","2000","1000","40000","1","50","42000","937515918"<endrec>
"0","2018-08-09 00:00:00.000000","","19002","CombinedBundleQQ","201000000000172001","3","TZS","CombinedBundleQQ","1","2","0","2020-12-31 00:00:00.000000","0","1000","40000","0","50","40000","937515931"<endrec>
"0","2018-08-09 00:00:00.000000","","19001","CombinedBundleDJ1","201000000000029004","3","TZS","CombinedBundleDJ1","1","2","0","2020-12-31 00:00:00.000000","0","1000","40000","0","50","40000","937515933"<endrec>
"0","2018-08-13 00:00:00.000000","","1005","Customer P2P (service) 1 month no renewal","","1","TZS","Customer P2P (service) 1 month no renewal","1","3","0","2099-12-31 00:00:00.000000","","1000","75000","","50","75000","937516725"<endrec>
"1","2018-08-13 00:00:00.000000","","1005","Customer P2P (service) 1 month no renewal","","1","TZS","Customer P2P (service) 1 month no renewal","1","3","0","2099-12-31 00:00:00.000000","","1000","75000","","50","75000","937516727"<endrec>
"0","2018-08-21 00:00:00.000000","","18002","CombinedBundleDJ","201000000000064005","3","TZS","CombinedBundleDJ","1","2","0","2020-12-31 00:00:00.000000","0","1000","40000","0","50","40000","937516760"<endrec>
"0","2018-08-21 00:00:00.000000","","19001","CombinedBundleDJ1","201000000000029004","3","TZS","CombinedBundleDJ1","1","2","0","2020-12-31 00:00:00.000000","0","1000","40000","0","50","40000","937516762"<endrec>
"0","2018-08-21 00:00:00.000000","","19001","CombinedBundleDJ1","201000000000029004","3","TZS","CombinedBundleDJ1","1","2","0","2020-12-31 00:00:00.000000","0","1000","40000","0","50","40000","937516763"<endrec>
"1","2018-08-21 00:00:00.000000","","19001","CombinedBundleDJ1","201000000000029004","3","TZS","CombinedBundleDJ1","1","2","0","2020-12-31 00:00:00.000000","0","1000","40000","0","50","40000","937516764"<endrec>
"1","2018-08-21 00:00:00.000000","","18002","CombinedBundleDJ","201000000000064005","3","TZS","CombinedBundleDJ","1","2","0","2020-12-31 00:00:00.000000","0","1000","40000","0","30","40000","937516767"<endrec>
"1","2018-08-22 00:00:00.000000","","19001","CombinedBundleDJ1","201000000000029004","3","TZS","CombinedBundleDJ1","1","2","-1","2020-12-31 00:00:00.000000","0","1000","40000","0","50","40000","937516768"<endrec>
"1","2018-08-22 00:00:00.000000","","19001","CombinedBundleDJ1","201000000000029004","3","TZS","CombinedBundleDJ1","1","2","-1","2020-12-31 00:00:00.000000","0","1000","40000","0","50","40000","937516770"<endrec>
"1","2018-08-22 00:00:00.000000","","19001","CombinedBundleDJ1","201000000000029004","3","TZS","CombinedBundleDJ1","1","2","-1","2020-12-31 00:00:00.000000","0","1000","40000","0","30","40000","937516771"<endrec>
"0","2018-08-30 00:00:00.000000","","19002","CombinedBundleQQ","201000000000172001","3","TZS","CombinedBundleQQ","1","2","0","2020-10-05 00:00:00.000000","0","1000","40000","0","50","40000","937517729"<endrec>
"1","2018-08-23 00:00:00.000000","","20001","InternalBundle7364","","1","TZS","InternalBundle7364","10","1","0","2099-12-31 00:00:00.000000","","1000","1000","","30","1000","937517730"<endrec>
"0","2018-08-23 00:00:00.000000","","19002","CombinedBundleQQ","201000000000172001","3","TZS","CombinedBundleQQ","1","2","0","2020-10-05 00:00:00.000000","0","1000","40000","0","50","40000","937518725"<endrec>
"0","2018-08-31 00:00:00.000000","","1025","AJ1","","1","TZS","","3","2","3","2019-05-31 00:00:00.000000","","1000","10000","","50","10000","937523725"<endrec>
"0","2018-09-07 00:00:00.000000","","21001","Customer Bundle Default Assignable check","","1","TZS","","100","1","0","2099-12-31 00:00:00.000000","","1000","0","","30","0","937526746"<endrec>
"1","2018-09-11 00:00:00.000000","","7012","Bundle_Test6ma","","1","TZS","","1","1","-1","2099-12-31 00:00:00.000000","","1000","30000","","50","30000","937527753"<endrec>
"0","2018-09-12 00:00:00.000000","","2001","Bundle01","","1","TZS","","10","1","10","2018-09-12 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937528730"<endrec>
"0","2018-09-12 00:00:00.000000","","2001","Bundle01","","1","TZS","","1","1","10","2018-09-12 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937528732"<endrec>
"1","2018-09-12 00:00:00.000000","","2001","Bundle01","","1","TZS","","1","1","10","2018-09-12 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937528733"<endrec>
"1","2018-09-12 00:00:00.000000","","7002","Bundle_22","","1","TZS","","1","1","1","2099-12-31 00:00:00.000000","","1000","30000","","30","30000","937528739"<endrec>
"0","2018-09-14 00:00:00.000000","","1025","AJ1","","1","TZS","","3","2","3","2019-05-31 00:00:00.000000","","1000","10000","","50","10000","937529735"<endrec>
"1","2018-09-14 00:00:00.000000","","22001","BundleVol","","1","TZS","BundleVol","2","1","0","2099-12-31 00:00:00.000000","","1000","500","","30","500","937529736"<endrec>
"1","2018-09-14 00:00:00.000000","","2001","Bundle01","","1","TZS","","1","1","10","2018-09-14 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937529737"<endrec>
"0","2018-09-18 00:00:00.000000","","23001","AJ2","","1","TZS","","30","1","0","2019-05-31 00:00:00.000000","","1000","10000","","30","10000","937530725"<endrec>
"1","2018-09-19 00:00:00.000000","","7012","Bundle_Test6ma","","1","TZS","Bundle_Test6ma","1","1","-1","2099-12-31 00:00:00.000000","","1000","30000","","50","30000","937532739"<endrec>
"0","2018-09-27 00:00:00.000000","","24001","bundle100","","1","TZS","","1","1","0","2099-12-31 00:00:00.000000","","1000","10000","","50","10000","937533769"<endrec>
"0","2018-09-27 00:00:00.000000","","24002","smbundle100","","1","TZS","","30","1","0","2099-12-31 00:00:00.000000","","1000","10000","","50","10000","937533806"<endrec>
"0","2018-09-28 00:00:00.000000","","24003","bundle101","","1","TZS","","1","1","0","2018-09-28 00:00:00.000000","","1000","10000","","50","10000","937533821"<endrec>
"0","2018-09-28 00:00:00.000000","","24004","smbundle101","","1","TZS","","1","1","0","2018-09-28 00:00:00.000000","","1000","10000","","50","10000","937533822"<endrec>
"0","2018-09-28 00:00:00.000000","","24005","ExternalBundle154","201000000000064005","2","TZS","","","","","2099-12-31 00:00:00.000000","0","1000|7000|5000","","0","30","0","937533832"<endrec>
"0","2018-09-28 00:00:00.000000","","5001","Test bundle MNO org","201000000000029004","2","TZS","","","","","2099-12-31 00:00:00.000000","50000","5000","","1","50","50000","937533833"<endrec>
"0","2018-09-30 00:00:00.000000","","24002","smbundle100","","1","TZS","","30","1","0","2099-12-31 00:00:00.000000","","1000","1000","","50","1000","937535728"<endrec>
"0","2018-09-30 00:00:00.000000","","24004","smbundle101","","1","TZS","","1","1","0","2018-09-30 00:00:00.000000","","1000","1000","","50","1000","937535729"<endrec>
"0","2018-09-30 00:00:00.000000","","24003","bundle101","","1","TZS","","1","1","-1","2018-09-30 00:00:00.000000","","1000","1000","","50","1000","937535730"<endrec>
"1","2018-09-30 00:00:00.000000","","24003","bundle101","","1","TZS","","1","1","-1","2018-09-30 00:00:00.000000","","1000","1000","","30","1000","937535731"<endrec>
"1","2018-09-30 00:00:00.000000","","25001","smbundle102","","1","TZS","","1","1","-1","2099-12-31 00:00:00.000000","","1000","1000","","50","1000","937535732"<endrec>
"0","2018-09-30 00:00:00.000000","","24001","bundle100","","1","TZS","","1","1","0","2099-12-31 00:00:00.000000","","1000","1000","","50","1000","937535733"<endrec>
"0","2018-10-08 00:00:00.000000","","24004","smbundle101","","1","TZS","","1","1","0","2018-10-09 00:00:00.000000","","1000","1000","","30","1000","937535921"<endrec>
"0","2018-10-17 00:00:00.000000","","24002","smbundle100","","1","TZS","","30","1","0","2099-12-31 00:00:00.000000","","1000","1000","","30","1000","937538732"<endrec>
"1","2018-10-17 00:00:00.000000","","25001","smbundle102","","1","TZS","","1","1","-1","2099-12-31 00:00:00.000000","","1000","1000","","30","1000","937538733"<endrec>
"0","2018-10-19 00:00:00.000000","","26001","TestNewBundle1","","1","TZS","","10","3","0","2099-12-31 00:00:00.000000","","1000|5000","10000","","30","10000","937539790"<endrec>
"0","2018-10-31 00:00:00.000000","","2004","Bundleorganization","","1","TZS","","10","1","10","2019-11-20 00:00:00.000000","","1000|7000|5000","0","","50","0","937539835"<endrec>
"0","2018-10-25 00:00:00.000000","","2004","Bundleorganization","","1","TZS","","10","1","10","2019-11-20 00:00:00.000000","","1000|7000|5000","0","","30","0","937539836"<endrec>
"1","2018-10-25 00:00:00.000000","","2001","Bundle01","","1","TZS","","1","1","10","2020-09-14 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937539838"<endrec>
"0","2018-10-25 00:00:00.000000","","26002","BundleMM","","1","TZS","","1","1","1","2099-12-31 00:00:00.000000","","1000|5000","0","","50","0","937539848"<endrec>
"0","2018-10-25 00:00:00.000000","","26002","BundleMM","","1","TZS","","1","1","1","2099-12-31 00:00:00.000000","","1000|5000","0","","30","0","937539849"<endrec>
"0","2018-11-27 00:00:00.000000","","4002","customer bundle_1","","1","TZS","customer bundle_1","1","1","1","2018-12-10 00:00:00.000000","","1000","1000","","10","1000","937548755"<endrec>
"0","2018-11-27 00:00:00.000000","","18001","BundleDJ","","1","TZS","","2","1","0","2018-12-18 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937548756"<endrec>
"1","2018-12-18 00:00:00.000000","","1014","Customer external bundle Liberty mbonga voice auto renew","201000000000064005","2","TZS","Liberty mbonga voice","","","","2099-12-31 00:00:00.000000","0","1000","","1","30","0","937555734"<endrec>
"1","2019-01-11 00:00:00.000000","","27001","Bundle123","","1","TZS","","25","1","25","2099-12-31 00:00:00.000000","","1000|7000|5000","0","","30","0","937567729"<endrec>
"1","2019-01-11 00:00:00.000000","","2001","Bundle01","","1","TZS","","1","1","10","2020-09-14 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937567730"<endrec>
"1","2019-01-11 00:00:00.000000","","2001","Bundle01","","1","TZS","","1","1","10","2020-09-14 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937567731"<endrec>
"0","2019-01-22 00:00:00.000000","","1002","basic customer bundle no renewal 2 days (Service)","","1","TZS","service based eg send money p2p quota should be either reg or unreg withdraw should be all forms of withdrawal (check service to see which reason types are covered)","2","1","0","2019-01-23 00:00:00.000000","","1000","500000","","50","500000","937569754"<endrec>
"0","2019-01-22 00:00:00.000000","","1002","basic customer bundle no renewal 2 days (Service)","","1","TZS","service based eg send money p2p quota should be either reg or unreg withdraw should be all forms of withdrawal (check service to see which reason types are covered)","2","1","0","2019-01-23 00:00:00.000000","","1000","500000","","30","500000","937569755"<endrec>
"1","2019-01-22 00:00:00.000000","","1009","basic customer bundle 2 days renewal next day after expiry (service)","","1","TZS","basic customer bundle 2 days renewal next day after expiry (service)","2","1","-1","2019-01-23 00:00:00.000000","","1000","35000","","30","35000","937569756"<endrec>
"1","2019-01-22 00:00:00.000000","","2001","Bundle01","","1","TZS","","1","1","10","2020-09-14 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937569759"<endrec>
"1","2019-01-22 00:00:00.000000","","2001","Bundle01","","1","TZS","","1","1","10","2020-09-14 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937569760"<endrec>
"0","2019-01-22 00:00:00.000000","","1025","AJ1","","1","TZS","","1","1","1","2019-01-22 00:00:00.000000","","1000","10000","","50","10000","937569762"<endrec>
"0","2019-01-22 00:00:00.000000","","1025","AJ1","","1","TZS","","1","1","1","2019-01-22 00:00:00.000000","","1000","10000","","50","10000","937569763"<endrec>
"0","2019-01-22 00:00:00.000000","","24001","bundle100","","1","TZS","","1","1","0","2019-01-22 00:00:00.000000","","1000","1000","","30","1000","937569764"<endrec>
"1","2019-01-22 00:00:00.000000","","2001","Bundle01","","1","TZS","","1","1","10","2019-01-22 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937569765"<endrec>
"0","2019-01-24 00:00:00.000000","","14002","test1234","","1","TZS","","1","1","0","2099-12-31 00:00:00.000000","","1000|5000","10000","","30","10000","937570730"<endrec>
"0","2019-01-24 00:00:00.000000","","1","basic customer bundle no renewal 5 days (reason type)","","1","TZS","p2p, withdrawals","2","1","0","2020-11-08 00:00:00.000000","","1000","500000","","50","500000","937570731"<endrec>
"0","2019-01-24 00:00:00.000000","","1","basic customer bundle no renewal 5 days (reason type)","","1","TZS","p2p, withdrawals","2","1","0","2020-11-08 00:00:00.000000","","1000|5000","500000","","50","500000","937570732"<endrec>
"0","2019-01-24 00:00:00.000000","","1","basic customer bundle no renewal 5 days (reason type)","","1","TZS","p2p, withdrawals","2","1","0","2020-11-08 00:00:00.000000","","1000|5000","500000","","30","500000","937570733"<endrec>
"0","2019-01-24 00:00:00.000000","","28001","TestMadushika","","1","TZS","","25","2","0","2099-12-31 00:00:00.000000","","1000|5000","10000","","30","10000","937570736"<endrec>
"0","2019-01-31 00:00:00.000000","","29001","Bundle_PresentDayExpiration","","1","TZS","","1","1","0","2019-01-31 00:00:00.000000","","1000","3000","","30","3000","937571725"<endrec>
"0","2019-12-03 00:00:00.000000","","29002","MNO External Test Roshan","201000000000029004","2","TZS","","","","","2099-12-31 00:00:00.000000","0","1000","","1","10","0","937571755"<endrec>
"1","2019-02-22 00:00:00.000000","","2001","Bundle01","","1","TZS","","1","1","10","2019-03-31 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937574775"<endrec>
"0","2019-02-22 00:00:00.000000","","30001","bundle200","","1","TZS","","30","1","1","2019-02-22 00:00:00.000000","","1000","1000","","50","1000","937574776"<endrec>
"0","2019-02-22 00:00:00.000000","","30001","bundle200","","1","TZS","","30","1","0","2019-02-22 00:00:00.000000","","1000","1000","","50","1000","937574778"<endrec>
"0","2019-02-22 00:00:00.000000","","30002","bundle201","","1","TZS","","30","1","0","2019-02-23 00:00:00.000000","","1000","1000","","50","1000","937574779"<endrec>
"0","2019-02-22 00:00:00.000000","","30002","bundle201","","1","TZS","","30","1","0","2019-02-25 00:00:00.000000","","1000","1000","","50","1000","937574780"<endrec>
"0","2019-02-22 00:00:00.000000","","30002","bundle201","","1","TZS","","30","1","0","2019-03-31 00:00:00.000000","","1000","1000","","50","1000","937574781"<endrec>
"0","2019-02-25 00:00:00.000000","","30001","bundle200","","1","TZS","","30","1","0","2019-02-25 00:00:00.000000","","1000","1000","","50","1000","937575765"<endrec>
"0","2019-02-25 00:00:00.000000","","30001","bundle200","","1","TZS","","30","1","1","2019-02-25 00:00:00.000000","","1000","1000","","30","1000","937575766"<endrec>
"0","2019-02-26 00:00:00.000000","","1025","AJ1","","1","TZS","","1","1","1","2020-01-31 00:00:00.000000","","1000","10000","","30","10000","937580759"<endrec>
"0","2019-02-27 00:00:00.000000","","1002","basic customer bundle no renewal 2 days (Service)","","1","TZS","service based eg send money p2p quota should be either reg or unreg withdraw should be all forms of withdrawal (check service to see which reason types are covered)","2","1","0","2019-02-27 00:00:00.000000","","1000","500000","","10","500000","937583765"<endrec>
"0","2019-03-01 00:00:00.000000","","31001","bundle300","","1","TZS","","30","1","1","2099-12-31 00:00:00.000000","","1000","1000","","50","1000","937583794"<endrec>
"0","2019-03-01 00:00:00.000000","","31002","Combined_Maheshi","201000000000064005","2","TZS","Combined_Maheshi","","","","2099-12-31 00:00:00.000000","0","1000","","0","30","0","937583798"<endrec>
"0","2019-03-05 00:00:00.000000","","31003","Bundle_testting","201000000000064005","3","TZS","","10","1","5","2099-12-31 00:00:00.000000","2000","1000","10000","1","30","12000","937583875"<endrec>
"0","2019-03-06 00:00:00.000000","","18001","BundleDJ","","1","TZS","","2","1","0","2019-03-29 00:00:00.000000","","1000|7000|5000","2000","","30","2000","937583891"<endrec>
"0","2019-03-06 00:00:00.000000","","19002","CombinedBundleQQ","201000000000172001","3","TZS","CombinedBundleQQ","1","2","0","2020-10-05 00:00:00.000000","0","1000","40000","0","50","40000","937583894"<endrec>
"0","2019-03-12 00:00:00.000000","","32001","ExternalBundle126","201000000000064005","2","TZS","","","","","2099-12-31 00:00:00.000000","0","1000","","0","30","0","937585786"<endrec>
"0","2019-03-21 00:00:00.000000","","33001","bundle210","","1","TZS","","30","1","0","2019-03-21 00:00:00.000000","","1000","1000","","50","1000","937589762"<endrec>
"1","2019-03-21 00:00:00.000000","","33002","BundleMaheshi","","1","TZS","","1","1","10","2019-03-21 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937589765"<endrec>
"0","2019-03-22 00:00:00.000000","","33001","bundle210","","1","TZS","","30","1","0","2019-03-22 00:00:00.000000","","1000","1000","","50","1000","937589768"<endrec>
"1","2019-03-22 00:00:00.000000","","33002","BundleMaheshi","","1","TZS","","1","1","10","2019-03-22 00:00:00.000000","","1000|7000|5000","2000","","50","2000","937589769"<endrec>
"1","2019-03-22 00:00:00.000000","","33003","BundleMaheshi0322","","1","TZS","","1","1","10","2019-03-22 00:00:00.000000","","1000|7000|5000","2000","","30","2000","937589779"<endrec>
"0","2019-03-26 00:00:00.000000","","34001","BundleDinu","","1","TZS","","1","1","10","2019-03-26 00:00:00.000000","","1000|7000|5000","2000","","30","2000","937591764"<endrec>
"0","2019-04-03 00:00:00.000000","","30002","bundle201","","1","TZS","","30","1","0","2019-04-30 00:00:00.000000","","1000","1000","","50","1000","937594797"<endrec>
"0","2019-04-03 00:00:00.000000","","30002","bundle201","","1","TZS","","30","1","0","2019-05-03 00:00:00.000000","","1000","1000","","50","1000","937594798"<endrec>
"0","2019-04-03 00:00:00.000000","","30002","bundle201","","1","TZS","","30","1","0","2019-05-03 00:00:00.000000","","1000","1000","","50","1000","937594799"<endrec>
"0","2019-04-03 00:00:00.000000","","30002","bundle201","","1","TZS","","30","1","0","2019-05-03 00:00:00.000000","","1000","1000","","50","1000","937594800"<endrec>
"0","2019-04-08 00:00:00.000000","","30002","bundle201","","1","TZS","","30","1","0","2019-09-08 00:00:00.000000","","1000","1000","","30","1000","937594836"<endrec>
"0","2019-04-12 00:00:00.000000","","31001","bundle300","","1","TZS","","30","1","1","2099-12-31 00:00:00.000000","","1000","1000","","30","1000","937595765"<endrec>
"0","2019-04-16 00:00:00.000000","","19002","CombinedBundleQQ","201000000000172001","3","TZS","CombinedBundleQQ","1","2","0","2020-10-05 00:00:00.000000","10000","1000","40000","1","30","50000","937595791"<endrec>
"0","2019-04-16 00:00:00.000000","","6001","BundleExternal","201000000000029004","2","TZS","","","","","2099-12-31 00:00:00.000000","10000","1000","","1","30","10000","937595792"<endrec>
"0","2019-04-25 00:00:00.000000","","33001","bundle210","","1","TZS","","30","1","0","2019-04-25 00:00:00.000000","","1000","1000","","50","1000","937597784"<endrec>
"0","2019-04-25 00:00:00.000000","","33001","bundle210","","1","TZS","","30","1","0","2019-04-26 00:00:00.000000","","1000","1000","","50","1000","937597785"<endrec>
"0","2019-04-25 00:00:00.000000","","33001","bundle210","","1","TZS","","30","1","0","2019-04-30 00:00:00.000000","","1000","1000","","50","1000","937597786"<endrec>
"0","2019-04-25 00:00:00.000000","","33001","bundle210","","1","TZS","","1","1","0","2019-04-27 00:00:00.000000","","1000","1000","","30","1000","937597787"<endrec>
"0","2019-04-25 00:00:00.000000","","35001","bundle400","","1","TZS","","30","1","0","2099-12-31 00:00:00.000000","","1000","1000","","30","1000","937597788"<endrec>
"0","2019-04-29 00:00:00.000000","","36001","Customer p2p service 1 week combined liberty mb100 with external split Test","201000000000064005","3","TZS","Customer p2p service 1 week","1","2","0","2099-12-31 00:00:00.000000","0","1000","5000","0","30","5000","937600759"<endrec>
"1","2019-05-02 00:00:00.000000","","7012","Bundle_Test6ma","","1","TZS","Bundle_Test6ma","1","1","-1","2099-12-31 00:00:00.000000","","1000","30000","","30","30000","937601771"<endrec>
"0","2019-05-09 00:00:00.000000","","5001","Test bundle MNO org","201000000000029004","2","TZS","","","","","2099-12-31 00:00:00.000000","50000","5000","","1","50","50000","937604760"<endrec>
