DATA_DICT_KEY,DATA_DICT_VALUE,DISPLAY_ORDER,IS_EDITABLE,LOAD_DATA_TS,NAME,STATUS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        <endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","RESET_ORGANIZATION_OPERATOR_PASSWORD","106","N","","Reset Organization Operator Password","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","RESET_ORGANIZATION_OPERATOR_PIN","107","N","","Reset Organization Operator PIN","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","RESET_ORGANIZATION_OPERATOR_SECRET_WORD","108","N","","Reset Organization Operator Secret Word","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","RESET_SIM","130","N","","Reset SIM","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","RESET_SP_OPERATOR_PASSWORD","109","N","","Reset SP Operator Password","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","RESURRECT_SIM","131","N","","Resurrect SIM","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","RETRIEVE_ORGANIZATION_OPERATOR_PASSWORD","110","N","","Retrieve Organization Operator Password","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","RETRIEVE_SP_OPERATOR_PASSWORD","111","N","","Retrieve SP Operator Password","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","REUSE_SIM","129","N","","Reuse SIM","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SEND_EMAIL","159","N","","Send Email","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SEND_MENU_DATA","136","N","","Send Menu Data","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SEND_OD_NOTIFICATION","696","N","","Send OD Notification","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SEND_OD_STATEMENT_NOTIFICATION","1317","N","","Send OD Statement Notification","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SEND_SMS","137","N","","Send SMS","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SET_CONDITION_READ","1005","N","","SetConditionRead","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SET_DISPUTE_FLAG","586","N","","Set Dispute Flag","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SET_IDENTITY_BANK_ACCOUNT","594","N","","Set Identity Bank Account","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SET_ORG_OPERATOR_API_PASSWORD","155","N","","Set Organization Operator API Password","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SET_SP_OPERATOR_API_PASSWORD","156","N","","Set SP Operator API Password","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SP_LOOKUP","178","N","","SP look up","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SP_LOOKUP_RESEPONE","179","N","","SP look up response","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SUBSCRIBE_SAVING_PLAN_FOR_CUSTOMER","617","N","","Subscribe Saving Plan For Customer","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SUBSCRIBE_SAVING_PLAN_FOR_GROUP","619","N","","Subscribe Saving Plan For Group","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SUBSCRIBE_SAVING_PLAN_FOR_ORG","618","N","","Subscribe Saving Plan For Org","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SUSPEND_CUSTOMER_CC_STATUS","112","N","","Suspend Customer CC Status","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SUSPEND_FSI_LINK","187","N","","Suspend FSI Link","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","SUSPEND_ORGANIZATION_OPERATOR_CC_STATUS","113","N","","Suspend Organization Operator CC Status","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","TRANSACTION_STATUS_QUERY","153","N","","Transaction Status Query","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","TRANSFER_POINT","638","N","","Transfer Points","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","TransactionUsingOverdraft","1320","N","","Transaction Using Overdraft","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UNLINK_FSI_LINK","152","N","","Unlink FSI Link","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UNLINK_IDENTITIES","610","N","","Unlink Identities","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UNLINK_NFC_TAG","649","N","","Unlink NFC Tag","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UNLOCK_CUSTOMER_API_PASSWORD","581","N","","Unlock Customer API Password","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UNLOCK_CUSTOMER_PIN","114","N","","Unlock Customer PIN","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UNLOCK_ORGANIZATION_OPERATOR_PASSWORD","115","N","","Unlock Organization Operator Password","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UNLOCK_ORGANIZATION_OPERATOR_PIN","116","N","","Unlock Organization Operator PIN","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UNLOCK_ORG_OPERATOR_API_PASSWORD","158","N","","Unlock Organization Operator API Password","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UNLOCK_SP_OPERATOR_API_PASSWORD","157","N","","Unlock SP Operator API Password","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UNLOCK_SP_OPERATOR_PASSWORD","117","N","","Unlock SP Operator Password","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UNSUBSCRIBE_SAVING_PLAN_FOR_CUSTOMER","614","N","","UnSubscribe Saving Plan For Customer","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UNSUBSCRIBE_SAVING_PLAN_FOR_GROUP","616","N","","UnSubscribe Saving Plan For Group","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UNSUBSCRIBE_SAVING_PLAN_FOR_ORG","615","N","","UnSubscribe Saving Plan For Org","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UPDATE_CUSTOMERFF","688","N","","Update CustomerFF","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UPDATE_CUSTOMER_BENEFICIARY","657","N","","Update Customer Beneficiary","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UPDATE_CUSTOMER_DEVICE_STATUS","118","N","","Update Customer Device Status","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UPDATE_DORMANT_SCHEDULE","1001","N","","Update Dormant Schedule","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UPDATE_ICCID","1005","N","","Update ICCID","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UPDATE_IDENTITY_BANK_ACCOUNT_INFO","677","N","","Update Identity Bank Account Info","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UPDATE_MENU","133","N","","Update Menu","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UPDATE_ORG_ADV","605","N","","Change Organization Advertisement","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UPDATE_PREF_CONTACT","692","N","","Update Preferred Contact","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UPDATE_STATIC_QRCODE_STATUS","683","N","","Update Static QRCode Status","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.IDENTITYMNG","UPGRADE_CUSTOMER","120","N","","Upgrade Customer","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","EXPORT_ACCOUNT_NO_DETAILS","121","N","","Export Account No Details","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ACCUMULATOR","46","N","","Query Accumulator","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ACCUMULATOR_LIST","150","N","","Query Identity Accumulators","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ALL_ORGANIZATION_OPERATORS","149","N","","Query All Organization Operators","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_APPROVAL_INFO","61","N","","Query Approval Info","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_AVAILABLE_REMINDERS","114","N","","Query Available Reminders","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_BALANCE","1","N","","Query Balance","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_BILL","136","N","","Query Bill","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_BILL_ISSUER","111","N","","Query Bill Issuer","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CASH_STATEMENT","2","N","","Query Cash Statement","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_COUPON_TYPE_LIST","122","N","","Query Coupon List","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CUSTOMERFF","130","N","","Query CustomerFF","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CUSTOMER_ACCOUNTSTATEMENTS","51","N","","Query Customer AccountStatements","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CUSTOMER_BUNDLE_DETAILS","78","N","","Query Customer Bundle Details","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CUSTOMER_BUNDLE_LIST","75","N","","Query Customer Bundle List","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CUSTOMER_COUPON_LIST","116","N","","Query Coupon List","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CUSTOMER_IDENTITY_BUNDLE_DETAILS","84","N","","Query Customer Identity Bundle Details","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CUSTOMER_IDENTITY_BUNDLE_LIST","81","N","","Query Customer Identity Bundle List","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CUSTOMER_INFO","34","N","","Query Customer Basic Info","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CUSTOMER_KYC","35","N","","Query Customer KYC","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CUSTOMER_POINT","64","N","","Query Customer Point","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CUSTOMER_POINT_STATEMENT","66","N","","Query Customer Point Statement","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CUSTOMER_PRODUCTS","36","N","","Query Customer Products","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CUSTOMER_PROMOTION_LIST","117","N","","Query Promotion List","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CUSTOMER_STATE_TAG","133","N","","Query Customer State Tag","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CUSTOMER_TRANSACTIONS","49","N","","Query Customer Transactions","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CUST_CNS_FLAG","115","N","","Query Customer CNS Flag","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_CUST_QUESTION","140","N","","Query Customer Question","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_DAILY_ACCOUNT_STATEMENT","137","N","","Query Daily Account Statement","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_DIRECTDEBIT_MANDATE","88","N","","Query Direct Debit Mandate By Payer","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_DIRECT_DEBIT_MANDATE_BY_PAYEE","90","N","","Query Direct Debit Mandate By Payee","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_DIRECT_DEBIT_MANDATE_BY_PAYER","91","N","","Query Direct Debit Mandate By Payer","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_FI_BANK_CARD_ATTR_LIST","148","N","","Query FI Bank Card Attr List","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_GROUP_ACCOUNTSTATEMENTS","68","N","","Query Group AccountStatements","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_GROUP_BALANCE","58","N","","Query Group Balance","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_GROUP_BUNDLE_DETAILS","79","N","","Query Group Bundle Details","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_GROUP_BUNDLE_LIST","76","N","","Query Group Bundle List","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_GROUP_IDENTITY_BUNDLE_DETAILS","85","N","","Query Group Identity Bundle Details","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_GROUP_IDENTITY_BUNDLE_LIST","82","N","","Query Group Identity Bundle List","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_GROUP_INFO","73","N","","Query Group Info","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_GROUP_KYC","72","N","","Query Group KYC","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_GROUP_LIST","59","N","","Query Group List","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_GROUP_MEMBER","60","N","","Query Group Member","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_GROUP_TRANSACTIONS","69","N","","Query Group Transactions","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_IDENTITY_BANK_ACCOUNT","100","N","","Query Identity Bank Account","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_IDENTITY_BANK_ACCOUNT_LIST","145","N","","Query Identity Bank Account List","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_IDENTITY_BANK_ACCOUNT_LOOKUP","94","N","","Query Identity Bank Account Lookup","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_IDENTITY_BANK_ACCOUNT_LOOKUP_LIST","146","N","","Query Identity Bank Card Lookup List","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_IDENTITY_BANK_CARD","143","N","","Query Identity Bank Card","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_IDENTITY_BANK_CARD_LIST","144","N","","Query Identity Bank Card List","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_IDENTITY_BANK_LIST","147","N","","Query Identity Bank List","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_IDENTITY_BUNDLE","104","N","","QueryIdentityBundle","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_IDENTITY_LIMIT_REMAINING","135","N","","Query Identity Limit Usage","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_IDENTIY_NAME","124","N","","Query Identity Name","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_INDIVIDUAL_REMINDER_SCHEDULE","98","N","","Query Reminder Schedule List","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_INDIVIDUAL_REMINDER_SCHEDULE_DETAILS","99","N","","Query Reminder Schedule Details","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_LIST_ORGANIZATIONS","125","N","","List Organizations","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_LOYALTY_ACCOUNT","105","N","","Query Loyalty Account","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_LOYALTY_ACCOUNT_STATEMENT","106","N","","Query Loyalty Account Statement","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_MASKED_MSISDN","48","N","","Query MSISDN or Masked MSISDN","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_MERCHANT_INFO_BY_QR","127","N","","Query Merchant Info by QR Code","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_MERCHANT_STATIC_QRCODE","126","N","","Query Merchant Static QRCode","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_O2CLINK","45","N","","Query O2CLink","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_OD_CONTRACT","1316","N","","Query OD Contract","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_OD_INFORMATION","1314","N","","Query OD Information","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_OD_STATEMENT","1315","N","","Query OD Statement","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORGANIZATION_ACCOUNTSTATEMENTS","52","N","","Query Organization AccountStatements","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORGANIZATION_CHILDSTORES","46","N","","Query Organization ChildStores","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORGANIZATION_KYC","37","N","","Query Organization KYC","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORGANIZATION_OPERATORS","47","N","","Query Org Operators","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORGANIZATION_OPERATOR_INFO","44","N","","Query Org Operator Info","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORGANIZATION_OPERATOR_KYC","42","N","","Query Org Operator KYC","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORGANIZATION_POINT","65","N","","Query Organization Point","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORGANIZATION_POINT_STATEMENT","67","N","","Query Organization Point Statement","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORGANIZATION_PRODUCTS","38","N","","Query Organization Products","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORGANIZATION_STATE_TAG","134","N","","Query Org State Tag","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORGANIZATION_TILLS","39","N","","Query Organization Tills","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORGANIZATION_TRANSACTIONS","50","N","","Query Organization Transactions","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORG_BENEFICIARY","141","N","","Lookup Org Beneficiary","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORG_BUNDLE_DETAILS","80","N","","QueryOrgBundleDetails","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORG_BUNDLE_LIST","77","N","","Query Org Bundle List","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORG_IDENTITY_BUNDLE_DETAILS","86","N","","Query Org Identity Bundle Details","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORG_IDENTITY_BUNDLE_LIST","83","N","","Query Org Identity Bundle List","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORG_INFO","40","N","","Query Organization Basic Info","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_ORG_OP_CNS_FLAG","132","N","","Query Organization Operator CNS Flag","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_PREF_CONTACT","131","N","","Query Prefferred Contact","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_REDEEM_BALANCE_RATE","109","N","","QueryRedeemBalanceRate","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_REMINDER_SCHEDULE","89","N","","View Schedule","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_RESULT_MESSAGE","54","N","","Query Result Message","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_SAVING_PLAN_FOR_CUSTOMER","101","N","","Query Saving Plan For Customer","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_SAVING_PLAN_FOR_GROUP","102","N","","Query Saving Plan For Group","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_SAVING_PLAN_FOR_ORGANIZATION","103","N","","Query Saving Plan For Organization","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_SIM_CARD_QUANTITY","119","N","","Query SIM Card Quantity","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_SIM_CARD_STATUS","120","N","","Query SIM Card Status","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_SP_BUNDLE","110","N","","Query SP Bundle","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_SP_OPERATORS","118","N","","Query SP Operators","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_TILL_INFO","43","N","","Query Till Info","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_TILL_PRODUCTS","41","N","","Query Till Products","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_TRANSACTION_RESTRICTION_CONFIGURATION","200","N","","Query Transaction Restriction Configuration","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","QUERY_TXNTYPE","142","N","","Query TxnType","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","Query_My_Static_QR_Code","129","N","","Query My static QR Code","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","REFRESH_INCENTIVE_PAYMENT_STATUS","112","N","","Refresh Incentive Payment Status","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","SEARCH_BANK","3","N","","Search Bank","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","SEARCH_CUSTOMER","4","N","","Search Customer","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","SEARCH_CUSTOMER_REFUND","68","N","","Search for Refund","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","SEARCH_DATA_EXTRACTOR","5","N","","Search Data Extractor","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","SEARCH_FOR_REFUND","71","N","","Search For Refund","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","SEARCH_GROUP","63","N","","Search Group","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","SEARCH_INTEREST","123","N","","Search Interest","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","SEARCH_INVOICE","95","N","","Search Invoice","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","SEARCH_ORGANIZATION","6","N","","Search Organization","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","SEARCH_ORGANIZATION_OPERATOR","7","N","","Search Organization Operator","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","SEARCH_PERSON","70","N","","Search Person","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","SEARCH_SP","8","N","","Search SP","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","SEARCH_SP_OPERATOR","9","N","","Search SP Operator","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","SEARCH_STATIC_QRCODE","128","N","","Search Static QR-Code","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","SEARCH_TILL","10","N","","Search Till","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","SEARCH_TRANSACTION","56","N","","Search Transaction","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VERIFY_IDENTITY_TERRITORY","107","N","","Verify Identity Territory","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VERIFY_MSISDN_IDENTITY_TERRITORY","108","N","","Verify Msisdn And Identity Territory","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VIEW_ACCOUNT_DETAILS","11","N","","View Account Details","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VIEW_ACCOUNT_MANAGEMENT_AUDIT_LOG","12","N","","View Account Management Audit Log","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VIEW_ACCUMULATOR","45","N","","View Accumulator","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VIEW_BANK_DETAILS","13","N","","View Bank Details","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VIEW_C2O_LINK","31","N","","View C2O Link","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VIEW_CONFIGURATION_MANAGEMENT_AUDIT_LOG","14","N","","View Configuration Management Audit Log","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VIEW_CUSTOMER_CARE_AUDIT_LOG","15","N","","View Customer Care Audit Log","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VIEW_CUSTOMER_DETAILS","16","N","","View Customer Details","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VIEW_CUSTOMER_STATEMENT","17","N","","View Customer Statement","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VIEW_DATA_EXTRACTOR_DETAILS","18","N","","View Data Extractor Details","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VIEW_DIRECTDEBIT_MANDATE_PAYEE","97","N","","View Direct Debit Mandate By Payee","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VIEW_DIRECTDEBIT_MANDATE_PAYER","96","N","","View Direct Debit Mandate By Payer","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VIEW_DIRECT_DEBIT_MANDATE_BY_PAYEE","93","N","","View Direct Debit Mandate By Payee","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VIEW_DIRECT_DEBIT_MANDATE_BY_PAYER","92","N","","View Direct Debit Mandate By Payer","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VIEW_FINANCIAL_RECONCILIATION_AUDIT_LOG","19","N","","View Financial Reconciliation Audit Log","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VIEW_GROUP_STATEMENT","62","N","","View Group Statement","1"<endrec>
"CPS.AUDITLOG.EVENTTYPE.QUERY","VIEW_IDENTITY_MANAGEMENT_AUDIT_LOG","20","N","","View Identity Management Audit Log","1"<endrec>
