AUTHORIZ_AMOUNT,AUTHORIZ_CURRENCY,AUTHORIZ_MODE,CHANNEL,NEED_AUTHORIZ,REASON_INDEX                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      <endrec>
"0","TZS","00","1012","FALSE","10000221"<endrec>
"100","TZS","00","1012","TRUE","10000222"<endrec>
"0","TZS","00","1012","FALSE","10000226"<endrec>
"200","TZS","00","1012","TRUE","10000227"<endrec>
"0","TZS","00","1012","TRUE","10000229"<endrec>
"0","TZS","00","1012","FALSE","10000230"<endrec>
"0","TZS","00","1012","FALSE","10000232"<endrec>
"0","TZS","00","1012","FALSE","10000246"<endrec>
"0","TZS","00","1012","FALSE","10000259"<endrec>
"100","TZS","00","1012","TRUE","10000343"<endrec>
"0","TZS","00","1012","FALSE","10000349"<endrec>
"0","TZS","00","1012","FALSE","10000351"<endrec>
"0","TZS","00","1012","FALSE","10000376"<endrec>
"0","TZS","00","1012","TRUE","10002481"<endrec>
"0","TZS","00","1012","FALSE","10002625"<endrec>
"100","TZS","00","1012","TRUE","10002626"<endrec>
"0","TZS","00","1012","FALSE","10002870"<endrec>
"10000","TZS","00","1012","TRUE","10002878"<endrec>
"0","TZS","00","1012","FALSE","10002883"<endrec>
"0","USD","00","1002","FALSE","10000054"<endrec>
"0","USD","00","1002","FALSE","10000056"<endrec>
"0","USD","00","1002","FALSE","10000059"<endrec>
"0","USD","00","1002","FALSE","10000097"<endrec>
"0","USD","00","1002","FALSE","10000110"<endrec>
"0","USD","00","1002","FALSE","10002401"<endrec>
"0","USD","00","1002","FALSE","10002878"<endrec>
"0","USD","00","1002","FALSE","10003279"<endrec>
"0","USD","00","1003","FALSE","10000054"<endrec>
"0","USD","00","1003","FALSE","10000056"<endrec>
"100","USD","00","1003","TRUE","10000059"<endrec>
"0","USD","00","1003","FALSE","10000097"<endrec>
"0","USD","00","1003","FALSE","10000110"<endrec>
"0","USD","00","1003","FALSE","10002401"<endrec>
"0","USD","00","1003","FALSE","10002878"<endrec>
"0","USD","00","1003","FALSE","10003279"<endrec>
"0","USD","00","1003","FALSE","10004171"<endrec>
"0","USD","00","1005","FALSE","10000007"<endrec>
"0","USD","00","1005","FALSE","10000008"<endrec>
"0","USD","00","1005","FALSE","10000009"<endrec>
"0","USD","00","1005","FALSE","10000057"<endrec>
"0","USD","00","1005","FALSE","10000071"<endrec>
"0","USD","00","1005","FALSE","10000133"<endrec>
"0","USD","00","1005","FALSE","10000136"<endrec>
"0","USD","00","1005","FALSE","10000156"<endrec>
"0","USD","00","1005","FALSE","10000178"<endrec>
"0","USD","00","1005","FALSE","10002401"<endrec>
"0","USD","00","1005","FALSE","10002819"<endrec>
"0","USD","00","1005","FALSE","10002878"<endrec>
"0","USD","00","1005","FALSE","10003129"<endrec>
"0","USD","00","1005","FALSE","10003133"<endrec>
"0","USD","00","1005","FALSE","10003135"<endrec>
"0","USD","00","1005","FALSE","10003140"<endrec>
"0","USD","00","1005","FALSE","10003225"<endrec>
"0","USD","00","1005","FALSE","10003279"<endrec>
"0","USD","00","1005","FALSE","10003680"<endrec>
"0","USD","00","1005","FALSE","10003779"<endrec>
"0","USD","00","1005","FALSE","10004171"<endrec>
"0","USD","00","1010","FALSE","10000097"<endrec>
"0","USD","00","1010","FALSE","10000110"<endrec>
"0","USD","00","1010","FALSE","10000132"<endrec>
"0","USD","00","1010","FALSE","10000133"<endrec>
"0","USD","00","1010","FALSE","10002878"<endrec>
"0","USD","00","1010","FALSE","10003279"<endrec>
"0","USD","00","1012","FALSE","10000056"<endrec>
"0","USD","00","1012","FALSE","10000071"<endrec>
"100","USD","00","1012","TRUE","10000097"<endrec>
"0","USD","00","1012","FALSE","10000120"<endrec>
"0","USD","00","1012","FALSE","10002878"<endrec>
