CREATE_OPER_ID,CREATE_OPER_TIME,DESCRIPTION,LAST_OPER_ID,LAST_OPER_TIME,POLICY_CATEGORY,POLICY_ID,POLICY_NAME,RETRY_INTERVAL,RETRY_TIMES,STATUS,TIMEOUT_INTERVAL,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              <endrec>
"203000000000026608","2018-06-19 07:28:02.294000","","203000000000016349","2018-06-19 12:27:15.082000","1","15003","IBMnew","","","50","","937510012"<endrec>
"203000000000026608","2018-06-19 08:18:20.642000","","203000000000026608","2018-06-19 08:48:31.715000","1","15026","TestingTEP","","","50","","937510019"<endrec>
"203000000000026608","2018-06-19 08:48:24.089000","","203000000000035915","2018-12-06 13:04:19.889000","1","15026","TestingTEP","","","50","","937510029"<endrec>
"203000000000015728","2018-06-19 11:08:44.037000","","203000000000015728","2018-06-19 11:17:44.954000","1","15037","TEPDemo","","","50","","937510057"<endrec>
"203000000000015728","2018-06-19 11:17:38.196000","","203000000000015728","2018-06-19 11:17:44.986000","1","15037","TEPDemo","","","30","","937510059"<endrec>
"203000000000016349","2018-06-19 12:13:11.420000","","203000000000010811","2018-08-06 12:57:21.199000","1","15036","DemoTEP","","","50","","937510068"<endrec>
"203000000000016349","2018-06-19 12:26:59.113000","","203000000000015728","2018-06-19 14:12:42.256000","1","15003","IBMnew","","","50","","937510069"<endrec>
"203000000000015728","2018-06-19 14:12:34.369000","","203000000000035915","2019-06-19 09:29:15.776000","1","15003","IBMnew","","","50","","937510085"<endrec>
"203000000000010811","2018-08-06 12:57:15.386000","","203000000000010811","2018-08-06 13:09:53.168000","1","15036","DemoTEP","","","50","","937515881"<endrec>
"203000000000010811","2018-08-06 13:09:48.220000","","203000000000010811","2018-08-06 13:12:01.006000","1","15036","DemoTEP","","","50","","937515884"<endrec>
"203000000000010811","2018-08-06 13:11:56.323000","","203000000000010811","2018-08-06 13:46:17.690000","1","15036","DemoTEP","","","50","","937515885"<endrec>
"203000000000010811","2018-08-06 13:46:12.474000","","203000000000010811","2018-08-07 15:52:03.841000","1","15036","DemoTEP","","","50","","937515887"<endrec>
"203000000000010811","2018-08-07 15:51:55.450000","","203000000000025034","2018-08-08 11:59:10.747000","1","15036","DemoTEP","","","50","","937515912"<endrec>
"203000000000025034","2018-08-08 11:59:02.728000","","203000000000026608","2018-08-27 08:38:18.193000","1","15036","DemoTEP","","","50","","937515921"<endrec>
"203000000000026608","2018-08-27 08:38:10.033000","","203000000000010811","2018-09-10 14:49:47.366000","1","15036","DemoTEP","","","50","","937520727"<endrec>
"203000000000010811","2018-09-10 14:49:41.255000","","203000000000010811","2018-09-10 14:53:00.081000","1","15036","DemoTEP","","","50","","937527748"<endrec>
"203000000000010811","2018-09-10 14:52:53.724000","","203000000000025034","2018-09-13 11:35:52.796000","1","15036","DemoTEP","","","50","","937527749"<endrec>
"203000000000025034","2018-09-13 11:35:46.163000","","203000000000014911","2019-03-01 07:38:21.292000","1","15036","DemoTEP","","","50","","937529726"<endrec>
"203000000000014912","2018-09-18 19:39:42.763000","","203000000000014912","2018-09-18 19:39:52.315000","1","15045","TEPTest","","","30","","937531726"<endrec>
"203000000000014912","2018-09-18 20:51:24.527000","","203000000000014912","2018-09-18 21:00:57.478000","1","15046","TEPTestingNew","20","10","30","","937531735"<endrec>
"203000000000031306","2018-09-27 08:19:11.852000","","203000000000031306","2018-09-27 08:19:41.927000","1","15047","TEP157","","","30","","937533750"<endrec>
"203000000000031306","2018-09-27 08:28:26.668000","","203000000000031306","2018-09-27 08:29:54.013000","1","15048","TEP777","","","30","","937533751"<endrec>
"203000000000019116","2018-09-27 08:57:39.994000","","203000000000019116","2018-09-27 08:58:22.945000","1","15049","TEP985","","","30","","937533755"<endrec>
"203000000000019602","2018-09-27 11:39:53.754000","","203000000000019602","2018-09-27 11:43:48.934000","1","15050","TEP111","","","60","","937533774"<endrec>
"203000000000036503","2018-12-05 08:31:24.653000","","203000000000010811","2020-01-21 12:52:09.622000","1","3001","IBM Test policy","","","50","","937551727"<endrec>
"203000000000035915","2018-12-06 13:04:04.074000","","203000000000035915","2018-12-06 13:04:19.904000","1","15026","TestingTEP","","","30","","937551789"<endrec>
"203000000000014911","2019-03-01 07:38:14.876000","","203000000000014911","2019-03-01 07:38:21.301000","1","15036","DemoTEP","","","30","","937583802"<endrec>
"203000000000019116","2019-03-05 07:47:53.532000","","203000000000019116","2019-03-05 07:48:20.911000","1","15051","TEP296","","","30","","937583867"<endrec>
"203000000000019116","2019-03-05 07:58:37.976000","","203000000000019116","2019-03-05 07:59:05.585000","1","15052","TEP883","","","30","","937583868"<endrec>
"203000000000019116","2019-03-05 08:37:00.495000","","203000000000019116","2019-03-05 08:38:22.657000","1","15053","TEP489","","","60","","937583869"<endrec>
"203000000000019116","2019-03-05 08:46:40.961000","","203000000000019116","2019-03-05 08:47:10.366000","1","15054","TEP621","","","30","","937583870"<endrec>
"203000000000019116","2019-03-05 08:48:35.783000","","203000000000019116","2019-03-05 08:47:10.366000","1","15054","TEP621","","","10","","937583871"<endrec>
"203000000000019116","2019-03-05 09:04:38.312000","","203000000000019116","2019-03-05 09:05:06.338000","1","15055","TEP469","","","30","","937583872"<endrec>
"203000000000019116","2019-03-05 09:32:30.343000","","203000000000019116","2019-03-05 09:05:06.338000","1","15055","TEP469","","","10","","937583873"<endrec>
"203000000000019116","2019-03-05 10:00:31.265000","","203000000000019116","2019-03-05 10:01:02.487000","1","15056","TEP356","","","30","","937583876"<endrec>
"203000000000019602","2019-03-07 07:40:21.878000","","203000000000019602","2019-03-07 07:41:52.258000","1","15057","TEP261","","","60","","937583932"<endrec>
"203000000000019116","2019-04-25 12:10:51.599000","","203000000000019116","2019-04-25 12:11:11.797000","1","15058","TEP3493","","","30","","937598772"<endrec>
"203000000000019116","2019-04-25 12:15:21.521000","","203000000000019116","2019-04-25 12:16:15.942000","1","15059","TEP3942","","","60","","937598773"<endrec>
"203000000000019116","2019-05-09 14:54:25.373000","","203000000000019116","2019-05-09 14:54:45.862000","1","15060","TEP592","","","30","","937604762"<endrec>
"203000000000019116","2019-05-22 10:33:12.248000","","203000000000019116","2019-05-22 10:35:13.011000","1","15061","TEP581","","","60","","937607775"<endrec>
"203000000000035915","2019-06-18 13:46:02.211000","","203000000000035915","2019-06-19 09:36:52.954000","1","15003","IBMnew","","","50","","937611779"<endrec>
"203000000000035915","2019-06-18 13:52:29.916000","","203000000000035915","2019-06-19 09:33:33.128000","1","15003","IBMnew","","","50","","937611780"<endrec>
"203000000000035915","2019-06-18 13:53:47.083000","","203000000000035915","2019-06-19 09:33:23.286000","1","15003","IBMnew","","","50","","937611781"<endrec>
"203000000000035915","2019-06-18 13:58:35.126000","","203000000000016349","2018-06-07 10:22:36.567000","1","15025","IBM Test policy123","","","10","","937611782"<endrec>
"203000000000035915","2019-06-19 09:36:34.687000","","203000000000014911","2019-07-11 08:19:09.471000","1","15003","IBMnew","","","50","","937612760"<endrec>
"203000000000040410","2019-06-20 11:48:09.432000","","203000000000040410","2019-06-20 11:49:43.782000","1","15062","TEPIBMPolicy","","","50","","937612766"<endrec>
"203000000000040410","2019-06-20 11:49:24.635000","","203000000000040410","2019-06-20 11:49:43.796000","1","15062","TEPIBMPolicy","","","30","","937612767"<endrec>
"203000000000040410","2019-06-27 10:07:43.705000","","203000000000040410","2019-06-27 10:10:41.985000","1","15063","TestNew3","","","30","","937612810"<endrec>
"203000000000014912","2019-07-08 08:54:13.025000","","203000000000014912","2018-09-18 21:00:57.478000","1","15064","TEPTestNew","20","10","10","","937612844"<endrec>
"203000000000014911","2019-07-11 08:19:03.546000","","203000000000014911","2019-07-11 08:30:16.181000","1","15003","IBMnew","","","50","","937612863"<endrec>
"203000000000014911","2019-07-11 08:30:07.424000","","203000000000026608","2019-08-28 07:31:57.557000","1","15003","IBMnew","","","50","","937612864"<endrec>
"203000000000042502","2019-08-10 02:26:55.099000","","","","1","15065","TEP8336","","","10","","937619790"<endrec>
"203000000000042502","2019-08-10 02:31:37.187000","","","","1","15066","TEP8859","","","10","","937619791"<endrec>
"203000000000019116","2019-08-12 18:14:00.360000","","203000000000019116","2019-08-12 18:14:23.864000","1","15067","TEP837","","","30","","937619796"<endrec>
"203000000000019116","2019-08-12 18:34:05.844000","","203000000000019116","2019-08-12 18:35:09.107000","1","15068","TEP492","","","60","","937619798"<endrec>
"203000000000042502","2019-08-16 07:49:19.493000","","","","1","15069","TEP9234","","","10","","937619857"<endrec>
"203000000000042502","2019-08-16 07:53:44.411000","","","","1","15070","TEP1338","","","10","","937619858"<endrec>
"203000000000042502","2019-08-19 07:42:42.688000","","","","1","15071","TEP8745","","","10","","937619883"<endrec>
"203000000000042502","2019-08-19 07:52:45.956000","","","","1","15072","TEP3498","","","10","","937619884"<endrec>
"203000000000015423","2019-08-28 07:20:18.662000","test","","","1","15073","TEP87POLICY","10","10","10","1","937641840"<endrec>
"203000000000026608","2019-08-28 07:31:42.614000","","203000000000015423","2019-09-02 08:01:36.619000","1","15003","IBMnew","","","50","","937641841"<endrec>
"203000000000015423","2019-08-28 07:40:03.151000","test","203000000000015423","2019-08-28 07:40:21.849000","1","15074","SENDINGPOLICY88","10","20","30","","937641842"<endrec>
"203000000000015423","2019-08-28 12:02:17.162000","","203000000000015423","2019-08-28 12:02:34.529000","1","15075","Testing97","","","30","","937641851"<endrec>
"203000000000015423","2019-09-02 08:01:23.257000","","203000000000015423","2019-09-02 08:20:44.599000","1","15003","IBMnew","","","50","","937641888"<endrec>
"203000000000015423","2019-09-02 08:20:03.329000","","203000000000015423","2019-09-02 09:32:48.329000","1","15003","IBMnew","","","50","","937641889"<endrec>
"203000000000015423","2019-09-02 09:32:24.280000","","203000000000019121","2019-09-02 11:45:16.416000","1","15003","IBMnew","","","50","","937641893"<endrec>
"203000000000019121","2019-09-02 11:45:06.253000","","203000000000019121","2019-09-02 11:50:26.495000","1","15003","IBMnew","","","50","","937641896"<endrec>
"203000000000019121","2019-09-02 11:50:13.072000","","203000000000016349","2019-09-02 12:25:41.235000","1","15003","IBMnew","","","50","","937641897"<endrec>
"203000000000016349","2019-09-02 12:24:52.647000","","203000000000016349","2019-09-02 12:40:20.454000","1","15003","IBMnew","","","50","","937641899"<endrec>
"203000000000016349","2019-09-02 12:40:09.337000","","203000000000049111","2020-01-28 16:14:53.245000","1","15003","IBMnew","","","50","","937641900"<endrec>
"203000000000010811","2020-01-21 12:52:02.861000","","203000000000049111","2020-01-22 18:56:19.386000","1","3001","IBM Test policy","","","50","","937707768"<endrec>
"203000000000050827","2020-01-22 09:24:56.392000","Just Do IT !","203000000000050827","2020-01-22 11:24:31.131000","1","2001","Policy1","5","3","50","30","937707776"<endrec>
"203000000000050827","2020-01-22 09:56:25.597000","Just Do IT !","203000000000050827","2020-01-22 11:31:26.466000","1","2001","Policy1","5","3","50","30","937707778"<endrec>
"203000000000052209","2020-01-22 10:20:04.536000","","203000000000052209","2020-01-22 11:15:25.987000","1","15076","testkrupol","","","50","","937707780"<endrec>
"203000000000052209","2020-01-22 10:33:46.370000","","203000000000052209","2020-01-22 11:15:25.994000","1","15076","testkrupol","","","30","","937707782"<endrec>
"203000000000050827","2020-01-22 11:31:18.643000","Just Do IT !","203000000000050827","2020-01-22 11:31:26.472000","1","2001","Policy1","5","3","30","30","937707785"<endrec>
"203000000000049111","2020-01-22 18:56:09.119000","","203000000000049111","2020-01-22 18:56:19.394000","1","3001","IBM Test policy","","","30","","937707800"<endrec>
"203000000000052203","2020-01-23 12:25:31.740000","<script>alert(1)</script>","203000000000014002","2016-02-16 11:52:38.137000","1","15077","aaa","5","4","10","20","937707801"<endrec>
"203000000000049111","2020-01-28 16:14:34.849000","","203000000000010811","2020-01-28 16:27:08.818000","1","15003","IBMnew","","","50","","937707804"<endrec>
"203000000000010811","2020-01-28 16:27:02.444000","","203000000000010811","2020-01-28 16:27:08.824000","1","15003","IBMnew","","","30","","937707805"<endrec>
