APPLIED_SCENARIO,CATEGORY,ERROR_CODE,ERROR_DESCRIPTION,ERROR_DESCRIPTION_I18N_ID,LOAD_DATA_TS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"4","BTS","IC40111","Failed to modify the operator's role.","",""<endrec>
"4","BTS","IC40112","Failed to calculate the business operation fee. Error cause: {0}","",""<endrec>
"4","BTS","IC40113","Failed to assign the operator to the {0} task.","",""<endrec>
"4","BTS","IC40114","The {0} role and the {1} role are mutually exclusive and cannot be assigned to the same operator.","",""<endrec>
"4","BTS","IC40115","The {0} role is not in the available role range and cannot assigned to the operator.","",""<endrec>
"4","BTS","IC40116","When an organization operator creates a customer, the Registered by field must be set to the home organization of the operator.","",""<endrec>
"4","BTS","IC40117","The KIN CNIC and CNIC are the same.","",""<endrec>
"4","BTS","IC40118","The CNIC expiration date is earlier than the current date.","",""<endrec>
"4","BTS","IC40119","The date of birth is later than the current date.","",""<endrec>
"4","BTS","IC40120","The {0} organization type of the operator has no permission to create a customer at the {1} trust level.","",""<endrec>
"2","BTS","IC40121","Bank {0} already has the non-control account instance {1}, and no more non-control account instance can be created for the same account type.","",""<endrec>
"4","BTS","IC40122","Operation failed because the age is lower than the minimum age required by local laws.","",""<endrec>
"4","BTS","IC40123","The new Identity Sub Type {0} must be different from the old one.","",""<endrec>
"4","BTS","IC40124","Failed to authenticate the customer.","",""<endrec>
"4","BTS","IC40125","Failed to authenticate the organization operator.","",""<endrec>
"4","BTS","IC40126","The special organization cannot create operator.","",""<endrec>
"4","BTS","IC40127","Failed to authenticate the product.","",""<endrec>
"4","BTS","IC40128","Failed to authenticate the product.","",""<endrec>
"2","BTS","IC40129","After an identity's trust level is downgraded, products that do not fit the new trust level need to be deleted. If the account balance of a product to be deleted is not zero, the system displays this error message.","",""<endrec>
"2","BTS","IC40130","The downgrade operation is not allowed by the downgrade matrix.","",""<endrec>
"2","BTS","IC40131","No product can be specified during the process of downgrading an identity's trust level by modifying the KYC information.","",""<endrec>
"2","BTS","IC40132","No product is specified for the identity, and the identity's trust level has no default product.","",""<endrec>
"4","BTS","IC40133","Failed to create or upgrade the customer.","",""<endrec>
"4","BTS","IC40134","When identity identification information is created, the Expiration Time system parameter is invalid.","",""<endrec>
"4","BTS","IC40135","When customer identification information is created, the customer is not a registered customer.","",""<endrec>
"4","BTS","IC40136","The Date of Birth (DOB) format is incorrect during a CCH service.","",""<endrec>
"4","BTS","IC40137","The DOB is inconsistent with the date of birth in the KYC information","",""<endrec>
"4","BTS","IC40138","The identification information of the receiver or requester is invalid during a CCH service.","",""<endrec>
"4","BTS","IC40139","The DOB to be updated does not meet the update criteria.","",""<endrec>
"4","BTS","IC40140","Operation failed because the receiver identity's account is not in the Active state.","",""<endrec>
"4","BTS","IC40141","The receiver identity's account balance is insufficient during a CCH service.","",""<endrec>
"4","BTS","IC40142","Operation failed because the initiator has no CCH service permission during a CCH service.","",""<endrec>
"2","BTS","IC40143","The new trust level has no default charge profile, and the old charge profile is not an assignable charge profile of the new trust level.","",""<endrec>
"2","BTS","IC40144","The new trust level has no default rule profile, and the old rule profile is not an assignable rule profile of the new trust level.","",""<endrec>
"2","BTS","IC40145","When creating an organization, an operator must manually enter an identity model for the organization. Meanwhile, the system also calculates an identity model based on products selected for the organization. The two are not consistent.","",""<endrec>
"2","BTS","IC40146","The Identity Model field is left empty when a child organization is created.","",""<endrec>
"2","BTS","IC40147","The account model specified for an organization to be created has no identity model.","",""<endrec>
"4","BTS","IC40148","The customer's account has e-money and cannot be rejected for modification.","",""<endrec>
"8","BTS","IC40149","The dormant account cannot be reactivated because the customer MSISDN does not exist.","",""<endrec>
"8","BTS","IC40150","The dormant account cannot be reactivated because the customer has e-money in the SP holding account.","",""<endrec>
"8","BTS","IC40151","Failed to obtain the file from the URL.","",""<endrec>
"4","BTS","IC40152","The specified account rule profile {0} does not exist in the system or has not taken effect. Failed to authenticate the account rule profile {0}.","",""<endrec>
"4","BTS","IC40153","Failed to authenticate the charge profile.","",""<endrec>
"2","BTS","IC40154","By default, the Mobile Money system does not support the function for downgrading the trust level of an identity by modifying the KYC information. If KYC changes result in trust level downgrade, the system throws this exception.","",""<endrec>
"8","BTS","IC40155","The Reserved Balance or Unclear Balance of the account to be closed is not 0.","",""<endrec>
"4","BTS","IC40156","Role {0} to be deleted for an operator has not been assigned to the operator.","",""<endrec>
"4","BTS","IC40157","Role {0} to be assigned to an operator has already been assigned to the operator.","",""<endrec>
"4","BTS","IC40158","The bulk file contains duplicate records for role {0}.","",""<endrec>
"4","BTS","IC40159","Product {0} to be closed for an identity has not been subscribed to by the identity.","",""<endrec>
"4","BTS","IC40160","Product {0} to be added for an identity has already been subscribed to by the identity.","",""<endrec>
"4","BTS","IC40161","The bulk file contains duplicate records for product {0} to be subscribed to.","",""<endrec>
"4","BTS","IC40162","No default rule profile is configured for the current Trust Level. Failed to create or modify the identity.","",""<endrec>
"2","BTS","IC40163","The identity model of the top organization is not Mixed, and the identity models of the child organization and top organization are inconsistent.","",""<endrec>
"4","BTS","IC40164","During a CCH service, the till of the receiver is not in the Active state.","",""<endrec>
"2","BTS","IC40165","Security credential {0} does not exist.","",""<endrec>
"8","BTS","IC40166","Operation failed. The account type used by the identity has become invalid.","",""<endrec>
"8","BTS","IC40167","MNP operation failed.","",""<endrec>
"8","BTS","IC40168","MNP operation failed.","",""<endrec>
"4","BTS","IC40169","Failed to subscribe to product {0}.","",""<endrec>
"4","BTS","IC40170","The primary operator CNIC of the organization to which the current operator belongs is blacklisted.","",""<endrec>
"4","BTS","IC40171","The certificate has been revoked.","",""<endrec>
"4","BTS","IC40172","Failed to assign the role.","",""<endrec>
"4","BTS","IC40173","When the Access Channel field is set to Web for an organization operator to be created, the User Name field is mandatory.","",""<endrec>
"4","BTS","IC40174","When the Access Channel field is set to Handset for an organization operator to be created, the MSISDN field is mandatory.","",""<endrec>
"4","BTS","IC40175","The MSISDN field is empty, or the specified MSISDN does not exist.","",""<endrec>
"4","BTS","IC40176","The length of the specified MSISDN is outside of the valid range.","",""<endrec>
"4","BTS","IC40177","File {0} does not exist.","",""<endrec>
"4","BTS","IC40178","The current CNIC has been approved.","",""<endrec>
"4","BTS","IC40179","An account of the organization to be migrated has an incomplete transaction.","",""<endrec>
"4","BTS","IC40180","The new parent organization does not exist.","",""<endrec>
"4","BTS","IC40181","The new parent organization is not a franchisee.","",""<endrec>
"4","BTS","IC40182","The new parent organization is in an invalid state. Verify that the state is not New or Closed.","",""<endrec>
"4","BTS","IC40183","The organization to be migrated must not be a top organization.","",""<endrec>
"4","BTS","IC40184","The type of the organization to be migrated does not support migration.","",""<endrec>
"4","BTS","IC40185","The level of the organization to be migrated does not support migration.","",""<endrec>
"4","BTS","IC40187","The approval information is incorrect.","",""<endrec>
"4","BTS","IC40188","The new and old parent organizations are the same.","",""<endrec>
"4","BTS","IC40189","Failed to modify {0}. {0}: {1} cannot be changed to {2}.","",""<endrec>
"4","BTS","IC40190","Failed to delete the {2} attribute.","",""<endrec>
"4","BTS","IC40191","Failed to add {0}.","",""<endrec>
"6","BTS","IC40192","No record is found based on the record identifier {0}.","",""<endrec>
"6","BTS","IC40193","Multiple records are found based on the record identifier {0}.","",""<endrec>
"6","BTS","IC40194","The {0} value of the record identifier is mandatory.","",""<endrec>
"4","BTS","IC40195","Task failed.","",""<endrec>
"4","BTS","IC40196","Task failed.","",""<endrec>
"4","BTS","IC40197","Task investigation failed.","",""<endrec>
"4","BTS","IC40198","Revenue settlement failed.","",""<endrec>
"4","BTS","IC40199","Default product {1} of segment {0} is invalid.","",""<endrec>
"4","BTS","IC40200","Default product {1} of trust level {0} is invalid.","",""<endrec>
"4","BTS","IC40201","The {0} product is invalid.","",""<endrec>
"4","BTS","IC40202","The default account rule profile of segment {0} is in an invalid state or not in the validity period.","",""<endrec>
"4","BTS","IC40203","The default charge profile of segment {0} is in an invalid state or not in the validity period.","",""<endrec>
"4","BTS","IC40204","The default identity rule profile of segment {0} is in an invalid state or not in the validity period.","",""<endrec>
"4","BTS","IC40205","Failed to create the organization.","",""<endrec>
"4","BTS","IC40206","Failed to create the organization.","",""<endrec>
"4","BTS","IC40207","The task processing operation fails.","",""<endrec>
"4","BTS","IC40208","Failed to create a manual task.","",""<endrec>
"4","BTS","IC40209","MSISDN {0} is not bound to a SIM card.","",""<endrec>
"4","BTS","IC40210","MSISDN {0} has been bound to SIM card {1}.","",""<endrec>
"4","BTS","IC40211","SIM card {0} is not in the idle pool.","",""<endrec>
"4","BTS","IC40212","The entered customer birthday {0} is in an incorrect format.","",""<endrec>
"4","BTS","IC40213","The entered customer birthday ({0}) is inconsistent with the customer birthday stored in the database.","",""<endrec>
"4","BTS","IC40214","The initiator is in the Pending Change state and the values of New PIN and Old PIN are the same.","",""<endrec>
"4","BTS","IC40215","The STK menu size is greater than the SIM size.","",""<endrec>
"4","BTS","IC40216","No specific key exists.","",""<endrec>
"4","BTS","IC40217","Target environment short number {0} does not exist.","",""<endrec>
"4","BTS","IC40218","Customer or organization account is not in the active state.","",""<endrec>
"4","BTS","IC40219","The device of customer or till is not in the active state.","",""<endrec>
"4","BTS","IC40229","The identity-associated product cannot be blank.","",""<endrec>
"4","BTS","IC40230","The status of the owner operator of an organization cannot be modified.","",""<endrec>
"4","BTS","IC40231","No notification is configured for the customer for the Complete state in the Reason Type.","",""<endrec>
"4","BTS","IC40232","Failed to migrate the organization {0} because it has an unfinished transaction in the account.","",""<endrec>
"4","BTS","IC40233","Failed to migrate the organization because the new parent organization is a child organization of the current organization.","",""<endrec>
"4","BTS","IC40234","The organization type does not exist.","",""<endrec>
"4","BTS","IC40235","The trust level selected for the organization is incorrect.","",""<endrec>
"4","BTS","IC40236","The retailer organization must not be a top organization.","",""<endrec>
"4","BTS","IC40237","The parent organization of the current organization must be {0}.","",""<endrec>
"6","BTS","IC40238","Failed to modify a multiple KYC field because the expiration date is earlier than the current date.","",""<endrec>
"6","BTS","IC40239","Failed to modify the identity KYC information because the date of birth is later than the current date.","",""<endrec>
"6","BTS","IC40240","Failed to modify a multiple KYC field because the effective date is later than the expiration date.","",""<endrec>
"4","BTS","IC40241","Failed to obtain the UMC menu.","",""<endrec>
"4","BTS","IC40242","Operation failed because the CNIC of the receiver owner is blacklisted.","",""<endrec>
"4","BTS","IC40243","Failed to create the task.","",""<endrec>
"4","BTS","IC40244","Failed to remove a CNIC from the blacklist because the CNIC is not in the blacklist","",""<endrec>
"4","BTS","IC40245","Operation failed because the CNIC of the initiator owner is blacklisted.","",""<endrec>
"4","BTS","IC40246","The CNIC of the approver is blacklisted.","",""<endrec>
"4","BTS","IC40247","The Password field is mandatory during security credential change through the web channel.","",""<endrec>
"4","BTS","IC40248","BO operation failed.","",""<endrec>
"4","BTS","IC40249","The security credential has been locked because the number of input errors has reached the upper limit.","",""<endrec>
"4","BTS","IC40250","Failed to create the investigation task.","",""<endrec>
"4","BTS","IC40251","Operation failed. The task expiration time cannot be 0.","",""<endrec>
"4","BTS","IC40252","The rule profile does not apply to identity.","",""<endrec>
"4","BTS","IC40253","Failed to query the service list because the customer is not registered.","",""<endrec>
"4","BTS","IC40254","The Subscriber Recycling scheduled task fails. [File processed successfully: {0}][File failed to be processed: {1}][File failed to be downloaded: {2}]","",""<endrec>
"4","BTS","IC40255","Failed to download the file {0}.","",""<endrec>
"4","BTS","IC40256","The Subscriber Recycling scheduled task fails. [File processed successfully: {0}][File failed to be moved: {1}]","",""<endrec>
"4","BTS","IC40257","The Subscriber Recycling scheduled task fails. [File processed successfully: {0}][File failed to be processed: {1}][File failed to be downloaded: {2}][File failed to be moved: {3}]","",""<endrec>
"4","BTS","IC40258","The Subscriber Recycling scheduled task fails. [File failed to be processed: {0}][File failed to be downloaded: {1}]","",""<endrec>
"4","BTS","IC40259","ICCID {0} exists in the idle pools.","",""<endrec>
"4","BTS","IC40260","Failed to return for modification. The task creator must have the web access channel.","",""<endrec>
"4","BTS","IC40261","The authentication is completed for the order whose transaction sequence number {0}. The approval transaction fails.","",""<endrec>
"4","BTS","IC40262","Login failed because the user is not whitelisted.","",""<endrec>
"4","BTS","IC40263","Operation failed. The CNIC''s length is incorrect.","",""<endrec>
"2","BTS","IC40264","Query operation failed because the number of records in the query result is too large.","",""<endrec>
"4","BTS","IC40265","The operators role is not in the validity period.","",""<endrec>
"4","BTS","IC40266","The original status {0} does not match with the current status {1}.","",""<endrec>
"4","BTS","IC40267","The {0} reason for changing the status of an identity is invalid.","",""<endrec>
"4","BTS","IC40268","Failed to add the link type relationship.","",""<endrec>
"4","BTS","IC40269","Failed to modify or delete the link type relationship.","",""<endrec>
"4","BTS","IC40270","Failed to add or modify the link type relationship.","",""<endrec>
"4","BTS","IC40271","Failed to associate the FSI provisioning product with the core product.","",""<endrec>
"4","BTS","IC40272","Failed to associate the FSI provisioning product with the core product.","",""<endrec>
"4","BTS","IC40273","Failed to activate the FSI product.","",""<endrec>
"4","BTS","IC40274","Failed to activate the FSI product.","",""<endrec>
"4","BTS","IC40275","Failed to activate the FSI product.","",""<endrec>
"4","BTS","IC40276","Failed to activate the FSI product.","",""<endrec>
"4","BTS","IC40286","This operation is not allowed.","",""<endrec>
"4","BTS","IC40287","Failed to modify the customer''s product. The expiration date of an FSI core product is changed.","",""<endrec>
"4","BTS","IC40288","Failed to modify the customer''s product. The effective date of an FSI core product is changed.","",""<endrec>
"4","BTS","IC40289","Failed to modify the customer''s product. The status of an FSI core product is changed.","",""<endrec>
"4","BTS","IC40290","Failed to modify the customer''s product. Another FSI core product is added.","",""<endrec>
"4","BTS","IC40291","Failed to activate the FSI product.","",""<endrec>
"2","BTS","IC40292","Operation failed because the FSI link is already in the Closed state.","",""<endrec>
"8","BTS","IC40293","Failed to query the transaction status. The initiator does not exist or the user name or password is incorrect.","",""<endrec>
"8","BTS","IC40295","No transaction result is found based on the specified parameter values.","",""<endrec>
"8","BTS","IC40296","More than one transaction record is found based on OriginatorConversationID.","",""<endrec>
"8","BTS","IC40297","The operator has no permission to query transaction status.","",""<endrec>
"8","BTS","IC40298","Failed to query the transaction status. The receiver is not a valid organization.","",""<endrec>
"8","BTS","IC40299","No record is found based on Receipt Number.","",""<endrec>
"8","BTS","IC40300","No record is found based on OriginatorConversationID or ConversationID.","",""<endrec>
"8","BTS","IC40301","Failed to query the transaction status. The receiver fails to be matched with the debit or credit party.","",""<endrec>
"8","BTS","IC40302","Failed to query the transaction status. The format of Receipt Number is incorrect.","",""<endrec>
"8","BTS","IC40303","Only one of the ReceiptNumber, OriginatorConversationID, and ConversationID query conditions can be specified.","",""<endrec>
"2","BTS","IC40304","The identity type of the receiver is invalid.","",""<endrec>
"8","BTS","IC40305","The ReceiptNumber query condition is missing when the status of a transaction is queried.","",""<endrec>
"8","BTS","IC40306","No Transaction ReceiptNumber is found based on OriginatorConversationIDor ConversationID.","",""<endrec>
"4","BTS","IC40310","Failed to query reject reason. The MSISDN belongs to an unregistered customer.","",""<endrec>
"4","BTS","IC40311","Failed to query reject reason. The MSISDN does not belong to a customer in the New state.","",""<endrec>
"4","BTS","IC40312","Failed to query reject reason. The specified MSISDN and CNIC do not match.","",""<endrec>
"4","BTS","IC40313","Failed to query reject reason. The MSISDN does not belong to a customer created through the RHA channel.","",""<endrec>
"4","BTS","IC40314","The operation is not allowed because the customer is in the Pending authorized state.","",""<endrec>
"4","BTS","IC40315","Failed to create an identity. The CNIC is inconsistent with that of the existing person.","",""<endrec>
"4","BTS","IC40316","Failed to activate the FSI product.","",""<endrec>
"4","BTS","IC40317","Failed to modify the identity's link status.","",""<endrec>
"4","BTS","IC40318","The FSI product fails to be activated for the customer.","",""<endrec>
"4","BTS","IC40319","The FSI product fails to be activated for the customer.","",""<endrec>
"4","BTS","IC40320","Failed to add an FI KYC verification rule for the organization.","",""<endrec>
"4","BTS","IC40321","Failed to edit or delete an FI KYC verification rule for an organization.","",""<endrec>
"4","BTS","IC40322","Authentication failed. The CNIC to be authenticated is inconsistent with the initiator''s CNIC.","",""<endrec>
"4","BTS","IC40323","Failed to initiate the investigation task.","",""<endrec>
"4","BTS","IC40324","Approval failed.","",""<endrec>
"4","BTS","IC40325","No order is found based on the serial number.","",""<endrec>
"2","BTS","IC40326","Failed to unlink the FSI link.","",""<endrec>
"4","BTS","IC40327","The account type is associated with organization {0}.","",""<endrec>
"4","BTS","IC40328","The operator has no permission to perform an operation on the {0} account type.","",""<endrec>
"4","BTS","IC40329","The specified account type alias {0} does not exist in the system.","",""<endrec>
"4","BTS","IC40330","No account balance information is found.","",""<endrec>
"8","BTS","IC40331","The initiator has no permission to query the account balance of the organization specified by the Receiver Party parameter.","",""<endrec>
"8","BTS","IC40332","The initiator has no permission to query the balance in any account of the current organization.","",""<endrec>
"8","BTS","IC40333","The number of organizations included in the OrgShortCodeList parameter has exceeded the upper limit on the number of organizations that can be queried at a time.","",""<endrec>
"8","BTS","IC40334","The value of the AccountType parameter does not exist in the system.","",""<endrec>
"8","BTS","IC40335","The value of the AccountType parameter does not exist for the current organization.","",""<endrec>
"4","BTS","IC40336","The target state specified for the identity is invalid.","",""<endrec>
"4","BTS","IC40337","Failed to activate the FSI product.","",""<endrec>
"4","BTS","IC40338","'Failed to set the operator''s password. The two passwords entered are inconsistent","",""<endrec>
"4","BTS","IC40339","Failed to set the operator''s password. The access channel is not API","",""<endrec>
"4","BTS","IC40340","Failed to change the operator''s access channel. The access channel can be changed only between web and handset","",""<endrec>
"4","BTS","IC40341","Failed to change the operator''s access channel","",""<endrec>
"4","BTS","IC40342","FSI activation failed. The short code in the confirmation message is incorrect.","",""<endrec>
"4","BTS","IC40343","Failed to modify the revenue settlement profile because the organization has an unfinished revenue settlement task.","",""<endrec>
"4","BTS","IC40344","Failed to change the identity status. The target status is the same as the old status.","",""<endrec>
"4","BTS","IC40345","Failed to modify the customer''s KYC information.","",""<endrec>
"4","BTS","IC40346","FSI activation failed because a third-party FI organization has rejected the activation request.","",""<endrec>
"2","BTS","IC40347","An input parameter of the method is invalid.","",""<endrec>
"4","BTS","IC40348","During account status change, the {0} account is invalid because it does not exist or does not belong to the current identity.","",""<endrec>
"4","BTS","IC40349","Failed to change the parent organization of the child organization because the new parent organization is in an invalid state.","",""<endrec>
"4","BTS","IC40350","Failed to change the parent organization of the child organization because the child organization has child organizations.","",""<endrec>
"4","BTS","IC40351","As hierarchy level is different before and after parent organization updated, operation failed.","",""<endrec>
"4","BTS","IC40352","Cannot change parent organization for the child organization because the parent organization does not support the identity model that child organization has.","",""<endrec>
"4","BTS","IC40353","Failed to change the parent organization of the child organization because the new parent organization is the same as the old one.","",""<endrec>
"4","BTS","IC40354","The parent organization is not allowed to be changed for child organization if there is pending transactions.","",""<endrec>
"4","BTS","IC40355","The parent organization is not allowed to be changed if there is pending tasks.","",""<endrec>
"4","BTS","IC40356","The parent organization is not allowed to be changed if there is on-going commission process not finished.","",""<endrec>
"4","BTS","IC40357","The parent organization is not allowed to be changed if there is still fund left on the account which is no more used.","",""<endrec>
"4","BTS","IC40358","Cannot change parent organization for the child organization because the parent organization does not support the identity model that child organization has.","",""<endrec>
"17","BTS","IC40359","The new identity model is not yet supported by the parent organization.","",""<endrec>
"17","BTS","IC40360","It is not allowed to change the identity model for the current organization.","",""<endrec>
"17","BTS","IC40361","The identity model is not allowed to be changed if there is pending transactions.","",""<endrec>
"17","BTS","IC40362","The identity model is not allowed to be changed if there is pending tasks.","",""<endrec>
"17","BTS","IC40363","The identity model is not allowed to be changed if the on-going commission process is not finished.","",""<endrec>
"17","BTS","IC40364","No default charge distribution model defined for Aggregated Identity Model.","",""<endrec>
"4","BTS","IC40365","Failed to change the parent organization because the new parent organization has no sharing account.","",""<endrec>
"4","BTS","IC40366","ID or DOB provided is invalid, please check your ID or DOB.","",""<endrec>
"4","BTS","IC40367","When a SIM card is activated on a till, the organization of the till has no operator.","",""<endrec>
"4","BTS","IC40368","When a SIM card is activated, the operator is in an invalid state.","",""<endrec>
"4","BTS","IC40369","Your PIN is incorrect, please check your PIN.","",""<endrec>
"4","BTS","IC40370","Please ensure you have an operator with permission to activate a till.","",""<endrec>
"17","BTS","IC40371","The identity model is not allowed to be changed if there is still fund left on the account which is no more used.","",""<endrec>
"17","BTS","IC40372","Shared account {0} does not exist in the parent organization.","",""<endrec>
"17","BTS","IC40373","When a product is changed for a child organization, the new product must comply with the identity model of a product already subscribed to by the child organization.","",""<endrec>
"4","BTS","IC40374","Failed to activate the till SIM card because the organization of the till is in an invalid state.","",""<endrec>
"2","BTS","IC40375","The current operation is not allowed because the password of the API caller fails to be authenticated.","",""<endrec>
"4","BTS","IC40376","FSI activation failed because a mandatory KYC field is missing.","",""<endrec>
"4","BTS","IC40377","FSI activation failed because the specified MSISDN does not belong to any customer.","",""<endrec>
"4","BTS","IC40378","Your PIN is locked, please unlock your PIN.","",""<endrec>
"2","BTS","IC40379","The initiator of the transaction query operation and the initiator of the transaction belong to different organizations.","",""<endrec>
"4","BTS","IC40380","Incorrect card number format.","",""<endrec>
"4","BTS","IC40381","This card number is not allowed to be assigned to the M-Wallet.","",""<endrec>
"4","BTS","IC40382","No Mobile Account exists on this MSISDN.","",""<endrec>
"4","BTS","IC40383","You can''t bind this card to the identity, please call helpline.","",""<endrec>
"4","BTS","IC40384","Mobile Account is not in the active state.","",""<endrec>
"4","BTS","IC40385","The card has already been bound to the M-Wallet.","",""<endrec>
"4","BTS","IC40386","Operation failed. The identity has uncompleted operations that must be confirmed.","",""<endrec>
"4","BTS","IC40387","Operation failed. No operations that must be confirmed exist.","",""<endrec>
"4.0","BTS","IC40388","The remitter number cannot be changed for a transaction for remitting money from a registered subscriber to an unregistered subscriber.","",""<endrec>
"4.0","BTS","IC40389","{0} and {1} in a number change request cannot be the same as the original numbers.","",""<endrec>
"4.0","BTS","IC40390","The {0} parameter is left blank.","",""<endrec>
"4.0","BTS","IC40391","A request parameter is invalid and is not supported by the system.","",""<endrec>
"4.0","BTS","IC40392","The remitter and receiver numbers cannot be the same.","",""<endrec>
"4.0","BTS","IC40393","The transaction scenarios specified by a system parameter do not include the transaction scenario contained in the request.","",""<endrec>
"4","BTS","IC40394","The customer that initiates a request to add a common OFT account is not a customer registered as L0-L2.","",""<endrec>
"4","BTS","IC40395","The band card number and bank ID entered when a customer adds a common OFT account do not match.","",""<endrec>
"4","BTS","IC40396","The number of existing common OFT accounts of a customer that attempts to add a common OFT account has reached the upper limit preconfigured in the system.","",""<endrec>
"4","BTS","IC40397","The bank account number entered when a customer attempts to add a common OFT account already exists in the list of common OFT accounts of the customer.","",""<endrec>
"4","BTS","IC40398","The bank account number entered when a customer attempts to delete a common OFT account does not exist in the list of common OFT accounts of the customer.","",""<endrec>
"4","BTS","IC40399","The card for which a customer initiates a change card PIN, block card, or generate card PIN operation does not exist.","",""<endrec>
"4","BTS","IC40400","The initiator of a card management operation is not a customer or an organization owned operator.","",""<endrec>
"2","BTS","IC40401","The customer is not allowed to activate products provided by another FSI bank.","",""<endrec>
"4","BTS","IC40402","Operation failed. At least one of the MSISDN and CIN fields must be set.","",""<endrec>
"4","BTS","IC40403","Operation failed because the operation has been canceled by the customer.","",""<endrec>
"4","BTS","IC40404","Operation failed because the customer''s SMS message confirmation times out.","",""<endrec>
"4","BTS","IC40405","Creating the file fails.","",""<endrec>
"4","BTS","IC40406","The failure cause is {0}.","",""<endrec>
"4","BTS","IC40407","There are  some blank mandatory private information for identity.","",""<endrec>
"4","BTS","IC40408","Operation failed because the used {0} exceeds total limit.","",""<endrec>
"2","BTS","IC40409","Pushing menus failed.","",""<endrec>
"4","BTS","IC40410","The selected product does not support the charge profile.","",""<endrec>
"2","BTS","IC40411","Operators are not allowed to approve workflow tasks created by themselves.","",""<endrec>
"2","","IC40413","The identity information to be approved is incorrect.","",""<endrec>
"4","BTS","IC40414","Querying favorite account information failed.","",""<endrec>
"4","BTS","IC40415","Encrypting the card PIN failed.","",""<endrec>
"4","BTS","IC40416","The receiver enters an incorrect PIN.","",""<endrec>
"4","BTS","IC40417","The card number was once used.","",""<endrec>
"4","BTS","IC40418","An error occurred when adding the beneficiary. The entered beneficiary name is in an incorrect format.","",""<endrec>
"4","BTS","IC40419","An error occurred when deleting the beneficiary. The name of the beneficiary to be deleted does not match any owned beneficiary name.","",""<endrec>
"4","BTS","IC40420","An error occurred when adding the beneficiary. The number of beneficiaries owned by the customer reaches {0}.","",""<endrec>
"4","BTS","IC40421","An error occurred when adding the beneficiary. The entered beneficiary MSISDN already exists.","",""<endrec>
"4","BTS","IC40422","An error occurred when deleting the beneficiary. The MSISDN of the beneficiary to be deleted does not match any owned beneficiary MSISDN.","",""<endrec>
"4","BTS","IC40423","An error occurred when deleting the beneficiary. The customer is not a registered customer.","",""<endrec>
"4","BTS","IC40424","An error occurs during ICAP invocation. The error cause is {0}.","",""<endrec>
"4","BTS","IC40425","Obtaining user IDs and keys from the ICAP fails.","",""<endrec>
"4","BTS","IC40426","The input region is incorrect.","",""<endrec>
"4","BTS","IC40427","The account type has been associated with the selected currency.","",""<endrec>
"2","BTS","IC40428","The order whose transaction sequence number is {0} is uncompleted, and the workflow needs to be reserved.","",""<endrec>
"2","BTS","IC40429","The receiver number must be a customer number.","",""<endrec>
"2","BTS","IC40430","The identity does not have the {0} account.","",""<endrec>
"4","BTS","IC40431","The Mobile Money system identity does not record the ICAPID.","",""<endrec>
"4","BTS","IC40432","The ICAPID in the Mobile Money system is different from the ICAPID in the third-party system.","",""<endrec>
"4","BTS","IC40433","An error occurred when adding a beneficiary for the customer. The number of beneficiaries owned by a customer reaches {0}.","",""<endrec>
"4","BTS","IC40434","Adding the beneficiary failed because the beneficiary who is being added already exists.","",""<endrec>
"4","BTS","IC40435","Deleting the beneficiary failed. The beneficiary that is being deleted for a customer does not exist.","",""<endrec>
"4","BTS","IC40436","Adding the beneficiary failed. The value length of Reference for the beneficiary that is being added for a customer exceeds the maximum value {0}.","",""<endrec>
"4","BTS","IC40437","Adding the beneficiary failed. The value of Reference for the beneficiary that is being added for a customer is in an incorrect format.","",""<endrec>
"4","BTS","IC40438","Adding the beneficiary failed. The organization corresponding to the short code of the beneficiary that is being added for a customer does not exist.","",""<endrec>
"4","BTS","IC40439","Adding the beneficiary failed. The organization corresponding to the short code of the beneficiary that is being added for a customer is not in the active state.","",""<endrec>
"4","BTS","IC40440","The MSISDN field cannot be left blank when the receiver involved in MSISDN recycling is a till.","",""<endrec>
"4","BTS","IC40441","The value of the receiver''s MSISDN is inconsistent with the entered MSISDN.","",""<endrec>
"4","BTS","IC40442","Adding the beneficiary fails. The value length of Bill Reference for the beneficiary that is being added for a customer exceeds the maximum value {0}.","",""<endrec>
"4","BTS","IC40443","If the initiator is an organization operator when using the API to register the customer, the RegisterBy parameter must be blank.","",""<endrec>
"4","BTS","IC40444","When you modify products of a till through the API channel, products of the till cannot all be deleted.","",""<endrec>
"4","BTS","IC40445","If the initiator is an organization operator when using the API to query the child organization, the receiver must be blank.","",""<endrec>
"2","BTS","IC40446","The current organization has a shared account, and the parent short code cannot be changed.","",""<endrec>
"2","BTS","IC40447","The current organization has an unfinished transaction, and the parent short code cannot be changed.","",""<endrec>
"4","BTS","IC40451","Failed to delete the O2C link.","",""<endrec>
"2","BTS","IC40452","Some case-sensitive or case-insensitive answer fields are empty.","",""<endrec>
"4","BTS","IC40453","Failed to delete the O2C link.","",""<endrec>
"2","BTS","IC40454","Identity model of the current organization is inconsistent with that of the new upper-level organization.","",""<endrec>
"4","BTS","IC40455","The value of the TaxCode parameter must be unique in a request.","",""<endrec>
"4","BTS","IC40456","The identity is in suspend state, and the caller does not need to be authenticated.","",""<endrec>
