APPLY_SCENARIOS,CONFIDENTIAL_FLAG,DATA_TYPE,DESCRIPTION,FEATURE_CODE,IGNORE,MAX_LENGTH,MULTI_LANGUAGE_FLAG,VARIABLE_NAME                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                <endrec>
"00010000000000000000011100000000","0","1","Reserved.","","1","64","1","BOAction.KYC.ErrorKYCName"<endrec>
"00010000000000000000011100000000","0","1","Reserved.","","1","64","0","BOAction.KYC.ErrorKYCValue"<endrec>
"00010000000000000000000000000000","0","1","Reserved.","","1","512","0","BOAction.KYC.KYCError"<endrec>
"00100000000000000010000000000000","0","6","Modified KYC, which is used in the notification sent after the identity KYC is modified.","","1","12","0","BOAction.KYC.KYCList"<endrec>
"00100000000000000010000000000000","0","1","KYC name, which is used in the notification sent after the identity KYC is modified.","","1","64","1","BOAction.KYC.KYCName"<endrec>
"00100000000000000010000000000000","0","1","KYC value, which is used in the notification sent after the identity KYC is modified.","","1","64","0","BOAction.KYC.KYCValue"<endrec>
"00100000000000000000000000000000","0","6","Customer's KYC list. The notification is sent when updating the list.","","1","12","0","BOAction.KYCList"<endrec>
"00111100000000000000000000000000","0","1","Modified KYC name, which is used in the notification sent after the identity KYC is modified.","","1","64","0","BOAction.KYCList.KYC.KYCName"<endrec>
"00111100000000000000000000000000","0","1","Modified KYC value, which is used in the notification sent after the identity KYC is modified.","","1","64","0","BOAction.KYCList.KYC.KYCValue"<endrec>
"00110000000000000000000000000000","0","1","Changed language, which is used in the notification sent after the language of a customer, till, SP, or organization operator is changed.","","1","16","0","BOAction.Language"<endrec>
"00100000000000000000000000000000","1","3","OD contract limit amount","","1","12","0","BOAction.Limit"<endrec>
"00110000000000000000000010000000","0","1","User name of an operator, for example, the user name of the new operator during operator creation.","","1","16","0","BOAction.LoginName"<endrec>
"00100000000000000000000000000000","0","1","Point item, which is valid for loyalty point issuing, adjustment, or redeeming or loyalty point record query.","","1","64","0","BOAction.LoyaltyPoint.PointItem"<endrec>
"00100000000000000000000000000000","0","3","Loyalty point amount after loyalty point change, which is valid for loyalty point issuing, adjustment, or redeeming or loyalty point record query.","","1","12","0","BOAction.LoyaltyPoint.PointItem.AfterBalance"<endrec>
"00100000000000000000000000000000","0","3","Number of loyalty point change records entered during loyalty point issuing, adjustment, or redeeming or during loyalty point record query. Or, loyalty point balance displayed during loyalty point query.","","1","12","0","BOAction.LoyaltyPoint.PointItem.Amount"<endrec>
"00100000000000000000000000000000","0","3","Loyalty point amount before loyalty point change, which is valid for loyalty point issuing, adjustment, or redeeming or loyalty point record query.","","0","12","0","BOAction.LoyaltyPoint.PointItem.BeforeBalance"<endrec>
"00100000000000000000000000000000","0","1","Loyalty point change description, which is valid for loyalty point adjustment or redeeming or loyalty point record query.","","1","64","0","BOAction.LoyaltyPoint.PointItem.ChangeReason"<endrec>
"00100000000000000000000000000000","0","1","Loyalty point change reason type, which is valid for loyalty point issuing, adjustment, or redeeming or loyalty point record query.","","1","12","0","BOAction.LoyaltyPoint.PointItem.ChangeType"<endrec>
"00100000000000000000000000000000","0","1","Service record ID associated with the loyalty point change.","","1","30","0","BOAction.LoyaltyPoint.PointItem.ClientBusiNo"<endrec>
"00100000000000000000000000000000","0","4","Expiration date of the loyalty point account changed in the loyalty point issuing, adjustment, and redeeming services.","","1","30","0","BOAction.LoyaltyPoint.PointItem.ExpiredDate"<endrec>
"00100000000000000000000000000000","0","4","Expiration date of the loyalty point account changed in the loyalty point issuing, adjustment, and redeeming services.","","1","30","0","BOAction.LoyaltyPoint.PointItem.ExpiredTime"<endrec>
"00100000000000000000000000000000","0","1","Order ID of the source event corresponding to loyalty point change, which is valid for loyalty point issuing, adjustment, or redeeming or loyalty point record query.","","1","32","0","BOAction.LoyaltyPoint.PointItem.OrderID"<endrec>
"00100000000000000000000000000000","0","1","Loyalty point account ID in the BO action.","","1","32","0","BOAction.LoyaltyPoint.PointItem.PointID"<endrec>
"00100000000000000000000000000000","0","1","Loyalty point change record ID entered during loyalty point issuing, adjustment, or redeeming.","","1","12","0","BOAction.LoyaltyPoint.PointItem.PointLogID"<endrec>
"00100000000000000000000000000000","0","1","Loyalty point type name in the loyalty point account in the BO action.","","1","20","0","BOAction.LoyaltyPoint.PointItem.PointTypeName"<endrec>
"00100000000000000000000000000000","0","1","Remarks, which are valid for loyalty point adjustment or redeeming or loyalty point record query.","","1","512","0","BOAction.LoyaltyPoint.PointItem.Remark"<endrec>
"00100000000000000000000000000000","0","1","Source transaction ID corresponding to loyalty point change, which is valid for loyalty point issuing or loyalty point record query.","","1","32","0","BOAction.LoyaltyPoint.PointItem.TransactionID"<endrec>
"00100000000000000000000000000000","0","5","Loyalty point change time, which is valid for loyalty point issuing, adjustment, or redeeming.","","1","8","0","BOAction.LoyaltyPoint.PointItem.UpdateTime"<endrec>
"00100000000000000000000000000000","0","1","Loyalty points to be changed. In the loyalty point adjustment service, this variable indicates the loyalty points to be adjusted. In the loyalty point redeeming service, this variable indicates the loyalty points to be redeemed. In the loyalty point transfer service, this variable indicates the loyalty points to be transferred, excluding the transfer handling fee.","","1","30","0","BOAction.LoyaltyPoint.PointSummary.ChangeAmount"<endrec>
"00100000000000000000000000000000","0","1","Loyalty points that will expire in the month in the loyalty point issuing, adjustment, redeeming, and query services.","","1","30","0","BOAction.LoyaltyPoint.PointSummary.ExpiredAmountCurrMonth"<endrec>
"00100000000000000000000000000000","0","1","Loyalty point type name in the loyalty point issuing, adjustment, redeeming, and query services.","","1","30","0","BOAction.LoyaltyPoint.PointSummary.PointTypeName"<endrec>
"00100000000000000000000000000000","0","1","In the service of exchanging loyalty points for e-money, this variable indicates the loyalty points used for exchanging e-money.","","1","30","0","BOAction.LoyaltyPoint.PointSummary.RedeemeFunds"<endrec>
"00100000000000000000000000000000","0","1","Total balance of loyalty points in the loyalty point issuing, adjustment, redeeming, and query services.","","1","30","0","BOAction.LoyaltyPoint.PointSummary.TotalPoint"<endrec>
"00100000000000000000000000000000","0","1","Transfer handling fee.","","1","30","0","BOAction.LoyaltyPoint.TransferPoint.ChargeAmount"<endrec>
"00100000000000000000000000000000","0","1","Transferee customer MSISDN, which is valid only in the loyalty point transfer service.","","1","30","0","BOAction.LoyaltyPoint.TransferPoint.TransfereeMSISDN"<endrec>
"00100000000000000000000000000000","0","1","Transferor name, which is valid only in the loyalty point transfer service. For a customer, set this variable to the customer name. For an organization, set this variable to the organization name.","","1","30","0","BOAction.LoyaltyPoint.TransferPoint.TransfereeName"<endrec>
"00100000000000000000000000000000","0","1","Transferee organization short code, which is valid only in the loyalty point transfer service.","","1","30","0","BOAction.LoyaltyPoint.TransferPoint.TransfereeShortCode"<endrec>
"00100000000000000000000000000000","0","1","Identity type of the transferor.","","1","30","0","BOAction.LoyaltyPoint.TransferPoint.TransferorIdentityType"<endrec>
"00100000000000000000000000000000","0","1","Transferor customer MSISDN, which is valid only in the loyalty point transfer service.","","1","30","0","BOAction.LoyaltyPoint.TransferPoint.TransferorMSISDN"<endrec>
"00100000000000000000000000000000","0","1","Transferee name, which is valid only in the loyalty point transfer service. For a customer, set this variable to the customer name. For an organization, set this variable to the organization name.","","1","30","0","BOAction.LoyaltyPoint.TransferPoint.TransferorName"<endrec>
"00100000000000000000000000000000","0","1","Transferor organization short code, which is valid only in the loyalty point transfer service.","","1","30","0","BOAction.LoyaltyPoint.TransferPoint.TransferorShortCode"<endrec>
"00100000000000000000000000000000","0","1","Name of goods redeemed using loyalty points.","","1","256","0","BOAction.LoyaltyPoints.GoodsName"<endrec>
"00100000000000000000000000000000","0","2","Number of goods redeemed using loyalty points.","","0","8","0","BOAction.LoyaltyPoints.GoodsQuantity"<endrec>
"00100000000000000000000000000000","0","1","Redeem point amount of loyalty points. Notification sent when an SP exchanges loyalty points for goods successfully for an organization.","","1","100","0","BOAction.LoyaltyPoints.RedeemPointAmount"<endrec>
"00100000000000000000000000000000","0","1","Voucher code of loyalty points. Notification sent when an SP exchanges loyalty points for goods successfully for an organization.","","1","100","0","BOAction.LoyaltyPoints.VoucherCode"<endrec>
"00100000000000000000000000000000","0","1","Masked MSISDN, which is valid only for the EVC.","","1","18","0","BOAction.MaskedMsisdn"<endrec>
"00100000000000000000000000000000","0","1","Mini statement. The notification is send when querying mini statement through BO","","1","512","0","BOAction.MiniStatement"<endrec>
"00100000000000000000000000000000","0","6","NFC offline wallet transaction details.","","1","","0","BOAction.NFCOfflineWalletTxnList"<endrec>
"00100000000000000000000000000000","0","1","Information associated with the NFC sticker, which is used in the notification sent for the Link/Unlink NFC Tag and Query Linked NFC operations.","","1","","0","BOAction.NFCTagLinkList"<endrec>
"00100000000000000000000000000000","0","1","Modified parent organization name, which is used in the notification sent after a parent organization is modified.","","1","64","0","BOAction.NewParentOrgName"<endrec>
"00100000000000000000000000000000","0","1","Modified status, which is used in the notification sent after the status of a customer, till, SP, or organization operator is changed.","","1","16","0","BOAction.NewStatus"<endrec>
"00100000000000000000000000000000","0","1","Notification channel, which is used in the notification sent after the notification channel of an identity is modified.","","1","32","0","BOAction.NotificationChannel"<endrec>
"00100000000000000000000000000000","0","1","Old parent organization name, which is used in the notification sent after a parent organization is modified.","","1","64","0","BOAction.OldParentOrgName"<endrec>
"00100000000000000000000000000000","0","1","Old status, For example, the old status of an identity when the status of a customer, till, SP, or organization operator is changed.","","1","16","0","BOAction.OldStatus"<endrec>
"00000010000000000000000000000000","0","1","Number of days for sending a silent operator notification in advance.","","1","16","0","BOAction.OperatorDormantNotifyPeriod"<endrec>
"00110010000000000010000010000000","0","1","Operator ID, for example, the operator ID configured during operator creation.","","1","8","0","BOAction.OperatorId"<endrec>
"00110011000000000000000000000000","0","1","Operator name, The operator name can be set only for a product that is about to expire or when the security credential of an SP or organization operator is about to expire.","","1","32","0","BOAction.OperatorName"<endrec>
"00100000000000000000000000000000","0","1","Operator status, including the status of SP and organization operators.","","1","16","0","BOAction.OperatorStatus"<endrec>
"01110000000000000010000000000000","0","1","Organization name in BO action.","","1","64","0","BOAction.OrgName"<endrec>
"00100000000000000000000000000000","0","1","Modified organization name, which is used in the notification sent after the organization name is modified.","","1","64","0","BOAction.OrgNameNew"<endrec>
"00100000000000000000000000000000","0","1","Reserved.","","1","64","0","BOAction.OrgNameOld"<endrec>
"01110000000000000000000000000000","0","1","Organization short code in BO action.","","1","6","0","BOAction.OrgShortCode"<endrec>
"00100000000000000000000000000000","0","1","Organization status.","","1","16","0","BOAction.OrgStatus"<endrec>
"00100000000000000000000000000000","0","1","Organization name before modification, which is used in the notification sent when the organization name is modified.","","1","32","0","BOAction.OriginalOrgName"<endrec>
"00110011000000000000000000000000","0","1","PIN expiration date in BO action.","","1","10","0","BOAction.PIN.ExpireDate"<endrec>
"00100000000000000000000000000000","0","1","Name of the parent organization or the organization to which the operator or till belongs.","","1","64","0","BOAction.ParentOrgName"<endrec>
"00100000000000000000000000000000","0","1","Short code of the organization to which the till belongs, which is used in the notification sent when a device is successfully added for a till.","","1","6","0","BOAction.ParentOrgShortCode"<endrec>
"00110011000000000000000000000000","0","1","Password expiration date in BO action.","","1","10","0","BOAction.Password.ExpireDate"<endrec>
"01000011000000000000000000000000","0","1","Plan ID, which is used in the notification sent when the organization revenue settlement plan fails to be executed.","","1","32","0","BOAction.PlanId"<endrec>
"00110000000000000000000000000000","0","1","Preferred contact of organization, it's a list parameter.","","0","100","0","BOAction.PreferredContact"<endrec>
"00000010000000000000000000000000","0","2","Product expiration alarm days. The notification is sent when a product is about to expire.","","1","3","0","BOAction.ProductExpireAlarmDays"<endrec>
"00000010000000000000000000000000","0","2","Reserved.","","1","3","0","BOAction.ProductExpireAlarmMDays"<endrec>
"00110011000000000000000000000000","0","1","Product expiration date in BO action.","","1","10","0","BOAction.ProductExpireDate"<endrec>
"00000010000000000000000000000000","0","1","Product name, which is used in the notification sent when an expired product is closed or an expired product alarm is generated.","","1","32","1","BOAction.ProductName"<endrec>
"00100000000000000000000000000000","0","1","Promotion ID in the promotion list in BO action.","","1","64","0","BOAction.PromotionList.PromotionInfo.PromotionId"<endrec>
"00100000000000000000000000000000","0","1","Promotion time in the promotion list in BO action.","","1","64","0","BOAction.PromotionList.PromotionInfo.PromotionTime"<endrec>
"00100000000000000000000000000000","0","1","Promotion type in the promotion list in BO action.","","1","64","0","BOAction.PromotionList.PromotionInfo.PromotionType"<endrec>
"00100000000000000000000000000000","0","6","Query identity limitation remaining information.","","1","","0","BOAction.Query.IdentityLimitRemaining"<endrec>
"00100000000000000000000000000000","0","1","Accumulator in BO action.","","1","64","0","BOAction.QueryAccumulator"<endrec>
"11110000000000000000000000000000","0","6","Group list in service action.","","1","12","0","BOAction.QueryGroupList"<endrec>
"00010000000010000010000000000000","0","1","Customer's or organization operator's birthday, for example, the birthday entered when the customer KYC is modified.","","1","20","0","BOAction.Receiver.DOB"<endrec>
"00100010000000000000000000000000","0","1","First name of the receiver. This variable is valid when the action receiver is a customer.","","1","16","0","BOAction.Receiver.FirstName"<endrec>
"00010000000000000000000000000000","0","2","Receiver's ID number in BO action.","","1","32","0","BOAction.Receiver.IDNumber"<endrec>
"00010000000000000000000000000000","0","1","Receiver's ID type in BO action.","","0","32","0","BOAction.Receiver.IDType"<endrec>
"00111100000000000010011100000000","0","1","Receiver ID, which is used in the notification sent when the individual reminder is queried. If the receiver is a customer, the ID is the MSISDN. If the receiver is an organization, the ID is the short code of the organization.","","1","20","0","BOAction.Receiver.IdentifierId"<endrec>
"00110000000010000010000000000000","1","3","Account balance of the receiver. This variable is valid for BO action and bulk operations.","","1","12","0","BOAction.Receiver.IdentityAccountBalance"<endrec>
"00000000000010011100000000000000","0","1","Reserved.","","1","12","0","BOAction.Receiver.IdentityAccountHolderName"<endrec>
"00000000000010011100000000000000","0","1","Reserved.","","1","18","0","BOAction.Receiver.IdentityAccountTypeName"<endrec>
"00100000000000000000000000000000","0","1","Identity ID of a receiver in BO action.","","1","32","0","BOAction.Receiver.IdentityId"<endrec>
"00100000000000000000000000000000","0","1","MSISDN of the receiver, which is used in the notification sent when the BO action operation is successful.","","1","16","0","BOAction.Receiver.IdentityMSISDN"<endrec>
"00100000000000000000000000000000","0","1","Identity name of a receiver in BO action.","","1","64","0","BOAction.Receiver.IdentityName"<endrec>
"00111100000000000010011100000000","0","1","Identity type of the receiver in BO action.","","1","20","0","BOAction.Receiver.IdentityType"<endrec>
"00100010000000000000000000000000","0","1","Last name of the receiver. This variable is valid when the operation is successful.","","1","16","0","BOAction.Receiver.LastName"<endrec>
"00100010000000000000000000000000","0","1","Middle name of the receiver. This variable is valid when the operation is successful.","","0","256","0","BOAction.Receiver.MiddleName"<endrec>
"00000000000010000010000000000000","1","1","New PIN, which is used in the notification after the CCH Reset Customer/OrgOperator PIN operation is successful.","","1","20","0","BOAction.Receiver.NewPIN"<endrec>
"00110000000000000000000000000000","0","1","Reserved.","","1","8","0","BOAction.Receiver.OperatorId"<endrec>
"00100000000000000000000000000000","0","1","Name of a receiver's organization in BO action.","","1","64","0","BOAction.Receiver.OrgName"<endrec>
"00100000000000000000000000000000","0","1","Organization short code, which is valid only when the loyalty point object is an organization.","","1","6","0","BOAction.Receiver.OrgShortCode"<endrec>
"00110000000010011100000000000000","0","1","The static QR code.","","0","128","0","BOAction.Receiver.StaticQR.Code"<endrec>
"00110000000000000000000000000000","0","5","The link time of the static QR code.","","1","32","0","BOAction.Receiver.StaticQR.LinkTime"<endrec>
"00110000000010011100000000000000","0","2","The serial number of the static QR code.","","0","18","0","BOAction.Receiver.StaticQR.SN"<endrec>
"11111111111110011110010100000000","0","1","","","1","","0","BOAction.Receiver.StaticQR.Status"<endrec>
"00110000000000000000000000000000","0","1","Sub type of the receiver.","","1","32","0","BOAction.Receiver.SubType"<endrec>
"00110000000010000010000000000000","0","1","Till number of the receiver in BO action.","","1","20","0","BOAction.Receiver.TillNumber"<endrec>
"00100000000000000010011100000000","0","1","Reminder amount, for example, the reminder amount configured during reminder creation.","","1","32","1","BOAction.Reminder.Amount"<endrec>
"00111100000010011110011100000000","0","1","Reminder expiration time, for example, the expiration time configured during reminder creation, in hours.","","1","10","0","BOAction.Reminder.Expiration"<endrec>
"00111111000000000010011100000000","0","4","Time when a reminder is executed the first time, for example, the initial execution time configured during reminder creation.","0","1","12","0","BOAction.Reminder.FirstReminderDate"<endrec>
"00100000000000000000000000000000","0","1","Remarks, which is included in the notification sent after a standing order is created.","","1","64","0","BOAction.Reminder.FreeText"<endrec>
"00111111000000000010011100000000","0","4","Reminder execution end time, for example, the execution end time configured during reminder creation.","","1","12","0","BOAction.Reminder.IssueReminderDate"<endrec>
"00110000000000000000000000000000","0","1","Number of days for sending the notification in BO action in advance.","","1","16","0","BOAction.Reminder.PreWarningPeriod"<endrec>
"00111111000000000010011100000000","0","1","Reminder execution period, for example, the reminder execution period configured during reminder creation.","","1","32","0","BOAction.Reminder.ReminderFrequency"<endrec>
"00111111000000000010011100000000","0","1","Reminder ID, for example, the reminder ID configured during reminder creation.","","1","22","0","BOAction.Reminder.ReminderID"<endrec>
"00111111000000000010011100000000","0","1","Reminder name, for example, the reminder name configured during reminder creation.","","1","64","0","BOAction.Reminder.ReminderName"<endrec>
"00111100000000000010001000000000","0","6","Reminder list, for example, the list of reminders queried during individual reminder query.","","1","128","0","BOAction.Reminder.ReminderScheduleList"<endrec>
"00111111000000000000000000000000","0","1","Reminder ID of reminder schedule list, which is used for send a reminder notification.","","1","22","0","BOAction.Reminder.ReminderScheduleList.ReminderID"<endrec>
"00111111000000000000000000000000","0","1","Reminder name of reminder schedule list, which is used for send a reminder notification.","","1","64","0","BOAction.Reminder.ReminderScheduleList.ReminderName"<endrec>
"00110000000000000000000000000000","0","1","Indicates whether to send the notification in BO action in advance.","","1","2","0","BOAction.Reminder.SendPreWarning"<endrec>
"00100000000000000010011100000000","0","1","Service alias, for example, the associated service alias configured during reminder creation.","","1","32","1","BOAction.Reminder.ServiceAlias"<endrec>
"00100000000000000000000000000000","0","1","Service name of reminder in BO action.","","1","32","0","BOAction.Reminder.ServiceName"<endrec>
"00110000000000000000000000000000","0","1","MSISDN of the requester during the transaction in BO action.","","1","16","0","BOAction.Requester.IdentityMSISDN"<endrec>
"00110000000000000000000000000000","0","1","Sub type of the requester.","","1","32","0","BOAction.Requester.SubType"<endrec>
"00110000000000000000000000000000","0","1","Name of saving plan in BO action.","","1","256","0","BOAction.SavingPlan.Name"<endrec>
"00110000000000000000000000000000","0","3","Profit of saving plan in BO action.","","1","12","0","BOAction.SavingPlan.Profit"<endrec>
"00110000000000000000000000000000","0","1","Rate of saving plan in BO action.","","1","512","0","BOAction.SavingPlan.Rate"<endrec>
"00110000000000000000000000000000","0","1","Rate type of saving plan in BO action.","","1","1","0","BOAction.SavingPlan.RateType"<endrec>
"00100000000000000010000000000000","1","1","Secret word of customer or operator, for example, the secret word generated when a customer is activated.","","1","8","0","BOAction.SecretWord"<endrec>
"00100000000000000000000000000000","0","1","Segment name, which is used in the notification sent after the segment of an identity is modified.","","1","16","0","BOAction.SegmentName"<endrec>
"00100000000000000010000000000000","0","1","Indicates whether the automatic customer registration operation is executed during PIN setting. If the parameter is set to Yes, the customer registration operation is executed. If the value is No, the customer has been registered and is now activated.","","1","3","0","BOAction.SetPIN.IsCreated"<endrec>
"00100000000000000010000000000000","1","1","Initial PIN of a customer or operator, for example, the initial PIN assigned to a customer when the customer is created.","","1","6","0","BOAction.StartPIN"<endrec>
"00100000000000000000000000000000","0","1","Reserved.","","1","64","0","BOAction.TillAssignedProduct"<endrec>
"00100000000000000000000000000000","0","1","Reserved.","","1","64","0","BOAction.TillAssignedProductList"<endrec>
"00110000000000000000000000000000","0","1","Till number, for example, the till number configured when the till status is changed.","","1","16","0","BOAction.TillNumber"<endrec>
"00100000000000000000000000000000","0","1","New primary till number, which is used in the notification sent after the primary till is modified.","","1","8","0","BOAction.TillNumberNew"<endrec>
"00100000000000000000000000000000","0","1","Old primary till number, which is used in the notification sent after the primary till is modified.","","1","8","0","BOAction.TillNumberOld"<endrec>
"00100000000000000000000000000000","0","1","Till status, for example, the new till status configured when the till status is changed.","","1","16","0","BOAction.TillStatus"<endrec>
"00100000000000000000000000000000","0","1","The time limit of customer activation by creating PIN. The time unit is hour.","","1","5","0","BOAction.TimeLimitOfCustomerPIN"<endrec>
"00100000000000000000000000000000","0","1","Time limit of organization operator activation by creating PIN. The time unit is hour.","","1","5","0","BOAction.TimeLimitOfOrgOperatorPIN"<endrec>
"00110000000000000000000000000000","0","3","Fee charged in BO action.","","1","12","0","BOAction.TotalFee"<endrec>
"00100000000000000000000000000000","1","3","List structure of BOAction.Transaction.Charge, which is used for special processing (syntax matching).","","0","16","0","BOAction.Transaction.Charge.ChargeDebitParty.AccountBalance"<endrec>
"00100000000000000000000000000000","0","1","List structure of BOAction.Transaction.Charge, which is used for special processing (syntax matching).","","0","18","0","BOAction.Transaction.Charge.ChargeDebitParty.AccountTypeName"<endrec>
"00100000000000000000000000000000","1","3","List structure of BOAction.Transaction.Charge, which is used for special processing (syntax matching).","","0","16","0","BOAction.Transaction.Charge.ChargeDebitParty.ChargeAmount"<endrec>
"00100000000000000000000000000000","0","1","List structure of BOAction.Transaction.Charge, which is used for special processing (syntax matching).","","0","64","0","BOAction.Transaction.Charge.ChargeDebitParty.ChargeTypeName"<endrec>
"00100000000000000000000000000000","0","1","List structure of BOAction.Transaction.Charge, which is used for special processing (syntax matching).","","0","32","0","BOAction.Transaction.Charge.ChargeDebitParty.IdentityID"<endrec>
"00100000000000000000000000000000","0","1","List structure of BOAction.Transaction.Charge, which is used for special processing (syntax matching).","","0","4","0","BOAction.Transaction.Charge.ChargeDebitParty.IdentityType"<endrec>
"00100000000000000000000000000000","1","3","List structure of BOAction.Transaction.Charge, which is used for special processing (syntax matching).","","0","16","0","BOAction.Transaction.Tax.TaxDebitParty.AccountBalance"<endrec>
"00100000000000000000000000000000","0","1","List structure of BOAction.Transaction.Charge, which is used for special processing (syntax matching).","","0","18","0","BOAction.Transaction.Tax.TaxDebitParty.AccountTypeName"<endrec>
"00100000000000000000000000000000","0","1","List structure of BOAction.Transaction.Charge, which is used for special processing (syntax matching).","","0","32","0","BOAction.Transaction.Tax.TaxDebitParty.IdentityID"<endrec>
"00100000000000000000000000000000","0","1","List structure of BOAction.Transaction.Charge, which is used for special processing (syntax matching).","","0","4","0","BOAction.Transaction.Tax.TaxDebitParty.IdentityType"<endrec>
"00100000000000000000000000000000","1","3","List structure of BOAction.Transaction.Charge, which is used for special processing (syntax matching).","","0","16","0","BOAction.Transaction.Tax.TaxDebitParty.TaxAmount"<endrec>
"00100000000000000000000000000000","0","1","List structure of BOAction.Transaction.Charge, which is used for special processing (syntax matching).","","0","64","0","BOAction.Transaction.Tax.TaxDebitParty.TaxChargeTypeName"<endrec>
"00100000000000000000000000000000","0","1","ID of an order generated when the fee is deducted. This parameter is used for sending a notification when the fee deduction is successful.","","0","22","0","BOAction.Transaction.TransactionId"<endrec>
"00100000000000000000000000000000","0","1","Trust level number. This parameter is used for sending a notification when the KYC operation is performed during customer or organization modification.","","1","64","0","BOAction.TrustLevel"<endrec>
"00100000000000000000000000000000","0","1","Trust level name. This parameter is used for sending a notification when the KYC operation is performed during customer or organization modification.","","1","64","0","BOAction.TrustLevelName"<endrec>
"00000000000010000000000000000000","0","4","Reserved.","","1","16","0","BOAction.UnclaimedExpiredDate"<endrec>
"00100000000000000000000000000000","0","1","Expiration time of a voucher in BO action.","","1","8","0","BOAction.Voucher.ExpireTime"<endrec>
"00100000000000000000000000000000","0","1","Voucher's secret code in BO action.","","1","20","0","BOAction.Voucher.SecretCode"<endrec>
"00000010000010000010000000000000","1","1","Voucher code in BO action.","","1","10","0","BOAction.Voucher.VoucherCode"<endrec>
"00100000000000000000000000000000","0","1","Voucher code of a voucher holder, which is used in the notification sent after the identity applies for a voucher.","","1","10","0","BOAction.VoucherCode"<endrec>
"00100000000000000000000000000000","0","1","First name of a voucher holder, which is used in the notification sent after the identity applies for a voucher.","","1","32","0","BOAction.VoucherHolder.FirstName"<endrec>
"00100000000000000000000000000000","0","1","Identity name of voucher holder, which is used in the notification sent after the identity applies for a voucher.","","1","32","0","BOAction.VoucherHolder.IdentityName"<endrec>
"00100000000000000000000000000000","0","1","Last name of a voucher holder, which is used in the notification sent after the identity applies for a voucher.","","1","32","0","BOAction.VoucherHolder.LastName"<endrec>
"00100000000000000000000000000000","0","1","Middle name of a voucher holder, which is used in the notification sent after the identity applies for a voucher.","","1","32","0","BOAction.VoucherHolder.MiddleName"<endrec>
"00100000000000000000000000000000","0","1","Bank code.","","1","128","0","BankCode"<endrec>
"00100000000000000000000000000000","0","1","Bank name.","","1","32","0","BankName"<endrec>
"01000000000000011100011100000000","0","1","Credential of task. This parameter is used for notifying the user the credential of the bulk task.","","1","16","0","BulkTaskContext.Credential"<endrec>
"00111100000000000000000010000000","0","1","Reserved.","","1","32","0","BulkTaskContext.CusomterMsisdn"<endrec>
"01010111000000011100011100000000","0","1","Reserved.","","1","256","0","BulkTaskContext.ErrorItem"<endrec>
"00000100000000000000000000000000","0","1","Extraction type of a task. This parameter is used for notifying the user the extract type of the bulk task.","","1","18","0","BulkTaskContext.ExtractType"<endrec>
"00001100000000000000000000000000","0","2","Number of failed items. This parameter is used for notifying the user of the number of failed items after completing the bulk task.","","1","3","0","BulkTaskContext.FailedItem"<endrec>
"00001100000000000000000000000000","0","2","Number of completed items. This parameter is used for notifying the user of the number of completed items after completing the bulk task.","","1","3","0","BulkTaskContext.FinishedItem"<endrec>
"00110000000000000010000000000000","0","1","Name of an organization.","","1","64","0","BulkTaskContext.OrgName"<endrec>
"00001111000000000000000000000000","0","1","Task description. This parameter is used for notifying the user of the task type after completing the bulk task.","","1","32","0","BulkTaskContext.Plan.TaskType"<endrec>
"00000100000000000000000000000000","0","1","Date when a transaction starts. This parameter is used for notifying the user the start transaction date of the bulk task.","","1","10","0","BulkTaskContext.StartTransactionDate"<endrec>
"00001100000000000000000000000000","0","2","Number of successful items. This parameter is used for notifying the user of the number of successful items after completing the bulk task.","","1","3","0","BulkTaskContext.SuccessItem"<endrec>
"01000111000000000000000000000000","0","5","End time of task. This parameter is used for notifying the user of the end time after completing the bulk task.","","1","32","0","BulkTaskContext.Task.EndTime"<endrec>
"01010101000000011100011100000000","0","1","Reserved.","","1","256","0","BulkTaskContext.Task.ErrorCode"<endrec>
"01010101000010011110011100000000","0","1","Error message. This parameter is used for sending an error message to the user after the bulk task fails.","","1","256","0","BulkTaskContext.Task.ErrorMessage"<endrec>
"01000111000000000000000000000000","0","5","Reserved.","","1","32","0","BulkTaskContext.Task.StartTime"<endrec>
"00001100000000000000000000000000","0","2","Number of services. This parameter is used for notifying the user of the number of services contained in the task after completing the bulk task.","","1","3","0","BulkTaskContext.TotalItem"<endrec>
"00001100000000000000000000000000","0","2","Number of valid services. This parameter is used for notifying the user of the number of valid services contained in the task after completing the bulk task.","","1","3","0","BulkTaskContext.ValidItem"<endrec>
"11111111111110011110011111110000","0","1","SP brand name.","","1","8","0","Common.Brand"<endrec>
"11111111111110011110011111110000","0","1","SP customer service hotline.","","1","16","0","Common.CustomerCare"<endrec>
"00000011000000000000000000000000","0","2","Customer Dormant Warning, used to indicate the number of days left before changing a customer account to dormant.","","1","3","0","Common.DormantAlertDays"<endrec>
"00100010000000000000000000000000","0","2","Time period (days) for transferring the fund from a  holding account to an unclaim account.","","1","3","0","Common.DormantUnclaimDays"<endrec>
"00000010000000000000000000000000","0","1","Group dormant alarm. The notification is sent when a group is about to be in Dormant status.","","1","128","0","Common.GroupDormantAlarm"<endrec>
"00100000000010011110000100000000","0","1","Brand name.","","1","32","0","Common.MMFName"<endrec>
