ENTITY_NAME,LANGUAGE,NAME,VARIABLE_NAME                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 <endrec>
"Business Deposit2","en","","TRANSACTION_TYPE_NAME"<endrec>
"Business Deposit2","en_KE","Business Deposit2","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"Business Deposit2","en_KE","Business Deposit2","TRANSACTION_TYPE_NAME"<endrec>
"Business Deposit2","sw_KE","","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"Business Deposit2","sw_KE","","TRANSACTION_TYPE_NAME"<endrec>
"Business Development","en","Business Development","ROLE_DESCRIPTION"<endrec>
"Business Development","en","Business Development","ROLE_NAME"<endrec>
"Business Development","en_KE","Business Development","ROLE_DESCRIPTION"<endrec>
"Business Development","en_KE","Business Development","ROLE_NAME"<endrec>
"Business Development","sw_KE","","ROLE_DESCRIPTION"<endrec>
"Business Development","sw_KE","","ROLE_NAME"<endrec>
"Business License Number","en","","KYC_FIELD_NAME"<endrec>
"Business License Number","en","","KYC_FIELD_VALIDATION_DESCRIPTION"<endrec>
"Business License Number","en_KE","Business License Number","KYC_FIELD_NAME"<endrec>
"Business License Number","en_KE","","KYC_FIELD_VALIDATION_DESCRIPTION"<endrec>
"Business License Number","sw_KE","","KYC_FIELD_NAME"<endrec>
"Business License Number","sw_KE","","KYC_FIELD_VALIDATION_DESCRIPTION"<endrec>
"Business License Received","en","","KYC_FIELD_NAME"<endrec>
"Business License Received","en","","KYC_FIELD_VALIDATION_DESCRIPTION"<endrec>
"Business License Received","en_KE","Business License Received","KYC_FIELD_NAME"<endrec>
"Business License Received","en_KE","","KYC_FIELD_VALIDATION_DESCRIPTION"<endrec>
"Business License Received","sw_KE","","KYC_FIELD_NAME"<endrec>
"Business License Received","sw_KE","","KYC_FIELD_VALIDATION_DESCRIPTION"<endrec>
"Business Manager","en","","ROLE_DESCRIPTION"<endrec>
"Business Manager","en","","ROLE_NAME"<endrec>
"Business Manager","en_KE","Business Manager","ROLE_DESCRIPTION"<endrec>
"Business Manager","en_KE","Business Manager","ROLE_NAME"<endrec>
"Business Manager","sw_KE","","ROLE_DESCRIPTION"<endrec>
"Business Manager","sw_KE","","ROLE_NAME"<endrec>
"Business Mode","en","","KYC_FIELD_NAME"<endrec>
"Business Mode","en","","KYC_FIELD_VALIDATION_DESCRIPTION"<endrec>
"Business Organization Funds Movement","en_KE","Business Organization Funds Movement","SERVICE_DESCRIPTION"<endrec>
"Business Organization Funds Movement","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Business Organization Settlement","en_KE","Business Organization Settlement","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill","en","","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill","en","","SERVICE_NAME"<endrec>
"Business Pay Bill","en_KE","Business Pay Bill","PRODUCT_DESCRIPTION"<endrec>
"Business Pay Bill","en_KE","Business Pay Bill","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill","en_KE","Business Pay Bill","SERVICE_NAME"<endrec>
"Business Pay Bill","sw_KE","","PRODUCT_DESCRIPTION"<endrec>
"Business Pay Bill","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill","sw_KE","","SERVICE_NAME"<endrec>
"Business Pay Bill No Confirmation","en_KE","Business Pay Bill No Confirmation","PRODUCT_DESCRIPTION"<endrec>
"Business Pay Bill No Confirmation","en_KE","Business Pay Bill No Confirmation","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill No Confirmation","sw_KE","","PRODUCT_DESCRIPTION"<endrec>
"Business Pay Bill No Confirmation","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill Product","en_KE","Business Pay Bill Product","PRODUCT_DESCRIPTION"<endrec>
"Business Pay Bill Product","sw_KE","","PRODUCT_DESCRIPTION"<endrec>
"Business Pay Bill Reversal","en","","REASON_TYPE_NAME"<endrec>
"Business Pay Bill Reversal","en_KE","Business Pay Bill Reversal","REASON_TYPE_NAME"<endrec>
"Business Pay Bill Reversal","en_KE","Business Pay Bill Reversal","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill Reversal","en_KE","Business Pay Bill Reversal","SERVICE_NAME"<endrec>
"Business Pay Bill Reversal","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Pay Bill Reversal","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill Reversal","sw_KE","","SERVICE_NAME"<endrec>
"Business Pay Bill Reversal via API","en_KE","Business Pay Bill Reversal via API","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill Reversal via API","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill With Confirmation","en_KE","Business Pay Bill With Confirmation","PRODUCT_DESCRIPTION"<endrec>
"Business Pay Bill With Confirmation","en_KE","Business Pay Bill With Confirmation","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill With Confirmation","sw_KE","","PRODUCT_DESCRIPTION"<endrec>
"Business Pay Bill With Confirmation","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill via API","en","","REASON_TYPE_NAME"<endrec>
"Business Pay Bill via API","en_KE","Business Pay Bill via API","REASON_TYPE_NAME"<endrec>
"Business Pay Bill via API","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Pay Bill via Bulk","en","","REASON_TYPE_NAME"<endrec>
"Business Pay Bill via Bulk","en","","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill via Bulk","en","","SERVICE_NAME"<endrec>
"Business Pay Bill via Bulk","en_KE","","REASON_TYPE_NAME"<endrec>
"Business Pay Bill via Bulk","en_KE","","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill via Bulk","en_KE","","SERVICE_NAME"<endrec>
"Business Pay Bill via Bulk","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Pay Bill via Bulk","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill via Bulk","sw_KE","","SERVICE_NAME"<endrec>
"Business Pay Bill via Bulk2","en","","REASON_TYPE_NAME"<endrec>
"Business Pay Bill via Bulk2","en_KE","","REASON_TYPE_NAME"<endrec>
"Business Pay Bill via Bulk2","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Pay Bill via USSD","en","Business Pay Bill via USSD","REASON_TYPE_NAME"<endrec>
"Business Pay Bill via USSD","en_KE","Business Pay Bill via USSD","REASON_TYPE_NAME"<endrec>
"Business Pay Bill via USSD","sw_KE","Business Pay Bill via USSD","REASON_TYPE_NAME"<endrec>
"Business Pay Bill via WEB","en","","REASON_TYPE_NAME"<endrec>
"Business Pay Bill via WEB","en_KE","Business Pay Bill via WEB","REASON_TYPE_NAME"<endrec>
"Business Pay Bill via WEB","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Pay Bill_VDF_Demo","en","","REASON_TYPE_NAME"<endrec>
"Business Pay Bill_VDF_Demo","en","","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill_VDF_Demo","en","","SERVICE_NAME"<endrec>
"Business Pay Bill_VDF_Demo","en","","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"Business Pay Bill_VDF_Demo","en","","TRANSACTION_TYPE_NAME"<endrec>
"Business Pay Bill_VDF_Demo","en_KE","Business Pay Bill via WEB","REASON_TYPE_NAME"<endrec>
"Business Pay Bill_VDF_Demo","en_KE","","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill_VDF_Demo","en_KE","","SERVICE_NAME"<endrec>
"Business Pay Bill_VDF_Demo","en_KE","Business Pay Bill_VDF_Demo","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"Business Pay Bill_VDF_Demo","en_KE","Business Pay Bill_VDF_Demo","TRANSACTION_TYPE_NAME"<endrec>
"Business Pay Bill_VDF_Demo","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Pay Bill_VDF_Demo","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Business Pay Bill_VDF_Demo","sw_KE","","SERVICE_NAME"<endrec>
"Business Pay Bill_VDF_Demo","sw_KE","","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"Business Pay Bill_VDF_Demo","sw_KE","","TRANSACTION_TYPE_NAME"<endrec>
"Business PayBill for Bulk","en","Business PayBill for Bulk","REASON_TYPE_NAME"<endrec>
"Business PayBill for Bulk","en","Business PayBill for Bulk","SERVICE_DESCRIPTION"<endrec>
"Business PayBill for Bulk","en","Business PayBill for Bulk","SERVICE_NAME"<endrec>
"Business PayBill for Bulk","en_KE","Business PayBill for Bulk","REASON_TYPE_NAME"<endrec>
"Business PayBill for Bulk","en_KE","Business PayBill for Bulk","SERVICE_DESCRIPTION"<endrec>
"Business PayBill for Bulk","en_KE","Business PayBill for Bulk","SERVICE_NAME"<endrec>
"Business PayBill for Bulk","sw_KE","Business PayBill for Bulk","REASON_TYPE_NAME"<endrec>
"Business PayBill for Bulk","sw_KE","Business PayBill for Bulk","SERVICE_DESCRIPTION"<endrec>
"Business PayBill for Bulk","sw_KE","Business PayBill for Bulk","SERVICE_NAME"<endrec>
"Business Payment To Customer","en","","REASON_TYPE_NAME"<endrec>
"Business Payment To Customer","en","","SERVICE_DESCRIPTION"<endrec>
"Business Payment To Customer","en","","SERVICE_NAME"<endrec>
"Business Payment To Customer","en_KE","Business Payment To Customer","REASON_TYPE_NAME"<endrec>
"Business Payment To Customer","en_KE","","SERVICE_DESCRIPTION"<endrec>
"Business Payment To Customer","en_KE","","SERVICE_NAME"<endrec>
"Business Payment To Customer","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Payment To Customer","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Business Payment To Customer","sw_KE","","SERVICE_NAME"<endrec>
"Business Payment To Customer Withdrawal Charge Paid","en","","SERVICE_DESCRIPTION"<endrec>
"Business Payment To Customer Withdrawal Charge Paid","en","","SERVICE_NAME"<endrec>
"Business Payment To Customer Withdrawal Charge Paid","en_KE","Business Payment To Customer Withdrawal Charge Paid","SERVICE_DESCRIPTION"<endrec>
"Business Payment To Customer Withdrawal Charge Paid","en_KE","Business Payment To Customer Withdrawal Charge Paid","SERVICE_NAME"<endrec>
"Business Payment To Customer Withdrawal Charge Paid","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Business Payment To Customer Withdrawal Charge Paid","sw_KE","","SERVICE_NAME"<endrec>
"Business Payment To Unregistered Customer","en","","REASON_TYPE_NAME"<endrec>
"Business Payment To Unregistered Customer","en_KE","Business Payment To Customer","REASON_TYPE_NAME"<endrec>
"Business Payment To Unregistered Customer","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Payment To Unregistered User","en","","REASON_TYPE_NAME"<endrec>
"Business Payment To Unregistered User","en_KE","Business Payment To Unregistered User","REASON_TYPE_NAME"<endrec>
"Business Payment To Unregistered User","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer Withdrawal Charge Paid","en","","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer Withdrawal Charge Paid","en_KE","Business Payment to Customer Withdrawal Charge Paid","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer Withdrawal Charge Paid","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer Withdrawal Charge Paid via API","en","Business Payment to Customer Withdrawal Charge Paid via API","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer Withdrawal Charge Paid via API","en_KE","Business Payment to Customer Withdrawal Charge Paid via API","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer Withdrawal Charge Paid via API","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer Withdrawal Charge Paid via WEB","en_KE","Business Payment to Customer Withdrawal Charge Paid via WEB","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer Withdrawal Charge Paid via WEB","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer Withdrawal Charge Paid via web","en","","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer Withdrawal Charge Paid via web","en_KE","","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer Withdrawal Charge Paid via web","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer via API","en","","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer via API","en_KE","Business Payment to Customer via API","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer via API","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer via WEB","en_KE","Business Payment to Customer via WEB","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer via WEB","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer via web","en","","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer via web","en_KE","","REASON_TYPE_NAME"<endrec>
"Business Payment to Customer via web","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Sector","en_KE","Business Sector","KYC_FIELD_NAME"<endrec>
"Business Sector","en_KE","","KYC_FIELD_VALIDATION_DESCRIPTION"<endrec>
"Business Sector","sw_KE","","KYC_FIELD_NAME"<endrec>
"Business Sector","sw_KE","","KYC_FIELD_VALIDATION_DESCRIPTION"<endrec>
"Business Services – Move Funds from MMF Account to Utility Account","en_KE","Business Services – Move Funds from MMF Account to Utility Account","SERVICE_DESCRIPTION"<endrec>
"Business Services – Move Funds from MMF Account to Utility Account","en_KE","Business Services – Move Funds from MMF Account to Utility Account","SERVICE_NAME"<endrec>
"Business Services – Move Funds from MMF Account to Utility Account","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Business Services – Move Funds from MMF Account to Utility Account","sw_KE","","SERVICE_NAME"<endrec>
"Business Services – Move Funds from Utility Account to MMF Account","en","","SERVICE_DESCRIPTION"<endrec>
"Business Services – Move Funds from Utility Account to MMF Account","en","","SERVICE_NAME"<endrec>
"Business Services – Move Funds from Utility Account to MMF Account","en_KE","Business Services – Move Funds from Utility Account to  M-Pesa Account","SERVICE_DESCRIPTION"<endrec>
"Business Services – Move Funds from Utility Account to MMF Account","en_KE","Business Services – Move Funds from Utility Account to M-Pesa Account","SERVICE_NAME"<endrec>
"Business Services – Move Funds from Utility Account to MMF Account","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Business Services – Move Funds from Utility Account to MMF Account","sw_KE","","SERVICE_NAME"<endrec>
"Business Terminal Product","en_KE","Business Terminal Product","PRODUCT_DESCRIPTION"<endrec>
"Business Terminal Product","sw_KE","","PRODUCT_DESCRIPTION"<endrec>
"Business To Business Transfer","en","","SERVICE_DESCRIPTION"<endrec>
"Business To Business Transfer","en","","SERVICE_NAME"<endrec>
"Business To Business Transfer","en_KE","Business To Business Transfer","SERVICE_DESCRIPTION"<endrec>
"Business To Business Transfer","en_KE","Business To Business Transfer","SERVICE_NAME"<endrec>
"Business To Business Transfer","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Business To Business Transfer","sw_KE","","SERVICE_NAME"<endrec>
"Business To Business Transfer via API","en","","REASON_TYPE_NAME"<endrec>
"Business To Business Transfer via API","en_KE","Business To Business Transfer via API","REASON_TYPE_NAME"<endrec>
"Business To Business Transfer via API","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business To Business Transfer via WEB","en","","REASON_TYPE_NAME"<endrec>
"Business To Business Transfer via WEB","en_KE","Business To Business Transfer via WEB","REASON_TYPE_NAME"<endrec>
"Business To Business Transfer via WEB","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business To Business Transfer via web","en","","REASON_TYPE_NAME"<endrec>
"Business To Business Transfer via web","en_KE","","REASON_TYPE_NAME"<endrec>
"Business To Business Transfer via web","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Transfer From MMF Account To Utility Account","en_KE","Business Transfer From MMF Account To Utility Account","REASON_TYPE_NAME"<endrec>
"Business Transfer From MMF Account To Utility Account via WEB","en_KE","Business Transfer From MMF Account To Utility Account via WEB","REASON_TYPE_NAME"<endrec>
"Business Transfer From MMF Account To Utility Account via WEB","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Transfer From Utility Account To MMF Account","en_KE","Business Transfer From Utility Account To MMF Account","REASON_TYPE_NAME"<endrec>
"Business Transfer From Utility Account To MMF Account via API","en","","REASON_TYPE_NAME"<endrec>
"Business Transfer From Utility Account To MMF Account via API","en_KE","","REASON_TYPE_NAME"<endrec>
"Business Transfer From Utility Account To MMF Account via API","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Transfer from Financial Services Account to MMF Account","en_KE","Business Transfer from Financial Services Account to MMF Account","REASON_TYPE_NAME"<endrec>
"Business Transfer from Financial Services Account to MMF Account","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Transfer from MMF Account to Financial Services Account","en_KE","Business Transfer from MMF Account to Financial Services Account","REASON_TYPE_NAME"<endrec>
"Business Transfer from MMF Account to Financial Services Account","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Transfer from MMF Account to Float Account via API","en","","REASON_TYPE_NAME"<endrec>
"Business Transfer from MMF Account to Float Account via API","en_KE","Business Transfer from MMF Account to Utility Account via API","REASON_TYPE_NAME"<endrec>
"Business Transfer from MMF Account to Float Account via API","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Transfer from MMF Account to Utility Account via API","en","","REASON_TYPE_NAME"<endrec>
"Business Transfer from MMF Account to Utility Account via API","en_KE","Business Transfer from MMF Account to Utility Account via API","REASON_TYPE_NAME"<endrec>
"Business Transfer from MMF Account to Utility Account via API","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Transfer from Utility Account to MMF Account via WEB","en_KE","Business Transfer from Utility Account to MMF Account via WEB","REASON_TYPE_NAME"<endrec>
"Business Transfer from Utility Account to MMF Account via WEB","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Utility Account Rules(Adchara)","en","TZ Default Business Utility Account Rules","RULE_PROFILE_NAME"<endrec>
"Business Utility Account Rules(Adchara)","en_KE","TZ Default Business Utility Account Rules","RULE_PROFILE_NAME"<endrec>
"Business Utility Account Rules(Adchara)","sw_KE","","RULE_PROFILE_NAME"<endrec>
"Business Web Operator","en","","ROLE_DESCRIPTION"<endrec>
"Business Web Operator","en","","ROLE_NAME"<endrec>
"Business Web Operator","en_KE","Business Web Operator","ROLE_DESCRIPTION"<endrec>
"Business Web Operator","en_KE","Business Web Operator","ROLE_NAME"<endrec>
"Business Web Operator","sw_KE","","ROLE_DESCRIPTION"<endrec>
"Business Web Operator","sw_KE","","ROLE_NAME"<endrec>
"Business Withdrawal","en_KE","Business Withdrawal","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"Business Withdrawal","en_KE","Business Withdrawal","TRANSACTION_TYPE_NAME"<endrec>
"Business Withdrawal","sw_KE","","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"Business Withdrawal","sw_KE","","TRANSACTION_TYPE_NAME"<endrec>
"Business Withdrawal Reversal","en","Business Withdrawal Reversal","REASON_TYPE_NAME"<endrec>
"Business Withdrawal Reversal","en_KE","B2C Reversal","REASON_TYPE_NAME"<endrec>
"Business Withdrawal Reversal","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Withdrawal of Funds","en","","REASON_TYPE_NAME"<endrec>
"Business Withdrawal of Funds","en_KE","Business Withdrawal of Funds","REASON_TYPE_NAME"<endrec>
"Business Withdrawal of Funds","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Withdrawal of Funds 2 factor second name","en","","REASON_TYPE_NAME"<endrec>
"Business Withdrawal of Funds 2 factor second name","en_KE","Business Withdrawal of Funds","REASON_TYPE_NAME"<endrec>
"Business Withdrawal of Funds 2 factor second name","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Withdrawal of Funds via Web","en","","REASON_TYPE_NAME"<endrec>
"Business Withdrawal of Funds via Web","en_KE","Business Withdrawal of Funds via Web","REASON_TYPE_NAME"<endrec>
"Business Withdrawal of Funds via Web","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Withdrawal of Funds within Hierarchy","en","","REASON_TYPE_NAME"<endrec>
"Business Withdrawal of Funds within Hierarchy","en_KE","Business Withdrawal of Funds within Hierarchy","REASON_TYPE_NAME"<endrec>
"Business Withdrawal of Funds within Hierarchy","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business Withdrawal of Funds within Hierarchy via Web","en_KE","Business Withdrawal of Funds within Hierarchy via Web","REASON_TYPE_NAME"<endrec>
"Business Withdrawal of Funds within Hierarchy via Web","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business admin","en_KE","Business admin","ROLE_DESCRIPTION"<endrec>
"Business admin","en_KE","Business admin","ROLE_NAME"<endrec>
"Business combined bundle Liberty B2C Service 2 days external SMS split","en","Business combined bundle Liberty B2C Service 2 days external SMS split","BUNDLE_NAME"<endrec>
"Business combined bundle Liberty B2C Service 2 days external SMS split","en_KE","Business combined bundle Liberty B2C Service 2 days external SMS split","BUNDLE_NAME"<endrec>
"Business combined bundle Liberty B2C Service 2 days external SMS split","sw_KE","Business combined bundle Liberty B2C Service 2 days external SMS split","BUNDLE_NAME"<endrec>
"Business external bundle MNO org","en","Business external bundle MNO org","BUNDLE_NAME"<endrec>
"Business external bundle MNO org","en_KE","","BUNDLE_NAME"<endrec>
"Business external bundle MNO org","sw_KE","","BUNDLE_NAME"<endrec>
"Business internal BULK bundle B2C Service 1 week","en","Business internal BULK bundle B2C Service 1 week","BUNDLE_NAME"<endrec>
"Business internal BULK bundle B2C Service 1 week","en_KE","","BUNDLE_NAME"<endrec>
"Business internal BULK bundle B2C Service 1 week","sw_KE","","BUNDLE_NAME"<endrec>
"Business internal bundle 1 B2C Reason 2 day","en","","BUNDLE_NAME"<endrec>
"Business internal bundle 1 B2C Reason 2 day","en_KE","","BUNDLE_NAME"<endrec>
"Business internal bundle 1 B2C Reason 2 day","sw_KE","","BUNDLE_NAME"<endrec>
"Business internal bundle 2 B2C Service 2 day","en","Business internal bundle 2 B2C Service 2 day","BUNDLE_NAME"<endrec>
"Business internal bundle 2 B2C Service 2 day","en_KE","","BUNDLE_NAME"<endrec>
"Business internal bundle 2 B2C Service 2 day","sw_KE","","BUNDLE_NAME"<endrec>
"Business to Business","en_KE","Business to Business","SERVICE_DESCRIPTION"<endrec>
"Business to Business Reversal","en_KE","Business to Business Reversal","SERVICE_DESCRIPTION"<endrec>
"Business to Business Reversal","en_KE","Business to Business Reversal","SERVICE_NAME"<endrec>
"Business to Business Reversal","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Business to Business Reversal","sw_KE","","SERVICE_NAME"<endrec>
"Business to Business Transfer Reversal","en","","REASON_TYPE_NAME"<endrec>
"Business to Business Transfer Reversal","en_KE","Business to Business Transfer Reversal","REASON_TYPE_NAME"<endrec>
"Business to Business Transfer Reversal","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business to Business Transfer Reversal via ussd","en","Business to Business Transfer Reversal via ussd","REASON_TYPE_NAME"<endrec>
"Business to Business Transfer Reversal via ussd","en_KE","","REASON_TYPE_NAME"<endrec>
"Business to Business Transfer Reversal via ussd","sw_KE","","REASON_TYPE_NAME"<endrec>
"Business withdraw Voucher_VDF_Demo","en","Business withdraw Voucher","VOUCHER_TYPE_NAME"<endrec>
"Business withdraw Voucher_VDF_Demo","en_KE","Business withdraw Voucher","VOUCHER_TYPE_NAME"<endrec>
"Business withdraw Voucher_VDF_Demo","sw_KE","Business withdraw Voucher","VOUCHER_TYPE_NAME"<endrec>
"Buy Airtime","en","Buy Airtime","SERVICE_DESCRIPTION"<endrec>
"Buy Airtime","en","Buy Airtime","SERVICE_NAME"<endrec>
"Buy Airtime","en","Buy Airtime","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"Buy Airtime","en","Buy Airtime","TRANSACTION_TYPE_NAME"<endrec>
"Buy Airtime","en_KE","","SERVICE_DESCRIPTION"<endrec>
"Buy Airtime","en_KE","","SERVICE_NAME"<endrec>
"Buy Airtime","en_KE","Buy Airtime","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"Buy Airtime","en_KE","Buy Airtime","TRANSACTION_TYPE_NAME"<endrec>
"Buy Airtime","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Buy Airtime","sw_KE","","SERVICE_NAME"<endrec>
"Buy Airtime","sw_KE","Buy Airtime","TRANSACTION_TYPE_DESCRIPTION"<endrec>
"Buy Airtime","sw_KE","Buy Airtime","TRANSACTION_TYPE_NAME"<endrec>
"Buy Airtime OTC reversal","en","","REASON_TYPE_NAME"<endrec>
"Buy Airtime OTC reversal","en_KE","","REASON_TYPE_NAME"<endrec>
"Buy Airtime OTC reversal","sw_KE","","REASON_TYPE_NAME"<endrec>
"Buy Airtime Reminder","en","","SERVICE_DESCRIPTION"<endrec>
"Buy Airtime Reminder","en","","SERVICE_NAME"<endrec>
"Buy Airtime Reminder","en_KE","","SERVICE_DESCRIPTION"<endrec>
"Buy Airtime Reminder","en_KE","","SERVICE_NAME"<endrec>
"Buy Airtime Reminder","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Buy Airtime Reminder","sw_KE","","SERVICE_NAME"<endrec>
"Buy Airtime with loyalty receive","en","Buy Airtime with loyalty receive","SERVICE_DESCRIPTION"<endrec>
"Buy Airtime with loyalty receive","en","Buy Airtime with loyalty receive","SERVICE_NAME"<endrec>
"Buy Airtime with loyalty receive","en_KE","","SERVICE_DESCRIPTION"<endrec>
"Buy Airtime with loyalty receive","en_KE","","SERVICE_NAME"<endrec>
"Buy Airtime with loyalty receive","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Buy Airtime with loyalty receive","sw_KE","","SERVICE_NAME"<endrec>
"Buy Good With Foreign Exchange","en","","REASON_TYPE_NAME"<endrec>
"Buy Good With Foreign Exchange","en_KE","","REASON_TYPE_NAME"<endrec>
"Buy Good With Foreign Exchange","sw_KE","","REASON_TYPE_NAME"<endrec>
"Buy Goods 2 Factor Auth Linked Card (Group Sponsor)","en","Buy Goods 2 Factor Auth Linked Card (Group Sponsor)","SERVICE_DESCRIPTION"<endrec>
"Buy Goods 2 Factor Auth Linked Card (Group Sponsor)","en","Buy Goods 2 Factor Auth Linked Card (Group Sponsor)","SERVICE_NAME"<endrec>
"Buy Goods 2 Factor Auth Linked Card (Group Sponsor)","en_KE","","SERVICE_DESCRIPTION"<endrec>
"Buy Goods 2 Factor Auth Linked Card (Group Sponsor)","en_KE","","SERVICE_NAME"<endrec>
"Buy Goods 2 Factor Auth Linked Card (Group Sponsor)","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Buy Goods 2 Factor Auth Linked Card (Group Sponsor)","sw_KE","","SERVICE_NAME"<endrec>
"Buy Goods 2 Factor Auth Linked Card (National ID)","en","Buy Goods 2 Factor Auth Linked Card (National ID)","REASON_TYPE_NAME"<endrec>
"Buy Goods 2 Factor Auth Linked Card (National ID)","en","Buy Goods 2 Factor Auth Linked Card (National ID)","SERVICE_DESCRIPTION"<endrec>
"Buy Goods 2 Factor Auth Linked Card (National ID)","en","Buy Goods 2 Factor Auth Linked Card (National ID)","SERVICE_NAME"<endrec>
"Buy Goods 2 Factor Auth Linked Card (National ID)","en_KE","","REASON_TYPE_NAME"<endrec>
"Buy Goods 2 Factor Auth Linked Card (National ID)","en_KE","","SERVICE_DESCRIPTION"<endrec>
"Buy Goods 2 Factor Auth Linked Card (National ID)","en_KE","","SERVICE_NAME"<endrec>
"Buy Goods 2 Factor Auth Linked Card (National ID)","sw_KE","","REASON_TYPE_NAME"<endrec>
"Buy Goods 2 Factor Auth Linked Card (National ID)","sw_KE","","SERVICE_DESCRIPTION"<endrec>
"Buy Goods 2 Factor Auth Linked Card (National ID)","sw_KE","","SERVICE_NAME"<endrec>
"Buy Goods 2 Step Auth Linked Card","en","Buy Goods 2 Step Auth Linked Card","REASON_TYPE_NAME"<endrec>
